# SN 2011fe observed spectrum
# Phase: -6.7 days from B-max (MJD 55814.0)
# t_exp: 10.6 days since explosion (MJD 55796.7)
# Instrument: Snifs
# Wavelength range: 3301.1 - 9700.9 Angstrom
wavelength_angstrom,flux_erg_s_cm2_angstrom
3301.0600,4.892313e-13
3303.4400,4.893261e-13
3305.8200,4.926899e-13
3308.2000,4.993128e-13
3310.5800,4.969029e-13
3312.9600,4.925485e-13
3315.3400,4.936186e-13
3317.7200,4.963987e-13
3320.1000,4.949109e-13
3322.4800,5.035675e-13
3324.8600,5.082369e-13
3327.2400,5.127486e-13
3329.6200,5.195434e-13
3332.0000,5.278750e-13
3334.3800,5.321833e-13
3336.7600,5.318034e-13
3339.1400,5.399186e-13
3341.5200,5.474709e-13
3343.9000,5.435016e-13
3346.2800,5.386755e-13
3348.6600,5.324040e-13
3351.0400,5.275155e-13
3353.4200,5.200517e-13
3355.8000,5.113371e-13
3358.1800,5.068317e-13
3360.5600,4.999873e-13
3362.9400,4.953539e-13
3365.3200,4.911056e-13
3367.7000,4.925923e-13
3370.0800,4.860253e-13
3372.4600,4.784520e-13
3374.8400,4.752645e-13
3377.2200,4.722389e-13
3379.6000,4.677065e-13
3381.9800,4.667154e-13
3384.3600,4.681068e-13
3386.7400,4.730327e-13
3389.1200,4.814858e-13
3391.5000,4.855632e-13
3393.8800,4.897042e-13
3396.2600,4.957002e-13
3398.6400,4.971724e-13
3401.0200,4.952179e-13
3403.4000,4.945168e-13
3405.7800,4.967136e-13
3408.1600,4.996962e-13
3410.5400,4.975808e-13
3412.9200,5.010323e-13
3415.3000,5.023591e-13
3417.6800,5.051657e-13
3420.0600,5.093179e-13
3422.4400,5.117327e-13
3424.8200,5.125806e-13
3427.2000,5.143659e-13
3429.5800,5.175370e-13
3431.9600,5.185439e-13
3434.3400,5.306179e-13
3436.7200,5.390455e-13
3439.1000,5.493169e-13
3441.4800,5.557316e-13
3443.8600,5.600136e-13
3446.2400,5.667032e-13
3448.6200,5.685498e-13
3451.0000,5.647348e-13
3453.3800,5.662542e-13
3455.7600,5.609442e-13
3458.1400,5.537604e-13
3460.5200,5.466180e-13
3462.9000,5.426438e-13
3465.2800,5.380178e-13
3467.6600,5.352817e-13
3470.0400,5.315029e-13
3472.4200,5.314686e-13
3474.8000,5.306269e-13
3477.1800,5.251915e-13
3479.5600,5.249370e-13
3481.9400,5.290570e-13
3484.3200,5.367321e-13
3486.7000,5.399090e-13
3489.0800,5.429599e-13
3491.4600,5.490442e-13
3493.8400,5.550384e-13
3496.2200,5.568760e-13
3498.6000,5.547019e-13
3500.9800,5.559422e-13
3503.3600,5.572325e-13
3505.7400,5.549577e-13
3508.1200,5.525199e-13
3510.5000,5.514718e-13
3512.8800,5.499461e-13
3515.2600,5.467517e-13
3517.6400,5.469931e-13
3520.0200,5.473906e-13
3522.4000,5.478359e-13
3524.7800,5.488659e-13
3527.1600,5.515576e-13
3529.5400,5.514818e-13
3531.9200,5.554698e-13
3534.3000,5.560493e-13
3536.6800,5.570216e-13
3539.0600,5.648915e-13
3541.4400,5.678299e-13
3543.8200,5.694762e-13
3546.2000,5.696004e-13
3548.5800,5.671188e-13
3550.9600,5.654057e-13
3553.3400,5.657003e-13
3555.7200,5.677064e-13
3558.1000,5.717529e-13
3560.4800,5.711449e-13
3562.8600,5.769645e-13
3565.2400,5.760347e-13
3567.6200,5.832494e-13
3570.0000,5.838641e-13
3572.3800,5.839653e-13
3574.7600,5.840539e-13
3577.1400,5.833694e-13
3579.5200,5.838842e-13
3581.9000,5.826205e-13
