# SN 2011fe observed spectrum
# Phase: -4.8 days from B-max (MJD 55814.0)
# t_exp: 12.5 days since explosion (MJD 55796.7)
# Instrument: Snifs
# Wavelength range: 3301.1 - 9700.9 Angstrom
wavelength_angstrom,flux_erg_s_cm2_angstrom
3301.0600,6.144650e-13
3303.4400,6.121245e-13
3305.8200,6.129369e-13
3308.2000,6.182427e-13
3310.5800,6.162997e-13
3312.9600,6.203429e-13
3315.3400,6.260915e-13
3317.7200,6.291939e-13
3320.1000,6.324334e-13
3322.4800,6.441593e-13
3324.8600,6.537839e-13
3327.2400,6.628744e-13
3329.6200,6.795240e-13
3332.0000,6.965056e-13
3334.3800,6.996170e-13
3336.7600,7.023987e-13
3339.1400,7.116775e-13
3341.5200,7.229843e-13
3343.9000,7.280632e-13
3346.2800,7.169987e-13
3348.6600,7.076194e-13
3351.0400,6.976920e-13
3353.4200,6.842441e-13
3355.8000,6.728967e-13
3358.1800,6.612041e-13
3360.5600,6.511331e-13
3362.9400,6.441801e-13
3365.3200,6.392871e-13
3367.7000,6.381820e-13
3370.0800,6.354658e-13
3372.4600,6.280208e-13
3374.8400,6.208912e-13
3377.2200,6.213990e-13
3379.6000,6.185649e-13
3381.9800,6.121892e-13
3384.3600,6.102073e-13
3386.7400,6.090825e-13
3389.1200,6.160809e-13
3391.5000,6.230943e-13
3393.8800,6.287877e-13
3396.2600,6.378208e-13
3398.6400,6.374395e-13
3401.0200,6.340995e-13
3403.4000,6.292819e-13
3405.7800,6.337988e-13
3408.1600,6.366450e-13
3410.5400,6.411453e-13
3412.9200,6.437983e-13
3415.3000,6.498368e-13
3417.6800,6.543466e-13
3420.0600,6.553213e-13
3422.4400,6.605640e-13
3424.8200,6.607021e-13
3427.2000,6.665849e-13
3429.5800,6.694110e-13
3431.9600,6.712289e-13
3434.3400,6.803556e-13
3436.7200,6.886815e-13
3439.1000,6.973227e-13
3441.4800,7.062882e-13
3443.8600,7.211507e-13
3446.2400,7.292684e-13
3448.6200,7.342403e-13
3451.0000,7.335779e-13
3453.3800,7.352204e-13
3455.7600,7.394994e-13
3458.1400,7.336995e-13
3460.5200,7.277598e-13
3462.9000,7.187342e-13
3465.2800,7.139878e-13
3467.6600,7.080828e-13
3470.0400,6.973543e-13
3472.4200,6.942119e-13
3474.8000,6.893117e-13
3477.1800,6.848430e-13
3479.5600,6.826104e-13
3481.9400,6.818407e-13
3484.3200,6.821495e-13
3486.7000,6.874656e-13
3489.0800,6.901070e-13
3491.4600,6.986317e-13
3493.8400,7.059853e-13
3496.2200,7.101908e-13
3498.6000,7.167824e-13
3500.9800,7.205172e-13
3503.3600,7.258197e-13
3505.7400,7.268067e-13
3508.1200,7.226537e-13
3510.5000,7.206915e-13
3512.8800,7.197778e-13
3515.2600,7.135425e-13
3517.6400,7.145041e-13
3520.0200,7.111398e-13
3522.4000,7.090996e-13
3524.7800,7.103525e-13
3527.1600,7.076179e-13
3529.5400,7.063322e-13
3531.9200,7.072566e-13
3534.3000,7.120910e-13
3536.6800,7.173017e-13
3539.0600,7.247811e-13
