# SN 2011fe observed spectrum
# Phase: -5.8 days from B-max (MJD 55814.0)
# t_exp: 11.5 days since explosion (MJD 55796.7)
# Instrument: Snifs
# Wavelength range: 3301.1 - 9700.9 Angstrom
wavelength_angstrom,flux_erg_s_cm2_angstrom
3301.0600,4.796775e-13
3303.4400,4.796827e-13
3305.8200,4.856556e-13
3308.2000,4.872542e-13
3310.5800,4.871744e-13
3312.9600,4.910546e-13
3315.3400,4.959308e-13
3317.7200,4.977260e-13
3320.1000,5.042227e-13
3322.4800,5.135363e-13
3324.8600,5.256382e-13
3327.2400,5.364647e-13
3329.6200,5.501207e-13
3332.0000,5.609164e-13
3334.3800,5.706972e-13
3336.7600,5.794851e-13
3339.1400,5.879493e-13
3341.5200,5.992649e-13
3343.9000,6.050191e-13
3346.2800,6.019339e-13
3348.6600,5.953099e-13
3351.0400,5.888169e-13
3353.4200,5.836871e-13
3355.8000,5.718265e-13
3358.1800,5.658573e-13
3360.5600,5.604267e-13
3362.9400,5.491595e-13
3365.3200,5.447118e-13
3367.7000,5.455728e-13
3370.0800,5.414607e-13
3372.4600,5.356916e-13
3374.8400,5.305295e-13
3377.2200,5.288194e-13
3379.6000,5.325978e-13
3381.9800,5.331053e-13
3384.3600,5.287150e-13
3386.7400,5.310485e-13
3389.1200,5.381287e-13
3391.5000,5.425553e-13
3393.8800,5.490908e-13
3396.2600,5.538118e-13
3398.6400,5.539674e-13
3401.0200,5.469044e-13
3403.4000,5.452762e-13
3405.7800,5.489051e-13
3408.1600,5.518970e-13
3410.5400,5.577858e-13
3412.9200,5.592411e-13
3415.3000,5.619973e-13
3417.6800,5.671036e-13
3420.0600,5.710219e-13
3422.4400,5.732958e-13
3424.8200,5.757319e-13
3427.2000,5.811978e-13
3429.5800,5.835387e-13
3431.9600,5.861777e-13
3434.3400,5.911169e-13
3436.7200,5.992361e-13
3439.1000,6.094440e-13
3441.4800,6.172454e-13
3443.8600,6.259523e-13
3446.2400,6.272190e-13
3448.6200,6.294198e-13
3451.0000,6.324110e-13
3453.3800,6.321526e-13
3455.7600,6.304544e-13
3458.1400,6.262511e-13
3460.5200,6.214570e-13
3462.9000,6.129704e-13
3465.2800,6.110337e-13
3467.6600,6.059221e-13
3470.0400,5.992316e-13
3472.4200,5.964930e-13
3474.8000,5.907310e-13
3477.1800,5.863784e-13
