# SN 2011fe observed spectrum
# Phase: -9.8 days from B-max (MJD 55814.0)
# t_exp: 7.5 days since explosion (MJD 55796.7)
# Instrument: Snifs
# Wavelength range: 3301.1 - 9700.9 Angstrom
wavelength_angstrom,flux_erg_s_cm2_angstrom
3301.0600,1.587274e-13
3303.4400,1.561469e-13
3305.8200,1.578199e-13
3308.2000,1.590111e-13
3310.5800,1.584873e-13
3312.9600,1.584201e-13
3315.3400,1.571255e-13
3317.7200,1.574823e-13
3320.1000,1.593518e-13
3322.4800,1.618440e-13
3324.8600,1.643967e-13
3327.2400,1.674577e-13
3329.6200,1.715492e-13
3332.0000,1.725629e-13
3334.3800,1.736381e-13
3336.7600,1.740353e-13
3339.1400,1.771914e-13
3341.5200,1.801684e-13
3343.9000,1.805532e-13
3346.2800,1.801953e-13
3348.6600,1.781007e-13
3351.0400,1.773366e-13
3353.4200,1.750932e-13
3355.8000,1.746087e-13
3358.1800,1.744449e-13
3360.5600,1.734339e-13
3362.9400,1.743944e-13
3365.3200,1.734038e-13
3367.7000,1.730190e-13
3370.0800,1.727661e-13
3372.4600,1.726939e-13
3374.8400,1.725025e-13
3377.2200,1.751564e-13
3379.6000,1.786739e-13
3381.9800,1.803671e-13
3384.3600,1.834536e-13
3386.7400,1.829836e-13
3389.1200,1.852570e-13
3391.5000,1.895356e-13
3393.8800,1.904634e-13
3396.2600,1.915641e-13
3398.6400,1.904941e-13
3401.0200,1.916784e-13
3403.4000,1.912024e-13
3405.7800,1.908548e-13
3408.1600,1.914745e-13
3410.5400,1.939912e-13
3412.9200,1.954375e-13
3415.3000,1.951155e-13
3417.6800,1.996372e-13
3420.0600,1.997371e-13
3422.4400,2.030118e-13
3424.8200,2.031639e-13
3427.2000,2.064950e-13
3429.5800,2.061118e-13
3431.9600,2.108160e-13
3434.3400,2.131816e-13
3436.7200,2.178175e-13
3439.1000,2.195966e-13
3441.4800,2.202797e-13
3443.8600,2.231887e-13
3446.2400,2.228449e-13
3448.6200,2.239467e-13
3451.0000,2.224749e-13
3453.3800,2.227307e-13
3455.7600,2.235299e-13
3458.1400,2.228081e-13
3460.5200,2.246847e-13
3462.9000,2.249080e-13
3465.2800,2.250303e-13
3467.6600,2.263461e-13
3470.0400,2.269465e-13
3472.4200,2.299639e-13
3474.8000,2.321408e-13
3477.1800,2.338070e-13
3479.5600,2.367148e-13
3481.9400,2.386868e-13
3484.3200,2.412319e-13
3486.7000,2.449742e-13
3489.0800,2.481368e-13
3491.4600,2.505083e-13
3493.8400,2.507047e-13
3496.2200,2.511710e-13
3498.6000,2.541271e-13
3500.9800,2.554628e-13
3503.3600,2.560717e-13
3505.7400,2.569596e-13
3508.1200,2.571964e-13
3510.5000,2.587159e-13
3512.8800,2.583988e-13
3515.2600,2.589900e-13
3517.6400,2.584063e-13
3520.0200,2.597616e-13
3522.4000,2.604588e-13
3524.7800,2.628646e-13
3527.1600,2.637826e-13
3529.5400,2.632685e-13
3531.9200,2.632357e-13
3534.3000,2.641613e-13
3536.6800,2.645422e-13
3539.0600,2.640537e-13
3541.4400,2.644202e-13
3543.8200,2.650511e-13
3546.2000,2.640385e-13
3548.5800,2.644055e-13
3550.9600,2.653396e-13
3553.3400,2.649432e-13
3555.7200,2.673217e-13
