# SN 2011fe observed spectrum
# Phase: +19.2 days from B-max (MJD 55814.0)
# t_exp: 36.5 days since explosion (MJD 55796.7)
# Instrument: Snifs
# Wavelength range: 3301.1 - 9700.9 Angstrom
wavelength_angstrom,flux_erg_s_cm2_angstrom
3301.0600,3.337051e-14
3303.4400,2.953631e-14
3305.8200,3.322241e-14
3308.2000,3.369795e-14
3310.5800,3.364325e-14
3312.9600,3.151297e-14
3315.3400,3.460123e-14
3317.7200,3.292225e-14
3320.1000,3.103335e-14
3322.4800,3.090874e-14
3324.8600,3.298151e-14
3327.2400,3.193579e-14
3329.6200,3.336431e-14
3332.0000,3.517848e-14
3334.3800,3.322988e-14
3336.7600,3.304755e-14
3339.1400,3.503172e-14
3341.5200,3.453842e-14
3343.9000,3.491034e-14
3346.2800,3.437910e-14
3348.6600,3.261948e-14
3351.0400,3.356221e-14
3353.4200,3.452137e-14
3355.8000,3.315916e-14
3358.1800,3.231959e-14
3360.5600,3.163447e-14
3362.9400,3.300428e-14
3365.3200,3.449950e-14
3367.7000,3.611265e-14
3370.0800,3.573368e-14
3372.4600,3.660873e-14
3374.8400,3.539284e-14
3377.2200,3.518143e-14
3379.6000,3.684068e-14
3381.9800,3.510061e-14
3384.3600,4.194017e-14
3386.7400,3.967437e-14
3389.1200,3.644373e-14
3391.5000,3.871367e-14
3393.8800,4.261468e-14
3396.2600,4.127375e-14
3398.6400,4.301351e-14
3401.0200,4.277471e-14
3403.4000,4.250168e-14
3405.7800,4.203059e-14
3408.1600,4.432945e-14
3410.5400,4.505182e-14
3412.9200,4.325360e-14
3415.3000,4.340643e-14
3417.6800,4.528602e-14
3420.0600,4.662364e-14
3422.4400,4.553368e-14
3424.8200,4.628032e-14
3427.2000,4.655204e-14
3429.5800,4.622163e-14
3431.9600,4.837862e-14
3434.3400,4.868202e-14
3436.7200,4.576591e-14
3439.1000,4.752207e-14
3441.4800,4.650463e-14
3443.8600,4.740386e-14
3446.2400,4.790218e-14
3448.6200,4.849023e-14
3451.0000,4.770470e-14
3453.3800,4.964809e-14
3455.7600,4.967220e-14
3458.1400,4.765389e-14
3460.5200,4.913445e-14
3462.9000,4.866639e-14
3465.2800,5.049313e-14
3467.6600,5.050269e-14
3470.0400,5.000153e-14
3472.4200,5.013870e-14
3474.8000,4.905526e-14
3477.1800,4.794161e-14
3479.5600,4.796898e-14
3481.9400,4.876136e-14
3484.3200,5.082425e-14
3486.7000,4.919784e-14
3489.0800,5.093511e-14
3491.4600,5.242746e-14
3493.8400,5.277937e-14
3496.2200,5.322178e-14
3498.6000,5.500787e-14
3500.9800,5.723140e-14
3503.3600,5.853894e-14
3505.7400,5.933187e-14
3508.1200,6.106203e-14
3510.5000,6.145794e-14
3512.8800,6.278630e-14
3515.2600,6.474362e-14
3517.6400,6.584789e-14
3520.0200,6.517881e-14
3522.4000,6.726594e-14
3524.7800,6.688362e-14
3527.1600,6.776631e-14
3529.5400,6.698397e-14
3531.9200,6.757602e-14
3534.3000,6.872892e-14
3536.6800,7.057146e-14
3539.0600,7.022037e-14
3541.4400,7.081093e-14
3543.8200,7.143135e-14
3546.2000,7.268969e-14
3548.5800,7.390287e-14
3550.9600,7.418718e-14
3553.3400,7.500953e-14
3555.7200,7.501632e-14
3558.1000,7.582809e-14
3560.4800,7.628749e-14
3562.8600,7.584409e-14
3565.2400,7.617687e-14
3567.6200,7.496320e-14
3570.0000,7.689748e-14
3572.3800,7.727715e-14
3574.7600,7.878907e-14
3577.1400,7.803977e-14
3579.5200,7.914044e-14
3581.9000,7.897843e-14
3584.2800,8.038688e-14
3586.6600,8.115468e-14
3589.0400,8.090012e-14
3591.4200,8.073627e-14
3593.8000,7.964376e-14
3596.1800,7.944872e-14
3598.5600,7.897371e-14
3600.9400,7.891705e-14
3603.3200,7.853273e-14
3605.7000,7.639998e-14
3608.0800,7.475941e-14
3610.4600,7.473930e-14
3612.8400,7.506334e-14
3615.2200,7.395719e-14
3617.6000,7.469423e-14
3619.9800,7.457835e-14
3622.3600,7.364133e-14
3624.7400,7.480195e-14
3627.1200,7.551583e-14
3629.5000,7.767051e-14
3631.8800,7.913867e-14
3634.2600,8.092900e-14
3636.6400,8.142441e-14
3639.0200,8.249602e-14
3641.4000,8.446997e-14
3643.7800,8.686791e-14
3646.1600,8.942272e-14
3648.5400,9.207050e-14
3650.9200,9.574718e-14
3653.3000,1.011391e-13
3655.6800,1.050576e-13
