# SN 2011fe observed spectrum
# Phase: +2.2 days from B-max (MJD 55814.0)
# t_exp: 19.5 days since explosion (MJD 55796.7)
# Instrument: Snifs
# Wavelength range: 3301.1 - 9700.9 Angstrom
wavelength_angstrom,flux_erg_s_cm2_angstrom
3301.0600,3.677601e-13
3303.4400,3.653349e-13
3305.8200,3.693516e-13
3308.2000,3.770212e-13
3310.5800,3.766847e-13
3312.9600,3.772191e-13
3315.3400,3.807004e-13
3317.7200,3.812349e-13
3320.1000,3.815548e-13
3322.4800,3.886287e-13
3324.8600,3.952380e-13
3327.2400,4.015725e-13
3329.6200,4.130273e-13
3332.0000,4.232326e-13
3334.3800,4.292043e-13
3336.7600,4.362997e-13
3339.1400,4.405314e-13
3341.5200,4.481693e-13
3343.9000,4.523582e-13
3346.2800,4.538365e-13
3348.6600,4.482951e-13
3351.0400,4.466627e-13
3353.4200,4.476548e-13
3355.8000,4.481028e-13
3358.1800,4.478492e-13
3360.5600,4.445512e-13
3362.9400,4.384179e-13
3365.3200,4.403452e-13
3367.7000,4.389619e-13
3370.0800,4.335478e-13
3372.4600,4.293505e-13
3374.8400,4.291169e-13
3377.2200,4.296742e-13
3379.6000,4.259977e-13
3381.9800,4.250933e-13
3384.3600,4.270849e-13
3386.7400,4.330232e-13
3389.1200,4.376434e-13
3391.5000,4.462085e-13
3393.8800,4.528522e-13
3396.2600,4.618534e-13
3398.6400,4.625658e-13
3401.0200,4.623262e-13
3403.4000,4.651415e-13
3405.7800,4.717763e-13
3408.1600,4.749667e-13
3410.5400,4.788434e-13
3412.9200,4.782610e-13
3415.3000,4.809226e-13
3417.6800,4.795560e-13
3420.0600,4.772346e-13
3422.4400,4.795816e-13
3424.8200,4.763919e-13
3427.2000,4.761048e-13
3429.5800,4.787740e-13
3431.9600,4.810872e-13
3434.3400,4.821854e-13
3436.7200,4.906061e-13
3439.1000,4.939146e-13
3441.4800,5.002724e-13
3443.8600,5.094867e-13
3446.2400,5.127362e-13
3448.6200,5.164112e-13
3451.0000,5.211907e-13
3453.3800,5.244252e-13
3455.7600,5.286479e-13
3458.1400,5.306845e-13
3460.5200,5.295261e-13
3462.9000,5.275385e-13
3465.2800,5.290356e-13
3467.6600,5.313636e-13
3470.0400,5.325854e-13
3472.4200,5.333166e-13
3474.8000,5.322036e-13
3477.1800,5.344129e-13
3479.5600,5.369126e-13
3481.9400,5.406924e-13
3484.3200,5.437749e-13
3486.7000,5.476941e-13
3489.0800,5.563828e-13
3491.4600,5.624217e-13
3493.8400,5.720214e-13
3496.2200,5.826955e-13
3498.6000,5.912556e-13
3500.9800,6.002761e-13
3503.3600,6.103789e-13
3505.7400,6.195869e-13
3508.1200,6.333582e-13
3510.5000,6.449291e-13
3512.8800,6.526221e-13
3515.2600,6.602127e-13
3517.6400,6.681486e-13
3520.0200,6.772712e-13
3522.4000,6.847735e-13
3524.7800,6.906250e-13
3527.1600,6.960188e-13
3529.5400,7.025644e-13
3531.9200,7.056435e-13
3534.3000,7.112462e-13
3536.6800,7.161264e-13
3539.0600,7.232929e-13
3541.4400,7.329586e-13
3543.8200,7.368227e-13
3546.2000,7.403412e-13
3548.5800,7.433887e-13
3550.9600,7.498213e-13
3553.3400,7.563285e-13
3555.7200,7.617369e-13
3558.1000,7.666041e-13
3560.4800,7.713903e-13
3562.8600,7.758070e-13
3565.2400,7.807273e-13
3567.6200,7.877702e-13
3570.0000,7.909587e-13
3572.3800,7.949115e-13
3574.7600,8.004812e-13
3577.1400,8.051998e-13
3579.5200,8.107147e-13
3581.9000,8.132265e-13
3584.2800,8.171790e-13
3586.6600,8.178675e-13
3589.0400,8.162632e-13
3591.4200,8.145299e-13
3593.8000,8.122044e-13
3596.1800,8.068027e-13
3598.5600,7.994565e-13
3600.9400,7.909176e-13
3603.3200,7.836150e-13
3605.7000,7.781201e-13
3608.0800,7.723064e-13
3610.4600,7.675404e-13
3612.8400,7.654328e-13
3615.2200,7.630282e-13
3617.6000,7.617042e-13
