# SN 2011fe observed spectrum
# Phase: -7.8 days from B-max (MJD 55814.0)
# t_exp: 9.5 days since explosion (MJD 55796.7)
# Instrument: Snifs
# Wavelength range: 3301.1 - 9700.9 Angstrom
wavelength_angstrom,flux_erg_s_cm2_angstrom
3301.0600,2.895046e-13
3303.4400,2.883188e-13
3305.8200,2.898578e-13
3308.2000,2.933440e-13
3310.5800,2.965126e-13
3312.9600,2.995176e-13
3315.3400,3.048376e-13
3317.7200,3.112591e-13
3320.1000,3.212070e-13
3322.4800,3.263892e-13
3324.8600,3.299862e-13
3327.2400,3.365429e-13
3329.6200,3.433497e-13
3332.0000,3.528614e-13
3334.3800,3.576992e-13
3336.7600,3.617463e-13
3339.1400,3.668298e-13
3341.5200,3.740202e-13
3343.9000,3.754966e-13
3346.2800,3.718928e-13
3348.6600,3.670013e-13
3351.0400,3.649220e-13
3353.4200,3.619407e-13
3355.8000,3.584156e-13
3358.1800,3.573359e-13
3360.5600,3.585003e-13
3362.9400,3.570416e-13
3365.3200,3.543063e-13
3367.7000,3.507287e-13
3370.0800,3.484468e-13
3372.4600,3.467276e-13
3374.8400,3.467565e-13
3377.2200,3.490117e-13
3379.6000,3.489309e-13
3381.9800,3.491248e-13
3384.3600,3.481509e-13
3386.7400,3.502237e-13
3389.1200,3.531922e-13
3391.5000,3.595663e-13
3393.8800,3.648039e-13
3396.2600,3.684053e-13
3398.6400,3.696427e-13
3401.0200,3.670899e-13
3403.4000,3.670027e-13
3405.7800,3.685449e-13
3408.1600,3.710296e-13
3410.5400,3.736427e-13
3412.9200,3.767235e-13
3415.3000,3.741692e-13
3417.6800,3.738973e-13
3420.0600,3.754076e-13
3422.4400,3.810024e-13
3424.8200,3.809718e-13
3427.2000,3.802684e-13
3429.5800,3.835299e-13
3431.9600,3.866542e-13
3434.3400,3.914171e-13
3436.7200,3.952047e-13
3439.1000,3.987072e-13
3441.4800,4.058827e-13
3443.8600,4.125030e-13
3446.2400,4.157404e-13
3448.6200,4.169500e-13
3451.0000,4.143804e-13
3453.3800,4.142076e-13
3455.7600,4.128599e-13
3458.1400,4.085229e-13
3460.5200,4.044818e-13
3462.9000,3.999202e-13
3465.2800,3.979413e-13
3467.6600,3.986447e-13
3470.0400,3.949446e-13
3472.4200,3.925773e-13
3474.8000,3.914036e-13
3477.1800,3.909881e-13
3479.5600,3.926844e-13
3481.9400,3.960766e-13
3484.3200,3.988269e-13
3486.7000,4.003808e-13
3489.0800,4.048129e-13
3491.4600,4.096324e-13
3493.8400,4.131771e-13
3496.2200,4.155029e-13
3498.6000,4.166772e-13
3500.9800,4.170388e-13
3503.3600,4.154514e-13
3505.7400,4.151017e-13
3508.1200,4.166847e-13
3510.5000,4.157943e-13
3512.8800,4.119292e-13
3515.2600,4.106127e-13
3517.6400,4.128908e-13
3520.0200,4.123394e-13
3522.4000,4.132907e-13
3524.7800,4.153412e-13
3527.1600,4.144028e-13
3529.5400,4.127750e-13
3531.9200,4.147129e-13
3534.3000,4.180463e-13
3536.6800,4.173523e-13
3539.0600,4.222968e-13
3541.4400,4.250393e-13
3543.8200,4.257996e-13
3546.2000,4.257756e-13
3548.5800,4.267899e-13
3550.9600,4.261918e-13
3553.3400,4.276347e-13
3555.7200,4.288516e-13
3558.1000,4.334048e-13
3560.4800,4.348927e-13
3562.8600,4.364897e-13
3565.2400,4.375540e-13
3567.6200,4.380901e-13
3570.0000,4.378950e-13
3572.3800,4.374593e-13
3574.7600,4.377215e-13
3577.1400,4.381007e-13
3579.5200,4.362696e-13
3581.9000,4.313543e-13
3584.2800,4.286650e-13
3586.6600,4.269617e-13
3589.0400,4.233393e-13
3591.4200,4.214220e-13
3593.8000,4.201019e-13
3596.1800,4.194723e-13
3598.5600,4.181484e-13
3600.9400,4.174622e-13
3603.3200,4.143210e-13
3605.7000,4.137060e-13
3608.0800,4.165092e-13
3610.4600,4.135449e-13
3612.8400,4.112209e-13
3615.2200,4.096306e-13
3617.6000,4.077703e-13
3619.9800,4.044915e-13
3622.3600,4.037862e-13
3624.7400,4.015492e-13
3627.1200,4.012364e-13
3629.5000,3.994048e-13
3631.8800,3.997398e-13
3634.2600,3.964105e-13
3636.6400,3.949875e-13
3639.0200,3.915560e-13
3641.4000,3.868782e-13
3643.7800,3.819821e-13
3646.1600,3.775202e-13
3648.5400,3.713784e-13
3650.9200,3.621846e-13
3653.3000,3.549975e-13
3655.6800,3.469143e-13
3658.0600,3.392273e-13
3660.4400,3.317808e-13
3662.8200,3.253010e-13
3665.2000,3.163271e-13
3667.5800,3.086108e-13
3669.9600,2.999766e-13
3672.3400,2.933752e-13
3674.7200,2.860861e-13
3677.1000,2.764299e-13
3679.4800,2.670455e-13
3681.8600,2.589926e-13
3684.2400,2.506787e-13
3686.6200,2.449608e-13
3689.0000,2.375822e-13
3691.3800,2.318270e-13
3693.7600,2.275778e-13
3696.1400,2.235274e-13
3698.5200,2.190635e-13
3700.9000,2.137153e-13
3703.2800,2.106205e-13
3705.6600,2.099987e-13
3708.0400,2.071181e-13
3710.4200,2.064662e-13
3712.8000,2.041204e-13
3715.1800,2.015338e-13
3717.5600,2.018723e-13
3719.9400,2.029448e-13
3722.3200,2.025162e-13
3724.7000,2.033809e-13
3727.0800,2.061903e-13
3729.4600,2.077090e-13
3731.8400,2.092750e-13
3734.2200,2.136586e-13
3736.6000,2.179485e-13
3738.9800,2.234767e-13
3741.3600,2.296455e-13
3743.7400,2.360416e-13
3746.1200,2.407080e-13
3748.5000,2.454093e-13
3750.8800,2.469206e-13
3753.2600,2.474386e-13
3755.6400,2.477486e-13
3758.0200,2.462656e-13
3760.4000,2.454326e-13
3762.7800,2.454414e-13
3765.1600,2.454713e-13
3767.5400,2.459191e-13
3769.9200,2.466547e-13
3772.3000,2.467418e-13
3774.6800,2.475346e-13
3777.0600,2.481859e-13
3779.4400,2.486100e-13
3781.8200,2.497962e-13
3784.2000,2.511208e-13
3786.5800,2.513020e-13
3788.9600,2.517419e-13
3791.3400,2.512585e-13
3793.7200,2.518585e-13
3796.1000,2.522684e-13
3798.4800,2.545194e-13
3800.8600,2.565128e-13
3803.2400,2.576670e-13
3805.6200,2.597554e-13
3808.0000,2.615779e-13
3810.3800,2.648386e-13
3812.7600,2.688344e-13
3815.1400,2.728976e-13
3817.5200,2.763017e-13
3819.9000,2.808731e-13
3822.2800,2.874739e-13
3824.6600,2.919308e-13
3827.0400,2.977470e-13
3829.4200,3.034364e-13
3831.8000,3.087896e-13
3834.1800,3.154296e-13
3836.5600,3.218586e-13
3838.9400,3.277691e-13
3841.3200,3.344364e-13
3843.7000,3.407713e-13
3846.0800,3.453178e-13
3848.4600,3.505310e-13
3850.8400,3.566370e-13
3853.2200,3.633595e-13
3855.6000,3.705018e-13
3857.9800,3.765801e-13
3860.3600,3.821920e-13
3862.7400,3.904481e-13
3865.1200,3.967891e-13
3867.5000,4.025958e-13
3869.8800,4.095472e-13
3872.2600,4.160896e-13
3874.6400,4.237360e-13
3877.0200,4.305216e-13
3879.4000,4.359440e-13
3881.7800,4.410068e-13
3884.1600,4.452150e-13
3886.5400,4.488719e-13
3888.9200,4.535041e-13
3891.3000,4.574686e-13
3893.6800,4.627675e-13
3896.0600,4.671136e-13
3898.4400,4.722094e-13
3900.8200,4.755881e-13
3903.2000,4.797221e-13
3905.5800,4.835626e-13
3907.9600,4.907476e-13
3910.3400,4.950107e-13
3912.7200,4.991590e-13
3915.1000,5.033464e-13
3917.4800,5.069231e-13
3919.8600,5.105923e-13
3922.2400,5.118150e-13
3924.6200,5.139659e-13
3927.0000,5.139077e-13
3929.3800,5.115756e-13
3931.7600,5.020167e-13
3934.1400,4.920239e-13
3936.5200,4.909812e-13
3938.9000,4.983292e-13
3941.2800,5.026221e-13
3943.6600,5.028358e-13
3946.0400,4.979222e-13
3948.4200,4.930692e-13
3950.8000,4.872939e-13
3953.1800,4.821134e-13
3955.5600,4.764354e-13
3957.9400,4.704601e-13
3960.3200,4.644189e-13
3962.7000,4.570455e-13
3965.0800,4.489045e-13
3967.4600,4.411358e-13
3969.8400,4.360993e-13
3972.2200,4.371922e-13
3974.6000,4.394391e-13
3976.9800,4.382731e-13
3979.3600,4.354834e-13
3981.7400,4.333002e-13
3984.1200,4.302435e-13
3986.5000,4.265493e-13
3988.8800,4.243118e-13
3991.2600,4.238668e-13
