# SN 2011fe observed spectrum
# Phase: -0.8 days from B-max (MJD 55814.0)
# t_exp: 16.5 days since explosion (MJD 55796.7)
# Instrument: Snifs
# Wavelength range: 3301.1 - 9700.9 Angstrom
wavelength_angstrom,flux_erg_s_cm2_angstrom
3301.0600,5.628124e-13
3303.4400,5.533203e-13
3305.8200,5.568766e-13
3308.2000,5.609321e-13
3310.5800,5.536531e-13
3312.9600,5.584442e-13
3315.3400,5.586626e-13
3317.7200,5.659126e-13
3320.1000,5.722778e-13
3322.4800,5.820387e-13
3324.8600,5.916251e-13
3327.2400,6.069622e-13
3329.6200,6.206960e-13
3332.0000,6.364403e-13
3334.3800,6.506127e-13
3336.7600,6.567723e-13
3339.1400,6.727061e-13
3341.5200,6.845295e-13
3343.9000,6.836679e-13
3346.2800,6.887337e-13
3348.6600,6.811556e-13
3351.0400,6.706611e-13
3353.4200,6.639887e-13
3355.8000,6.605337e-13
3358.1800,6.534934e-13
3360.5600,6.496043e-13
3362.9400,6.384754e-13
3365.3200,6.324042e-13
3367.7000,6.298052e-13
3370.0800,6.230190e-13
3372.4600,6.199611e-13
3374.8400,6.120612e-13
3377.2200,6.102332e-13
3379.6000,6.088328e-13
3381.9800,6.094791e-13
3384.3600,6.031814e-13
3386.7400,6.068184e-13
3389.1200,6.107105e-13
3391.5000,6.194378e-13
3393.8800,6.278991e-13
3396.2600,6.353461e-13
3398.6400,6.374140e-13
3401.0200,6.386323e-13
3403.4000,6.438529e-13
3405.7800,6.492753e-13
3408.1600,6.498317e-13
3410.5400,6.576891e-13
3412.9200,6.573341e-13
3415.3000,6.570101e-13
3417.6800,6.529948e-13
3420.0600,6.511799e-13
3422.4400,6.503482e-13
3424.8200,6.564434e-13
3427.2000,6.574111e-13
3429.5800,6.585607e-13
3431.9600,6.648867e-13
3434.3400,6.727972e-13
3436.7200,6.768701e-13
3439.1000,6.866043e-13
3441.4800,6.979263e-13
3443.8600,7.051261e-13
3446.2400,7.144520e-13
3448.6200,7.246467e-13
3451.0000,7.351464e-13
3453.3800,7.410885e-13
3455.7600,7.440832e-13
3458.1400,7.454854e-13
3460.5200,7.440311e-13
3462.9000,7.431388e-13
3465.2800,7.410563e-13
3467.6600,7.382706e-13
3470.0400,7.354774e-13
3472.4200,7.302822e-13
3474.8000,7.250554e-13
3477.1800,7.229821e-13
3479.5600,7.208118e-13
3481.9400,7.188168e-13
3484.3200,7.257354e-13
3486.7000,7.300913e-13
3489.0800,7.333610e-13
3491.4600,7.403351e-13
3493.8400,7.470447e-13
3496.2200,7.551893e-13
3498.6000,7.636179e-13
3500.9800,7.745607e-13
3503.3600,7.839466e-13
3505.7400,7.934842e-13
3508.1200,8.022849e-13
3510.5000,8.058429e-13
3512.8800,8.100499e-13
3515.2600,8.093704e-13
3517.6400,8.100473e-13
3520.0200,8.121320e-13
3522.4000,8.134866e-13
3524.7800,8.145310e-13
3527.1600,8.189732e-13
3529.5400,8.163177e-13
3531.9200,8.176605e-13
3534.3000,8.230346e-13
3536.6800,8.315617e-13
3539.0600,8.364630e-13
3541.4400,8.429948e-13
3543.8200,8.471040e-13
3546.2000,8.526531e-13
3548.5800,8.588727e-13
3550.9600,8.600747e-13
3553.3400,8.636400e-13
3555.7200,8.687914e-13
3558.1000,8.729484e-13
3560.4800,8.739284e-13
3562.8600,8.760313e-13
3565.2400,8.807689e-13
3567.6200,8.846768e-13
3570.0000,8.903464e-13
3572.3800,8.931232e-13
3574.7600,8.975956e-13
3577.1400,9.019775e-13
3579.5200,9.074890e-13
3581.9000,9.121109e-13
3584.2800,9.126684e-13
3586.6600,9.116325e-13
3589.0400,9.077012e-13
3591.4200,9.061852e-13
3593.8000,9.010305e-13
3596.1800,8.967223e-13
3598.5600,8.897807e-13
3600.9400,8.794814e-13
3603.3200,8.715047e-13
3605.7000,8.657272e-13
3608.0800,8.621525e-13
3610.4600,8.597669e-13
3612.8400,8.575999e-13
3615.2200,8.582114e-13
3617.6000,8.588220e-13
3619.9800,8.636489e-13
3622.3600,8.702837e-13
3624.7400,8.788467e-13
3627.1200,8.853060e-13
3629.5000,8.887095e-13
3631.8800,8.933643e-13
3634.2600,8.947310e-13
3636.6400,8.877823e-13
3639.0200,8.822275e-13
3641.4000,8.816605e-13
3643.7800,8.751365e-13
3646.1600,8.677300e-13
3648.5400,8.653031e-13
3650.9200,8.619984e-13
3653.3000,8.550685e-13
3655.6800,8.502826e-13
3658.0600,8.466607e-13
3660.4400,8.420416e-13
3662.8200,8.353276e-13
3665.2000,8.303396e-13
3667.5800,8.235663e-13
3669.9600,8.164084e-13
3672.3400,8.049610e-13
3674.7200,7.931010e-13
3677.1000,7.774177e-13
3679.4800,7.558759e-13
3681.8600,7.361289e-13
3684.2400,7.154363e-13
3686.6200,6.929506e-13
3689.0000,6.724923e-13
3691.3800,6.526952e-13
3693.7600,6.308732e-13
3696.1400,6.094119e-13
3698.5200,5.907558e-13
3700.9000,5.709283e-13
3703.2800,5.547977e-13
3705.6600,5.432342e-13
3708.0400,5.323837e-13
3710.4200,5.222377e-13
3712.8000,5.097364e-13
3715.1800,4.968610e-13
3717.5600,4.866843e-13
3719.9400,4.762040e-13
3722.3200,4.650896e-13
3724.7000,4.562537e-13
3727.0800,4.483559e-13
3729.4600,4.417884e-13
3731.8400,4.391373e-13
3734.2200,4.382242e-13
3736.6000,4.395784e-13
3738.9800,4.448356e-13
3741.3600,4.511650e-13
3743.7400,4.611348e-13
3746.1200,4.713797e-13
3748.5000,4.793238e-13
3750.8800,4.850328e-13
3753.2600,4.875765e-13
3755.6400,4.868323e-13
3758.0200,4.865414e-13
3760.4000,4.884974e-13
3762.7800,4.923950e-13
3765.1600,4.927753e-13
3767.5400,4.907201e-13
3769.9200,4.877437e-13
3772.3000,4.849192e-13
3774.6800,4.827142e-13
3777.0600,4.797542e-13
3779.4400,4.765528e-13
3781.8200,4.737981e-13
3784.2000,4.716818e-13
3786.5800,4.679307e-13
3788.9600,4.638189e-13
3791.3400,4.608616e-13
3793.7200,4.592936e-13
3796.1000,4.576426e-13
3798.4800,4.564097e-13
3800.8600,4.554890e-13
3803.2400,4.546928e-13
3805.6200,4.538267e-13
3808.0000,4.537451e-13
3810.3800,4.561861e-13
3812.7600,4.605974e-13
3815.1400,4.647354e-13
3817.5200,4.721453e-13
3819.9000,4.799789e-13
3822.2800,4.864335e-13
