# SN 2011fe observed spectrum
# Phase: +3.2 days from B-max (MJD 55814.0)
# t_exp: 20.5 days since explosion (MJD 55796.7)
# Instrument: Snifs
# Wavelength range: 3301.1 - 9700.9 Angstrom
wavelength_angstrom,flux_erg_s_cm2_angstrom
3301.0600,3.180792e-13
3303.4400,3.155182e-13
3305.8200,3.223923e-13
3308.2000,3.234322e-13
3310.5800,3.275538e-13
3312.9600,3.273618e-13
3315.3400,3.279228e-13
3317.7200,3.278709e-13
3320.1000,3.283974e-13
3322.4800,3.331480e-13
3324.8600,3.382415e-13
3327.2400,3.430452e-13
3329.6200,3.476965e-13
3332.0000,3.558373e-13
3334.3800,3.602877e-13
3336.7600,3.659491e-13
3339.1400,3.700669e-13
3341.5200,3.753298e-13
3343.9000,3.801460e-13
3346.2800,3.758159e-13
3348.6600,3.736457e-13
3351.0400,3.730061e-13
3353.4200,3.717493e-13
3355.8000,3.713612e-13
3358.1800,3.724338e-13
3360.5600,3.716138e-13
3362.9400,3.705920e-13
3365.3200,3.679380e-13
3367.7000,3.668885e-13
3370.0800,3.622027e-13
3372.4600,3.592561e-13
3374.8400,3.584778e-13
3377.2200,3.568260e-13
3379.6000,3.603937e-13
3381.9800,3.625666e-13
3384.3600,3.619669e-13
3386.7400,3.647918e-13
3389.1200,3.714206e-13
3391.5000,3.797941e-13
3393.8800,3.853254e-13
3396.2600,3.915627e-13
3398.6400,3.952352e-13
3401.0200,3.964435e-13
3403.4000,3.971508e-13
3405.7800,4.021854e-13
3408.1600,4.042752e-13
3410.5400,4.071391e-13
3412.9200,4.071671e-13
3415.3000,4.071815e-13
3417.6800,4.096433e-13
3420.0600,4.078527e-13
3422.4400,4.055373e-13
3424.8200,4.054832e-13
3427.2000,4.079144e-13
3429.5800,4.080388e-13
3431.9600,4.095751e-13
3434.3400,4.133458e-13
3436.7200,4.183821e-13
3439.1000,4.217851e-13
3441.4800,4.247116e-13
3443.8600,4.314832e-13
3446.2400,4.355266e-13
3448.6200,4.402315e-13
3451.0000,4.423919e-13
3453.3800,4.458087e-13
3455.7600,4.481001e-13
3458.1400,4.482596e-13
3460.5200,4.449046e-13
3462.9000,4.448698e-13
3465.2800,4.482149e-13
3467.6600,4.493212e-13
3470.0400,4.490975e-13
3472.4200,4.493436e-13
3474.8000,4.535444e-13
3477.1800,4.565306e-13
3479.5600,4.606172e-13
3481.9400,4.654151e-13
3484.3200,4.686443e-13
3486.7000,4.747566e-13
3489.0800,4.800444e-13
3491.4600,4.894664e-13
3493.8400,4.977052e-13
3496.2200,5.086501e-13
3498.6000,5.185810e-13
3500.9800,5.285305e-13
3503.3600,5.402438e-13
3505.7400,5.483357e-13
3508.1200,5.612883e-13
