log_L,v_inner,log_rho_0,density_exp,T_e_ratio,v_core,v_wall,X_Fe_core,X_Si_wall,X_S_wall,X_Ca_wall,X_O_core,X_O_wall,X_O_outer,rms,si_depth,si_velocity,si_wave_min,runtime,converged
43.14180299654316,9498.234481760346,-13.359851682199153,-8.682975094309942,0.8433256766058861,15247.03359467907,18000.289719501117,0.2332352370291786,0.21994280135657202,0.07273909456228486,0.07213856388047143,0.46676476297082137,0.4151795402006716,0.7699999999999999,0.08450203006367626,0.2629939209797627,14775.767112509835,6042.0,4.559930324554443,1
43.10872974968343,8536.82924843265,-13.040562169627558,-9.065948817249323,0.9058387930008348,15498.59948757344,17638.15433980475,0.2498496648152309,0.4896270979472727,0.09085166701358546,0.07054493761669801,0.450150335184769,0.12897629742244376,0.7699999999999999,0.0865727816645244,0.5186980024904627,23933.910306845002,5848.0,5.009227991104126,1
43.09029999605712,9385.651561706969,-13.228253019624391,-9.745963296344945,0.96062373274106,13494.57840953307,16384.978335069547,0.24164991886961934,0.5617047515812298,0.1248737519549061,0.06330893260575113,0.45835008113038056,0.03011256385811295,0.7699999999999999,0.08681076879873866,0.3924306246039334,11565.696302124312,6110.0,4.698132753372192,1
43.062878406169006,8950.304433040656,-13.450700801297911,-7.307161697366695,0.7607456035733637,14195.624854083628,16853.542397243367,0.4696123646198793,0.2567424665508559,0.10675502865481917,0.03927620948159537,0.2303876353801206,0.3772262953127295,0.7699999999999999,0.08759849403905975,0.39132460069026653,10527.143981117231,6132.0,5.032963752746582,1
43.05903782113979,8285.785454879497,-13.164815885774757,-8.027455275682858,0.7811660863879009,13846.718369967819,18090.537972574275,0.3314872627500077,0.31655364601625485,0.08879510663717231,0.04413829965788445,0.36851273724999223,0.3305129476886883,0.7699999999999999,0.08799768840763468,0.47107412214204936,7411.487018095987,6198.0,5.129467725753784,1
43.12478450167819,9069.43357818823,-13.446071876961655,-9.675196303542288,0.9411318597073273,15995.786834002567,19015.387338906454,0.37944174705112876,0.2239075269002159,0.09044156344101796,0.03496957868272346,0.3205582529488712,0.43068133097604266,0.7699999999999999,0.09007538146989412,0.4138882115122975,5051.140833988985,6248.0,4.37551474571228,1
42.99364202784598,8274.939500931572,-13.484615969754769,-6.1443862766869835,0.8068700875802192,10640.344937781965,16666.608558624164,0.5561286752118447,0.5286524520617537,0.09063425682381991,0.05081223017481436,0.1438713247881552,0.10990106093961198,0.7699999999999999,0.0913233207565894,0.6469850857411885,9677.41935483871,6150.0,5.2786853313446045,1
43.011140879294764,8690.844244326732,-13.071282031710615,-9.237739918678999,0.9348567510430836,13962.344684196562,17731.6924617372,0.2127239430139326,0.4791270306626101,0.11114594720076262,0.05132731243158404,0.48727605698606724,0.13839970970504323,0.7699999999999999,0.09334821017483416,0.5132974177839571,9205.35011801731,6160.0,5.10508394241333,1
43.03103121437196,8140.770806009118,-13.33081586854836,-8.06518983771188,0.9419143110451849,11617.770600062102,19088.650772391902,0.583582658505563,0.5622850501582033,0.08962796954094038,0.07481914300341422,0.11641734149443692,0.05326783729744208,0.7699999999999999,0.09788157199519963,0.4331124038165842,11093.627065302911,6120.0,4.91206169128418,1
42.940023294746254,8667.479175459257,-13.346148767779448,-9.139899578742769,0.9430874023634064,14229.240807832713,18242.760140886814,0.4246207001765425,0.5342471451621752,0.13129053476957608,0.07406166078358545,0.27537929982345744,0.04040065928466324,0.7699999999999999,0.09862439993975955,0.4654810351469668,6939.417781274587,6208.0,4.8145341873168945,1
42.99768992710697,8693.538015794045,-13.265381205273243,-8.164342021416552,0.7783894603072492,12764.567597750745,19224.50867455791,0.5056339301695955,0.3007282811236721,0.06029390470473998,0.07109352314493503,0.19436606983040447,0.34788429102665286,0.7699999999999999,0.09872771027666923,0.3883947999330376,12887.490165224233,6082.0,5.178315162658691,1
43.065300617796666,10184.260037688871,-13.333018493250432,-9.723610599386854,0.8387890958448193,14888.65209110915,19837.455948754512,0.4451604605763502,0.4973513359588001,0.09362465209462176,0.05895080548950889,0.2548395394236497,0.1300732064570692,0.7699999999999999,0.10180072328321954,0.4365926759550661,10621.557828481511,6130.0,4.8545005321502686,1
42.88248028444916,8046.194607092563,-13.203640327041642,-8.09049667228958,0.7093467432480011,13727.39906928198,19013.241456026833,0.24248028306419536,0.35852078145472654,0.13728055319953977,0.05910835341222892,0.4575197169358046,0.22509031193350476,0.7699999999999999,0.1019278654190869,0.4290489420438356,5995.279307631786,6228.0,5.2164483070373535,1
43.139666417559404,9436.331997912504,-13.161045957149254,-7.505811290374627,0.7354573353293895,13417.874878968132,19765.99765911736,0.4676791926212341,0.2828791592719486,0.06753441370765813,0.043948948751201325,0.23232080737876584,0.3856374782691919,0.7699999999999999,0.10342610050818522,0.5826535234409895,27143.981117230527,5780.0,5.6180970668792725,1
43.139387894689726,8010.509544287632,-13.229120869859914,-8.19709569552085,0.7556407117360115,15113.34813283081,21725.351457023753,0.5270364227027662,0.3239944483515751,0.05245359868666831,0.055047240096054925,0.17296357729723374,0.3485047128657016,0.7699999999999999,0.10431660270276166,0.4678803654718331,27143.981117230527,5780.0,4.910857439041138,1
43.049903545290476,9140.547444334381,-13.456822171878017,-6.57188974635402,0.7373760933838992,14623.476965959577,20674.729457611316,0.459416433353062,0.36831540660500894,0.12667310722768055,0.07285750664241139,0.24058356664693795,0.2121539795248991,0.7699999999999999,0.10507261255309606,0.3361526238676087,12415.420928402833,6092.0,5.50826358795166,1
