# Wavelength(A) Luminosity_density(erg/s/A)
4.971414e+03 5.168041e+38
4.968533e+03 7.168729e+38
4.965654e+03 5.148157e+38
4.962779e+03 1.093111e+39
4.959907e+03 6.390857e+38
4.957039e+03 7.334895e+38
4.954174e+03 7.906525e+38
4.951312e+03 8.331117e+38
4.948454e+03 1.032252e+39
4.945598e+03 6.173419e+38
4.942747e+03 9.991303e+38
4.939898e+03 1.028161e+39
4.937053e+03 8.395392e+38
4.934211e+03 1.028229e+39
4.931372e+03 1.352748e+39
4.928536e+03 3.906489e+38
4.925704e+03 1.347795e+39
4.922875e+03 1.653913e+39
4.920049e+03 9.288428e+38
4.917227e+03 5.073675e+38
4.914407e+03 8.188587e+38
4.911591e+03 7.090786e+38
4.908779e+03 1.137219e+39
4.905969e+03 1.354396e+39
4.903163e+03 5.335444e+38
4.900359e+03 1.701543e+39
4.897559e+03 7.176576e+38
4.894763e+03 7.297824e+38
4.891969e+03 1.051034e+39
4.889179e+03 9.459212e+38
4.886391e+03 5.486646e+38
4.883607e+03 1.068132e+39
4.880826e+03 1.173530e+39
4.878049e+03 1.108509e+39
4.875274e+03 6.405219e+38
4.872503e+03 1.608843e+39
4.869735e+03 1.050199e+39
4.866970e+03 1.492299e+39
4.864208e+03 1.089153e+39
4.861449e+03 5.448807e+38
4.858693e+03 8.819688e+38
4.855940e+03 1.415837e+39
4.853191e+03 1.108395e+39
4.850445e+03 9.961867e+38
4.847701e+03 1.219328e+39
4.844961e+03 1.353535e+39
4.842224e+03 8.998821e+38
4.839490e+03 8.929584e+38
4.836759e+03 1.216459e+39
4.834032e+03 9.088913e+38
4.831307e+03 1.453783e+39
4.828585e+03 1.139683e+39
4.825867e+03 1.535964e+39
4.823151e+03 1.140900e+39
4.820439e+03 1.027642e+39
4.817729e+03 2.369941e+39
4.815023e+03 1.036381e+39
4.812320e+03 1.808833e+39
4.809619e+03 1.131624e+39
4.806922e+03 1.375026e+39
4.804228e+03 1.042617e+39
4.801536e+03 1.688883e+39
4.798848e+03 1.369404e+39
4.796163e+03 1.613897e+39
4.793481e+03 1.255493e+39
4.790802e+03 1.023112e+39
4.788125e+03 1.749144e+39
4.785452e+03 1.154295e+39
4.782782e+03 1.152774e+39
4.780115e+03 5.674002e+38
4.777450e+03 1.034430e+39
4.774789e+03 1.389172e+39
4.772131e+03 1.044546e+39
4.769475e+03 1.387960e+39
4.766823e+03 1.519246e+39
4.764173e+03 1.393944e+39
4.761527e+03 1.880644e+39
4.758883e+03 1.413216e+39
4.756243e+03 1.480420e+39
4.753605e+03 1.968964e+39
4.750970e+03 1.280990e+39
4.748338e+03 1.752988e+39
4.745709e+03 1.181378e+39
4.743083e+03 1.049947e+39
4.740460e+03 1.482954e+39
4.737840e+03 1.264029e+39
4.735222e+03 1.756691e+39
4.732608e+03 1.427532e+39
4.729996e+03 1.158996e+39
4.727387e+03 2.007706e+39
4.724781e+03 1.891398e+39
4.722178e+03 1.545890e+39
4.719578e+03 1.425485e+39
4.716981e+03 2.130268e+39
4.714387e+03 1.875411e+39
4.711795e+03 2.270137e+39
4.709206e+03 1.440509e+39
4.706621e+03 8.494282e+38
4.704038e+03 1.075287e+39
4.701457e+03 2.288962e+39
4.698880e+03 1.444592e+39
4.696306e+03 1.829425e+39
4.693734e+03 1.922742e+39
4.691165e+03 1.683371e+39
4.688599e+03 2.542528e+39
4.686036e+03 2.162325e+39
4.683475e+03 8.332825e+38
4.680917e+03 1.554540e+39
4.678363e+03 1.555354e+39
4.675810e+03 1.623290e+39
4.673261e+03 1.436575e+39
4.670715e+03 1.571782e+39
4.668171e+03 2.293633e+39
4.665630e+03 1.925256e+39
4.663092e+03 1.319207e+39
4.660556e+03 1.178657e+39
4.658023e+03 2.082135e+39
4.655493e+03 1.942113e+39
4.652966e+03 2.125011e+39
4.650442e+03 2.096144e+39
4.647920e+03 2.439684e+39
4.645401e+03 2.039407e+39
4.642885e+03 1.282611e+39
4.640371e+03 1.246440e+39
4.637860e+03 1.845662e+39
4.635352e+03 2.446645e+39
4.632847e+03 2.564678e+39
4.630344e+03 1.998149e+39
4.627844e+03 1.902293e+39
4.625347e+03 2.819621e+39
4.622852e+03 2.080033e+39
4.620360e+03 1.072561e+39
4.617871e+03 2.206808e+39
4.615385e+03 1.730100e+39
4.612901e+03 2.840328e+39
4.610420e+03 1.752806e+39
4.607941e+03 1.968424e+39
4.605465e+03 2.550035e+39
4.602992e+03 3.097120e+39
4.600521e+03 1.755474e+39
4.598053e+03 2.327712e+39
4.595588e+03 2.572616e+39
4.593126e+03 2.422125e+39
4.590666e+03 2.166073e+39
4.588208e+03 1.880093e+39
4.585754e+03 1.902321e+39
4.583302e+03 1.250257e+39
4.580852e+03 1.333263e+39
4.578405e+03 2.629945e+39
4.575961e+03 2.139284e+39
4.573519e+03 2.254453e+39
4.571080e+03 2.726081e+39
4.568644e+03 2.013277e+39
4.566210e+03 2.765599e+39
4.563779e+03 1.653810e+39
4.561350e+03 2.501788e+39
4.558924e+03 2.911994e+39
4.556501e+03 1.866158e+39
4.554080e+03 1.775398e+39
4.551661e+03 2.130239e+39
4.549246e+03 2.651667e+39
4.546832e+03 1.528963e+39
4.544422e+03 1.994890e+39
4.542014e+03 2.435472e+39
4.539608e+03 1.681428e+39
4.537205e+03 2.547291e+39
4.534805e+03 2.755739e+39
4.532407e+03 1.003646e+39
4.530011e+03 2.049972e+39
4.527618e+03 2.313342e+39
4.525228e+03 2.460819e+39
4.522840e+03 2.434652e+39
4.520455e+03 2.403461e+39
4.518072e+03 2.704614e+39
4.515692e+03 1.664571e+39
4.513314e+03 1.285282e+39
4.510939e+03 2.163903e+39
4.508566e+03 3.091160e+39
4.506196e+03 3.064907e+39
4.503828e+03 1.181233e+39
4.501463e+03 1.642771e+39
4.499100e+03 1.878909e+39
4.496740e+03 1.972848e+39
4.494382e+03 2.442534e+39
4.492027e+03 2.466466e+39
4.489674e+03 2.223390e+39
4.487323e+03 2.430732e+39
4.484975e+03 1.919935e+39
4.482630e+03 2.957131e+39
4.480287e+03 2.297252e+39
4.477946e+03 1.805973e+39
4.475608e+03 3.168893e+39
4.473272e+03 2.362669e+39
4.470939e+03 3.210845e+39
4.468608e+03 2.997368e+39
4.466280e+03 2.242223e+39
4.463954e+03 1.635100e+39
4.461630e+03 1.697161e+39
4.459309e+03 2.566064e+39
4.456990e+03 1.688406e+39
4.454674e+03 2.194456e+39
4.452360e+03 1.688770e+39
4.450048e+03 2.876410e+39
4.447739e+03 2.733839e+39
4.445432e+03 1.298729e+39
4.443128e+03 2.666524e+39
4.440826e+03 1.834105e+39
4.438526e+03 1.701184e+39
4.436229e+03 9.164447e+38
4.433934e+03 1.328254e+39
4.431642e+03 1.813701e+39
4.429352e+03 2.300125e+39
4.427064e+03 2.114210e+39
4.424779e+03 1.680523e+39
4.422496e+03 1.196891e+39
4.420215e+03 1.813978e+39
4.417937e+03 1.837271e+39
4.415661e+03 2.125118e+39
4.413387e+03 9.257991e+38
4.411116e+03 1.408886e+39
4.408847e+03 1.353796e+39
4.406580e+03 1.412512e+39
4.404316e+03 1.164129e+39
4.402054e+03 2.124076e+39
4.399795e+03 1.177059e+39
4.397537e+03 2.054771e+39
4.395282e+03 1.763959e+39
4.393030e+03 1.689231e+39
4.390779e+03 2.352617e+39
4.388531e+03 1.991786e+39
4.386286e+03 1.976484e+39
4.384042e+03 8.718072e+38
4.381801e+03 2.095969e+39
4.379562e+03 1.713843e+39
4.377325e+03 1.754366e+39
4.375091e+03 1.624833e+39
4.372859e+03 2.300106e+39
4.370629e+03 1.572649e+39
4.368402e+03 2.106736e+39
4.366177e+03 2.408842e+39
4.363954e+03 1.852650e+39
4.361733e+03 1.926088e+39
4.359515e+03 2.206291e+39
4.357298e+03 2.453720e+39
4.355085e+03 2.051970e+39
4.352873e+03 2.142360e+39
4.350663e+03 1.345997e+39
4.348456e+03 2.416285e+39
4.346251e+03 2.562772e+39
4.344049e+03 2.221414e+39
4.341848e+03 2.096012e+39
4.339650e+03 1.890389e+39
4.337454e+03 2.202394e+39
4.335260e+03 2.577400e+39
4.333069e+03 3.019230e+39
4.330879e+03 2.367519e+39
4.328692e+03 3.618737e+39
4.326507e+03 2.332300e+39
4.324324e+03 1.801513e+39
4.322144e+03 1.628995e+39
4.319965e+03 1.630781e+39
4.317789e+03 2.881848e+39
4.315615e+03 8.341537e+38
4.313444e+03 1.139182e+39
4.311274e+03 1.838051e+39
4.309107e+03 1.115254e+39
4.306941e+03 2.934409e+39
4.304778e+03 1.381871e+39
4.302617e+03 2.112253e+39
4.300459e+03 1.842226e+39
4.298302e+03 1.471484e+39
4.296148e+03 2.224214e+39
4.293996e+03 1.492129e+39
4.291845e+03 3.952761e+38
4.289698e+03 1.691643e+39
4.287552e+03 1.479730e+39
4.285408e+03 1.121572e+39
4.283267e+03 1.527870e+39
4.281127e+03 1.774878e+39
4.278990e+03 1.467961e+39
4.276855e+03 1.092138e+39
4.274722e+03 9.863876e+38
4.272591e+03 1.390069e+39
4.270463e+03 1.183851e+39
4.268336e+03 1.405124e+39
4.266212e+03 1.410970e+39
4.264089e+03 1.119186e+39
4.261969e+03 9.637960e+38
4.259851e+03 1.113052e+39
4.257735e+03 1.060460e+39
4.255621e+03 1.388711e+39
4.253509e+03 2.829421e+38
4.251399e+03 1.550923e+39
4.249292e+03 1.130891e+39
4.247186e+03 1.960461e+39
4.245083e+03 7.976519e+38
4.242981e+03 1.410214e+39
4.240882e+03 1.211814e+39
4.238785e+03 1.745986e+39
4.236690e+03 1.493417e+39
4.234597e+03 1.704714e+39
4.232506e+03 9.822919e+38
4.230417e+03 1.507151e+39
4.228330e+03 1.138729e+39
4.226245e+03 1.004493e+39
4.224162e+03 1.265068e+39
4.222081e+03 1.447811e+39
4.220003e+03 9.456146e+38
4.217926e+03 1.146933e+39
4.215852e+03 1.387030e+39
4.213779e+03 1.134647e+39
4.211709e+03 7.212038e+38
4.209640e+03 1.385516e+39
4.207574e+03 1.283037e+39
4.205509e+03 4.386782e+38
4.203447e+03 1.102269e+39
4.201386e+03 1.900833e+39
4.199328e+03 1.426936e+39
4.197272e+03 2.020684e+39
4.195217e+03 5.713371e+38
4.193165e+03 1.195564e+39
4.191115e+03 1.292867e+39
4.189067e+03 1.250317e+39
4.187020e+03 1.334851e+39
4.184976e+03 1.165759e+39
4.182934e+03 1.152279e+39
4.180893e+03 1.153630e+39
4.178855e+03 1.612781e+39
4.176819e+03 1.302196e+39
4.174784e+03 2.235958e+39
4.172752e+03 1.414908e+39
4.170722e+03 1.338833e+39
4.168693e+03 2.656503e+39
4.166667e+03 1.760559e+39
4.164642e+03 1.730999e+39
4.162620e+03 1.153728e+39
4.160599e+03 1.518634e+39
4.158581e+03 1.491687e+39
4.156564e+03 1.356913e+39
4.154549e+03 7.537445e+38
4.152537e+03 1.326377e+39
4.150526e+03 1.657210e+39
4.148517e+03 2.263948e+39
4.146510e+03 1.905222e+39
4.144505e+03 2.408127e+39
4.142502e+03 3.022279e+39
4.140501e+03 1.389932e+39
4.138502e+03 1.795808e+39
4.136505e+03 1.779478e+39
4.134509e+03 1.945457e+39
4.132516e+03 1.057482e+39
4.130525e+03 1.520142e+39
4.128535e+03 1.713724e+39
4.126547e+03 2.414109e+39
4.124562e+03 1.395263e+39
4.122578e+03 2.987148e+39
4.120596e+03 9.292612e+38
4.118616e+03 1.708142e+39
4.116638e+03 2.524098e+39
4.114662e+03 1.205114e+39
4.112688e+03 2.446262e+39
4.110715e+03 8.694298e+38
4.108745e+03 1.571195e+39
4.106776e+03 2.188637e+39
4.104809e+03 9.170263e+38
4.102845e+03 2.720250e+39
4.100882e+03 2.593523e+39
4.098921e+03 2.512778e+39
4.096961e+03 3.404780e+39
4.095004e+03 9.367075e+38
4.093049e+03 3.290519e+39
4.091095e+03 1.545007e+39
4.089143e+03 3.351966e+39
4.087193e+03 2.312358e+39
4.085245e+03 2.457018e+39
4.083299e+03 2.186966e+39
4.081355e+03 2.323231e+39
4.079413e+03 1.385975e+39
4.077472e+03 1.544485e+39
4.075533e+03 3.159739e+39
4.073596e+03 2.836378e+39
4.071661e+03 2.201483e+39
4.069728e+03 2.001627e+39
4.067797e+03 1.232098e+39
4.065867e+03 2.084559e+39
4.063939e+03 9.689998e+38
4.062013e+03 1.576120e+39
4.060089e+03 2.497479e+39
4.058167e+03 1.899526e+39
4.056247e+03 1.285979e+39
4.054328e+03 2.886880e+39
4.052411e+03 2.187403e+39
4.050496e+03 1.875893e+39
4.048583e+03 2.404634e+39
4.046672e+03 9.394331e+38
4.044762e+03 2.393684e+39
4.042854e+03 2.211779e+39
4.040948e+03 3.220345e+39
4.039044e+03 2.199295e+39
4.037142e+03 2.218126e+39
4.035241e+03 2.547795e+39
4.033342e+03 2.241053e+39
4.031445e+03 2.736509e+39
4.029550e+03 2.037763e+39
4.027657e+03 3.414124e+39
4.025765e+03 3.202729e+39
4.023875e+03 1.602921e+39
4.021987e+03 2.408314e+39
4.020101e+03 2.428576e+39
4.018216e+03 2.261243e+39
4.016333e+03 3.656988e+39
4.014452e+03 2.976528e+39
4.012573e+03 3.068019e+39
4.010695e+03 2.355903e+39
4.008819e+03 3.304961e+39
4.006945e+03 1.801750e+39
4.005073e+03 2.386585e+39
4.003203e+03 1.564515e+39
4.001334e+03 3.069083e+39
3.999467e+03 3.600305e+39
3.997601e+03 2.941666e+39
3.995738e+03 3.303216e+39
3.993876e+03 2.667219e+39
3.992016e+03 2.306851e+39
3.990158e+03 2.292828e+39
3.988301e+03 1.488345e+39
3.986446e+03 2.625576e+39
3.984593e+03 3.252229e+39
3.982741e+03 1.771348e+39
3.980892e+03 1.267566e+39
3.979044e+03 2.884509e+39
3.977197e+03 2.424300e+39
3.975353e+03 2.895373e+39
3.973510e+03 2.361193e+39
3.971669e+03 2.986442e+39
3.969829e+03 1.155698e+39
3.967992e+03 4.014913e+39
3.966155e+03 2.298763e+39
3.964321e+03 2.162156e+39
3.962488e+03 2.005253e+39
3.960657e+03 3.697497e+39
3.958828e+03 2.670235e+39
3.957001e+03 2.298770e+39
3.955175e+03 3.370615e+39
3.953350e+03 2.837641e+39
3.951528e+03 2.132092e+39
3.949707e+03 3.804664e+39
3.947888e+03 2.444920e+39
3.946070e+03 3.111061e+39
3.944255e+03 2.704143e+39
3.942440e+03 3.974552e+39
3.940628e+03 3.450313e+39
3.938817e+03 1.507204e+39
3.937008e+03 2.796679e+39
3.935200e+03 3.621424e+39
3.933395e+03 2.676442e+39
3.931590e+03 2.494113e+39
3.929788e+03 2.363240e+39
3.927987e+03 2.333536e+39
3.926188e+03 1.978410e+39
3.924390e+03 3.743424e+39
3.922594e+03 1.873711e+39
3.920800e+03 2.276404e+39
3.919007e+03 2.517395e+39
3.917216e+03 2.808507e+39
3.915427e+03 2.940028e+39
3.913639e+03 4.161253e+39
3.911853e+03 2.409125e+39
3.910068e+03 2.377728e+39
3.908286e+03 3.314929e+39
3.906504e+03 4.343067e+39
3.904725e+03 3.377577e+39
3.902947e+03 2.305132e+39
3.901170e+03 2.230085e+39
3.899396e+03 1.874741e+39
3.897622e+03 3.580706e+39
3.895851e+03 2.698455e+39
3.894081e+03 1.859119e+39
3.892313e+03 3.038022e+39
3.890546e+03 3.750836e+39
3.888781e+03 3.174381e+39
3.887017e+03 1.565295e+39
3.885255e+03 2.200146e+39
3.883495e+03 2.737778e+39
3.881736e+03 2.206129e+39
3.879979e+03 2.693371e+39
3.878224e+03 1.880581e+39
3.876470e+03 3.301074e+39
3.874717e+03 3.031300e+39
3.872967e+03 3.806844e+39
3.871217e+03 2.556890e+39
3.869470e+03 3.797160e+39
3.867724e+03 1.562435e+39
3.865979e+03 1.686314e+39
3.864236e+03 1.898090e+39
3.862495e+03 2.804969e+39
3.860755e+03 1.855449e+39
3.859017e+03 3.270064e+39
3.857281e+03 3.276690e+39
3.855546e+03 3.631771e+39
3.853812e+03 2.603432e+39
3.852080e+03 1.766831e+39
3.850350e+03 3.641459e+39
3.848621e+03 2.625382e+39
3.846894e+03 2.671666e+39
3.845168e+03 2.868633e+39
3.843444e+03 2.780326e+39
3.841721e+03 1.553925e+39
3.840000e+03 3.217931e+39
3.838280e+03 1.932872e+39
3.836562e+03 1.625760e+39
3.834846e+03 1.901716e+39
3.833131e+03 1.586538e+39
3.831418e+03 2.293620e+39
3.829706e+03 2.121156e+39
3.827995e+03 2.151849e+39
3.826287e+03 2.312449e+39
3.824579e+03 1.893770e+39
3.822874e+03 2.103540e+39
3.821169e+03 2.830609e+39
3.819467e+03 2.838655e+39
3.817765e+03 1.948414e+39
3.816066e+03 1.433780e+39
3.814367e+03 7.278896e+38
3.812671e+03 1.656652e+39
3.810976e+03 2.462764e+39
3.809282e+03 1.446225e+39
3.807590e+03 1.082143e+39
3.805899e+03 2.051023e+39
3.804210e+03 1.112143e+39
3.802522e+03 5.571810e+38
3.800836e+03 1.997010e+39
3.799152e+03 1.449732e+39
3.797468e+03 1.464468e+39
3.795787e+03 1.212888e+39
3.794106e+03 1.226808e+39
3.792428e+03 1.586666e+39
3.790751e+03 7.241603e+38
3.789075e+03 1.481100e+39
3.787401e+03 5.292157e+38
3.785728e+03 3.002634e+39
3.784057e+03 2.026259e+39
3.782387e+03 1.446435e+39
3.780718e+03 1.479376e+39
3.779051e+03 1.991110e+39
3.777386e+03 5.560561e+38
3.775722e+03 1.069963e+39
3.774060e+03 1.289075e+39
3.772399e+03 3.541826e+38
3.770739e+03 1.112292e+39
3.769081e+03 7.504295e+38
3.767424e+03 7.074335e+38
3.765769e+03 7.365895e+38
3.764115e+03 7.517195e+38
3.762463e+03 1.283909e+39
3.760812e+03 5.484141e+38
3.759163e+03 7.295711e+38
3.757515e+03 1.133084e+39
3.755869e+03 9.359215e+38
3.754224e+03 1.107717e+39
3.752580e+03 1.113222e+39
3.750938e+03 3.595319e+38
3.749297e+03 9.356520e+38
3.747658e+03 7.496103e+38
3.746020e+03 7.496792e+38
3.744383e+03 5.744205e+38
3.742748e+03 9.346766e+38
3.741115e+03 3.718689e+38
3.739483e+03 8.740285e+38
3.737852e+03 6.653345e+38
3.736223e+03 1.450302e+39
3.734595e+03 9.473503e+38
3.732968e+03 1.694354e+39
3.731343e+03 1.828097e+39
3.729720e+03 8.614451e+38
3.728097e+03 3.453466e+38
3.726477e+03 8.688566e+38
3.724857e+03 9.321594e+38
3.723239e+03 7.575012e+38
3.721623e+03 1.096981e+39
3.720007e+03 7.259306e+38
3.718394e+03 1.756526e+39
3.716781e+03 9.326785e+38
3.715170e+03 1.089221e+39
3.713561e+03 0.000000e+00
3.711952e+03 1.695077e+39
3.710346e+03 9.303122e+38
3.708740e+03 9.337190e+38
3.707136e+03 0.000000e+00
3.705534e+03 5.566513e+38
3.703932e+03 9.494131e+38
3.702332e+03 8.983041e+38
3.700734e+03 1.070304e+39
3.699137e+03 1.126181e+39
3.697541e+03 3.662953e+38
3.695947e+03 5.409903e+38
3.694354e+03 1.114326e+39
3.692762e+03 1.310188e+39
3.691172e+03 2.734414e+39
3.689583e+03 5.212470e+38
3.687996e+03 1.098206e+39
3.686409e+03 1.604227e+39
3.684825e+03 1.673792e+39
3.683241e+03 2.228072e+39
3.681659e+03 1.462179e+39
3.680079e+03 1.467384e+39
3.678499e+03 1.686536e+39
3.676921e+03 7.542812e+38
3.675345e+03 1.478863e+39
3.673769e+03 1.849412e+39
3.672195e+03 1.660855e+39
3.670623e+03 5.676550e+38
3.669052e+03 9.413425e+38
3.667482e+03 1.483835e+39
3.665913e+03 2.072940e+39
3.664346e+03 1.337622e+39
3.662780e+03 1.305816e+39
3.661216e+03 1.362505e+39
3.659652e+03 1.546982e+39
3.658090e+03 2.133221e+39
3.656530e+03 1.351579e+39
3.654971e+03 1.327076e+39
3.653413e+03 1.334862e+39
3.651856e+03 1.784935e+39
3.650301e+03 1.689111e+39
3.648747e+03 2.462732e+39
3.647195e+03 1.927276e+39
3.645643e+03 1.931014e+39
3.644094e+03 1.499397e+39
3.642545e+03 1.439135e+39
3.640998e+03 3.103970e+39
3.639452e+03 1.931642e+39
3.637907e+03 1.917503e+39
3.636364e+03 2.242069e+39
3.634822e+03 1.955017e+39
3.633281e+03 1.778447e+39
3.631741e+03 2.728701e+39
3.630203e+03 2.285842e+39
3.628666e+03 1.755806e+39
3.627131e+03 1.723276e+39
3.625597e+03 2.569892e+39
3.624064e+03 1.350307e+39
3.622532e+03 2.955130e+39
3.621002e+03 2.544919e+39
3.619473e+03 1.371140e+39
3.617945e+03 1.737734e+39
3.616419e+03 1.800905e+39
3.614893e+03 1.927684e+39
3.613369e+03 2.770317e+39
3.611847e+03 2.155730e+39
3.610326e+03 2.613122e+39
3.608805e+03 3.126721e+39
3.607287e+03 1.173928e+39
3.605769e+03 4.019823e+39
3.604253e+03 2.153967e+39
3.602738e+03 3.172901e+39
3.601224e+03 2.079935e+39
3.599712e+03 2.744633e+39
3.598201e+03 1.572261e+39
3.596691e+03 2.372819e+39
3.595182e+03 4.077174e+39
3.593675e+03 1.778126e+39
3.592169e+03 2.397799e+39
3.590664e+03 3.544750e+39
3.589161e+03 3.367763e+39
3.587658e+03 3.024387e+39
3.586157e+03 2.780523e+39
3.584658e+03 3.383406e+39
3.583159e+03 2.381875e+39
3.581662e+03 2.299293e+39
3.580166e+03 2.418214e+39
3.578671e+03 2.135953e+39
3.577178e+03 1.915650e+39
3.575685e+03 1.819851e+39
3.574194e+03 3.508951e+39
3.572705e+03 3.122932e+39
3.571216e+03 1.810337e+39
3.569729e+03 3.761728e+39
3.568243e+03 2.980602e+39
3.566758e+03 2.478584e+39
3.565274e+03 2.429536e+39
3.563792e+03 2.997469e+39
3.562311e+03 2.201733e+39
3.560831e+03 2.663501e+39
3.559352e+03 3.703101e+39
3.557875e+03 3.443112e+39
3.556399e+03 2.678622e+39
3.554924e+03 2.378803e+39
3.553450e+03 3.409025e+39
3.551977e+03 3.025760e+39
3.550506e+03 3.294200e+39
3.549036e+03 2.001217e+39
3.547567e+03 2.560617e+39
3.546099e+03 2.854195e+39
3.544633e+03 2.181162e+39
3.543168e+03 1.849002e+39
3.541704e+03 1.587238e+39
3.540241e+03 2.086786e+39
3.538779e+03 1.788698e+39
3.537319e+03 2.206867e+39
3.535860e+03 2.893992e+39
3.534402e+03 2.185153e+39
3.532945e+03 1.215389e+39
3.531489e+03 9.899642e+38
3.530035e+03 2.083540e+39
3.528582e+03 2.570653e+39
3.527130e+03 2.420512e+39
3.525679e+03 2.132043e+39
3.524229e+03 3.472861e+39
3.522781e+03 2.001474e+39
3.521333e+03 2.241223e+39
3.519887e+03 2.351186e+39
3.518443e+03 2.374486e+39
3.516999e+03 2.709237e+39
3.515556e+03 2.443564e+39
3.514115e+03 2.856058e+39
3.512675e+03 1.997795e+39
3.511236e+03 2.827363e+39
3.509798e+03 2.727737e+39
3.508362e+03 2.478848e+39
3.506926e+03 3.126769e+39
3.505492e+03 3.153201e+39
3.504059e+03 2.291972e+39
3.502627e+03 2.514845e+39
3.501196e+03 1.819275e+39
3.499767e+03 2.430685e+39
3.498338e+03 2.253019e+39
3.496911e+03 2.140262e+39
3.495485e+03 2.221308e+39
3.494060e+03 3.077795e+39
3.492636e+03 3.101644e+39
3.491214e+03 1.873769e+39
3.489792e+03 1.214531e+39
3.488372e+03 1.860448e+39
3.486953e+03 1.612991e+39
3.485535e+03 2.625871e+39
3.484118e+03 1.605866e+39
3.482703e+03 1.273742e+39
3.481288e+03 2.623835e+39
3.479875e+03 1.953919e+39
3.478463e+03 1.852787e+39
3.477051e+03 1.929045e+39
3.475642e+03 3.217163e+39
3.474233e+03 2.485388e+39
3.472825e+03 2.476729e+39
3.471419e+03 2.408634e+39
3.470013e+03 1.672288e+39
3.468609e+03 1.175275e+39
3.467206e+03 2.349233e+39
3.465804e+03 1.200822e+39
3.464403e+03 2.840906e+39
3.463004e+03 2.313970e+39
3.461605e+03 2.945593e+39
3.460208e+03 1.064894e+39
3.458811e+03 2.998950e+39
3.457416e+03 2.332460e+39
3.456022e+03 3.405907e+39
3.454629e+03 2.486254e+39
3.453237e+03 3.841833e+39
3.451847e+03 2.314939e+39
3.450457e+03 2.311980e+39
3.449069e+03 2.073587e+39
3.447681e+03 3.190643e+39
3.446295e+03 3.317697e+39
3.444910e+03 1.932062e+39
3.443526e+03 2.095322e+39
3.442143e+03 3.292317e+39
3.440762e+03 2.974397e+39
3.439381e+03 4.603008e+39
3.438001e+03 2.137256e+39
3.436623e+03 2.090674e+39
3.435246e+03 3.087462e+39
3.433869e+03 2.128142e+39
3.432494e+03 2.151432e+39
3.431120e+03 3.714107e+39
3.429747e+03 3.920752e+39
3.428376e+03 3.014970e+39
3.427005e+03 2.080152e+39
3.425635e+03 3.033375e+39
3.424267e+03 2.147509e+39
3.422899e+03 2.194038e+39
3.421533e+03 2.588809e+39
3.420168e+03 3.338860e+39
3.418803e+03 2.224464e+39
3.417440e+03 2.942884e+39
3.416078e+03 2.464447e+39
3.414717e+03 3.347977e+39
3.413358e+03 2.651599e+39
3.411999e+03 1.447811e+39
3.410641e+03 1.549625e+39
3.409285e+03 2.402504e+39
3.407929e+03 4.110433e+39
3.406575e+03 3.733153e+39
3.405221e+03 3.306643e+39
3.403869e+03 3.408127e+39
3.402518e+03 3.592359e+39
3.401168e+03 3.419493e+39
3.399819e+03 2.573062e+39
3.398471e+03 2.624514e+39
3.397124e+03 2.335783e+39
3.395778e+03 3.054015e+39
3.394433e+03 2.186795e+39
3.393089e+03 1.924730e+39
3.391747e+03 3.096485e+39
3.390405e+03 2.670691e+39
3.389065e+03 2.427229e+39
3.387725e+03 3.102671e+39
3.386387e+03 3.467775e+39
3.385049e+03 2.441917e+39
3.383713e+03 5.475770e+39
3.382378e+03 3.706694e+39
3.381044e+03 2.882235e+39
3.379710e+03 1.162604e+39
3.378378e+03 2.704057e+39
3.377047e+03 2.584508e+39
3.375717e+03 1.551891e+39
3.374388e+03 1.780384e+39
3.373060e+03 2.911634e+39
3.371734e+03 2.927998e+39
3.370408e+03 4.823744e+39
3.369083e+03 3.310509e+39
3.367759e+03 4.009197e+39
3.366437e+03 3.612239e+39
3.365115e+03 1.313430e+39
3.363794e+03 2.858320e+39
3.362475e+03 2.474124e+39
3.361156e+03 3.167245e+39
3.359839e+03 2.035438e+39
3.358522e+03 3.362271e+39
3.357207e+03 3.532574e+39
3.355892e+03 2.271771e+39
3.354579e+03 3.774129e+39
3.353267e+03 2.274300e+39
3.351955e+03 1.852676e+39
3.350645e+03 3.608504e+39
3.349336e+03 1.953003e+39
3.348027e+03 3.482869e+39
3.346720e+03 2.313274e+39
3.345414e+03 2.761844e+39
3.344109e+03 3.954047e+39
3.342805e+03 3.676201e+39
3.341501e+03 1.650329e+39
3.340199e+03 4.077701e+39
3.338898e+03 1.409465e+39
3.337598e+03 3.033525e+39
3.336299e+03 2.277189e+39
3.335001e+03 2.320503e+39
3.333704e+03 2.993268e+39
3.332408e+03 3.915567e+39
3.331113e+03 2.731173e+39
3.329819e+03 2.988256e+39
3.328525e+03 4.896119e+39
3.327233e+03 3.694946e+39
3.325942e+03 3.734644e+39
3.324652e+03 3.756866e+39
3.323363e+03 4.148766e+39
3.322075e+03 3.300192e+39
3.320788e+03 3.560914e+39
3.319502e+03 2.813383e+39
3.318217e+03 3.395666e+39
3.316933e+03 2.370335e+39
3.315650e+03 2.570379e+39
3.314368e+03 3.752801e+39
3.313087e+03 2.806844e+39
3.311807e+03 2.613529e+39
3.310527e+03 3.358551e+39
3.309249e+03 2.023368e+39
3.307972e+03 2.534055e+39
3.306696e+03 3.747403e+39
3.305421e+03 3.006630e+39
3.304147e+03 2.801285e+39
3.302873e+03 2.087776e+39
3.301601e+03 1.392026e+39
