log_L,v_inner,log_rho_0,density_exp,T_e_ratio,v_core,v_wall,X_Fe_core,X_Si_wall,X_O_core,X_O_wall,X_O_outer,rms,si_depth,si_velocity,si_wave_min,runtime,converged
43.14,8404,-13.452,-6.53,0.911,10547,19665,0.442,0.67,0.25799999999999995,0.029999999999999957,0.72,0.07331083637978213,0.5262230243373223,10149.48859166011,6140.0,174.30207204818726,1
43.135,8459,-13.42,-6.61,0.882,10608,21245,0.462,0.652,0.23799999999999993,0.04799999999999997,0.72,0.07686035015226562,0.5215231274547321,9677.41935483871,6150.0,179.81281304359436,1
43.097,8043,-13.441,-6.3,0.85,10669,20836,0.511,0.651,0.18899999999999995,0.048999999999999974,0.72,0.07850125387489272,0.4516506807546541,10999.213217938632,6122.0,186.63364624977112,1
