# LUMINA-SN GPU Spectrum (Peeling-off / Virtual Packets)
# n_packets=20000000, n_contributions=374813200
# Line contributions: 189807, E-scatter: 374623393
wavelength_A,flux
13450.00,6.100887e+02
13462.00,5.871909e+02
13474.00,6.106109e+02
13486.00,6.052676e+02
13498.00,5.759901e+02
13510.00,5.951679e+02
13522.00,5.598115e+02
13534.00,5.712257e+02
13546.00,5.711624e+02
13558.00,5.596968e+02
13570.00,5.166897e+02
13582.00,5.217255e+02
13594.00,5.185134e+02
13606.00,4.994637e+02
13618.00,5.055112e+02
13630.00,4.924017e+02
13642.00,4.932422e+02
13654.00,4.843752e+02
13666.00,4.592445e+02
13678.00,4.835891e+02
13690.00,4.430469e+02
13702.00,4.512314e+02
13714.00,4.355069e+02
13726.00,4.441282e+02
13738.00,4.400596e+02
13750.00,4.371556e+02
13762.00,4.244819e+02
13774.00,4.157936e+02
13786.00,4.042250e+02
13798.00,3.929705e+02
13810.00,3.935479e+02
13822.00,3.932890e+02
13834.00,3.855627e+02
13846.00,3.604282e+02
13858.00,3.666072e+02
13870.00,3.528714e+02
13882.00,3.431588e+02
13894.00,3.466583e+02
13906.00,3.362075e+02
13918.00,3.548136e+02
13930.00,3.451279e+02
13942.00,3.421520e+02
13954.00,3.125552e+02
13966.00,3.202268e+02
13978.00,3.159564e+02
13990.00,3.214603e+02
14002.00,3.269411e+02
14014.00,3.266507e+02
14026.00,2.969168e+02
14038.00,3.074037e+02
14050.00,3.244309e+02
14062.00,3.014816e+02
14074.00,3.131090e+02
14086.00,3.156506e+02
14098.00,3.130125e+02
14110.00,3.240134e+02
14122.00,3.153243e+02
14134.00,3.156059e+02
14146.00,3.272162e+02
14158.00,3.189498e+02
14170.00,3.074736e+02
14182.00,3.242894e+02
14194.00,3.252718e+02
14206.00,3.351696e+02
14218.00,3.337339e+02
14230.00,3.278258e+02
14242.00,3.318851e+02
14254.00,3.322509e+02
14266.00,3.215394e+02
14278.00,3.411596e+02
14290.00,3.366125e+02
14302.00,3.306142e+02
14314.00,3.184497e+02
14326.00,3.356193e+02
14338.00,3.323997e+02
14350.00,3.173187e+02
14362.00,3.276749e+02
14374.00,3.489695e+02
14386.00,3.477817e+02
14398.00,3.195409e+02
14410.00,3.269285e+02
14422.00,3.249913e+02
14434.00,3.313762e+02
14446.00,3.210100e+02
14458.00,3.299713e+02
14470.00,3.295522e+02
14482.00,3.380106e+02
14494.00,3.374468e+02
14506.00,3.325585e+02
14518.00,3.332033e+02
14530.00,3.081062e+02
14542.00,3.382596e+02
14554.00,3.200277e+02
14566.00,3.340071e+02
14578.00,3.330381e+02
14590.00,3.314920e+02
14602.00,3.272282e+02
14614.00,3.410187e+02
14626.00,3.322985e+02
14638.00,3.267266e+02
14650.00,3.296736e+02
14662.00,3.438855e+02
14674.00,3.308932e+02
14686.00,3.440459e+02
14698.00,3.382338e+02
14710.00,3.411328e+02
14722.00,3.314388e+02
14734.00,3.460399e+02
14746.00,3.584329e+02
14758.00,3.104388e+02
14770.00,3.399403e+02
14782.00,3.576986e+02
14794.00,3.483469e+02
14806.00,3.364050e+02
14818.00,3.193558e+02
14830.00,3.367932e+02
14842.00,3.523024e+02
14854.00,3.396024e+02
14866.00,3.514194e+02
14878.00,3.684457e+02
14890.00,3.540260e+02
14902.00,3.464378e+02
14914.00,3.520245e+02
14926.00,3.453584e+02
14938.00,3.352520e+02
14950.00,3.437895e+02
14962.00,3.546779e+02
14974.00,3.626507e+02
14986.00,3.568084e+02
14998.00,3.557170e+02
15010.00,3.606241e+02
15022.00,3.451984e+02
15034.00,3.702371e+02
15046.00,3.523507e+02
15058.00,3.645993e+02
15070.00,3.686102e+02
15082.00,3.380568e+02
15094.00,3.477765e+02
15106.00,3.594395e+02
15118.00,3.809529e+02
15130.00,3.609540e+02
15142.00,3.659895e+02
15154.00,3.673753e+02
15166.00,3.468569e+02
15178.00,3.627028e+02
15190.00,3.493545e+02
15202.00,3.739229e+02
15214.00,3.700409e+02
15226.00,3.552185e+02
15238.00,3.749823e+02
15250.00,3.713998e+02
15262.00,3.609513e+02
15274.00,3.596291e+02
15286.00,3.687250e+02
15298.00,3.771666e+02
15310.00,3.597551e+02
15322.00,3.645427e+02
15334.00,3.823458e+02
15346.00,3.486350e+02
15358.00,3.521872e+02
15370.00,3.575012e+02
15382.00,3.452906e+02
15394.00,3.463887e+02
15406.00,3.428858e+02
15418.00,3.427604e+02
15430.00,3.275618e+02
15442.00,3.357670e+02
15454.00,3.321414e+02
15466.00,3.174047e+02
15478.00,3.221379e+02
15490.00,3.135379e+02
15502.00,3.165596e+02
15514.00,3.079222e+02
15526.00,3.060832e+02
15538.00,3.090721e+02
15550.00,3.075238e+02
15562.00,2.862370e+02
15574.00,3.015142e+02
15586.00,3.087356e+02
15598.00,2.965477e+02
15610.00,2.828055e+02
15622.00,2.825984e+02
15634.00,2.985895e+02
15646.00,2.887501e+02
15658.00,2.858188e+02
15670.00,2.826895e+02
15682.00,2.921043e+02
15694.00,2.722245e+02
15706.00,2.814343e+02
15718.00,2.724803e+02
15730.00,2.754308e+02
15742.00,2.786809e+02
15754.00,2.548951e+02
15766.00,2.790701e+02
15778.00,2.863585e+02
15790.00,2.710590e+02
15802.00,2.687090e+02
15814.00,2.733551e+02
15826.00,2.721321e+02
15838.00,2.661504e+02
15850.00,2.590465e+02
15862.00,2.740054e+02
15874.00,2.876379e+02
15886.00,2.755506e+02
15898.00,2.799106e+02
15910.00,2.497862e+02
15922.00,2.620671e+02
15934.00,2.629354e+02
15946.00,2.766505e+02
15958.00,2.611129e+02
15970.00,2.626071e+02
15982.00,2.643397e+02
15994.00,2.570640e+02
16006.00,2.585363e+02
16018.00,2.561716e+02
16030.00,2.462543e+02
16042.00,2.348685e+02
16054.00,2.599565e+02
16066.00,2.480246e+02
16078.00,2.372846e+02
16090.00,2.469958e+02
16102.00,2.401748e+02
16114.00,2.479751e+02
16126.00,2.472008e+02
16138.00,2.407460e+02
16150.00,2.366551e+02
16162.00,2.276995e+02
16174.00,2.281710e+02
16186.00,2.318835e+02
16198.00,2.044740e+02
16210.00,2.375058e+02
16222.00,2.304861e+02
16234.00,2.350872e+02
16246.00,2.184028e+02
16258.00,2.209516e+02
16270.00,2.203923e+02
16282.00,2.185271e+02
16294.00,2.199321e+02
16306.00,2.381185e+02
16318.00,2.352321e+02
16330.00,2.135217e+02
16342.00,2.240471e+02
16354.00,2.273726e+02
16366.00,2.090501e+02
16378.00,2.254177e+02
16390.00,2.181618e+02
16402.00,2.191204e+02
16414.00,2.129851e+02
16426.00,2.217704e+02
16438.00,2.212788e+02
16450.00,2.155145e+02
16462.00,2.101713e+02
16474.00,2.161519e+02
16486.00,2.040836e+02
16498.00,2.151783e+02
16510.00,1.892092e+02
16522.00,2.205024e+02
16534.00,2.054136e+02
16546.00,2.024443e+02
16558.00,1.900677e+02
16570.00,2.058305e+02
16582.00,2.030329e+02
16594.00,1.752821e+02
16606.00,1.781397e+02
16618.00,1.854509e+02
16630.00,1.822794e+02
16642.00,1.811026e+02
16654.00,1.683382e+02
16666.00,1.757367e+02
16678.00,1.673248e+02
16690.00,1.778471e+02
16702.00,1.659942e+02
16714.00,1.800738e+02
16726.00,1.687381e+02
16738.00,1.633682e+02
16750.00,1.817410e+02
16762.00,1.703569e+02
16774.00,1.502265e+02
16786.00,1.671777e+02
16798.00,1.543495e+02
16810.00,1.462276e+02
16822.00,1.551804e+02
16834.00,1.510047e+02
16846.00,1.616776e+02
16858.00,1.494975e+02
16870.00,1.567465e+02
16882.00,1.510467e+02
16894.00,1.488787e+02
16906.00,1.391245e+02
16918.00,1.387564e+02
16930.00,1.357423e+02
16942.00,1.360023e+02
16954.00,1.386877e+02
16966.00,1.320030e+02
16978.00,1.296490e+02
16990.00,1.324674e+02
17002.00,1.404244e+02
17014.00,1.234318e+02
17026.00,1.305925e+02
17038.00,1.246649e+02
17050.00,1.213677e+02
17062.00,1.316228e+02
17074.00,1.190061e+02
17086.00,1.285899e+02
17098.00,1.224780e+02
17110.00,1.286378e+02
17122.00,1.190229e+02
17134.00,1.176557e+02
17146.00,1.248478e+02
17158.00,1.183717e+02
17170.00,1.388812e+02
17182.00,1.199593e+02
17194.00,1.218148e+02
17206.00,1.279932e+02
17218.00,1.202727e+02
17230.00,1.145817e+02
17242.00,1.107659e+02
17254.00,1.229437e+02
17266.00,1.123272e+02
17278.00,1.154871e+02
17290.00,1.238718e+02
17302.00,1.164650e+02
17314.00,1.078430e+02
17326.00,1.066107e+02
17338.00,1.233650e+02
17350.00,1.168666e+02
17362.00,1.133346e+02
17374.00,1.162626e+02
17386.00,1.234692e+02
17398.00,1.064450e+02
17410.00,1.224083e+02
17422.00,1.112446e+02
17434.00,1.206510e+02
17446.00,1.234780e+02
17458.00,1.160207e+02
17470.00,1.148460e+02
17482.00,1.080825e+02
17494.00,1.205466e+02
17506.00,1.130096e+02
17518.00,1.106332e+02
17530.00,1.070155e+02
17542.00,1.133382e+02
17554.00,1.114948e+02
17566.00,1.015525e+02
17578.00,9.558946e+01
17590.00,1.074209e+02
17602.00,1.021159e+02
17614.00,9.978508e+01
17626.00,1.062542e+02
17638.00,9.437568e+01
17650.00,9.831505e+01
17662.00,8.821077e+01
17674.00,9.374391e+01
17686.00,1.003212e+02
17698.00,9.850355e+01
17710.00,9.227576e+01
17722.00,8.554918e+01
17734.00,8.186661e+01
17746.00,9.130875e+01
17758.00,9.101498e+01
17770.00,8.782742e+01
17782.00,9.594487e+01
17794.00,8.672990e+01
17806.00,8.804686e+01
17818.00,8.264811e+01
17830.00,9.504378e+01
17842.00,9.145617e+01
17854.00,8.835855e+01
17866.00,7.574403e+01
17878.00,7.491927e+01
17890.00,8.422110e+01
17902.00,8.035381e+01
17914.00,9.615340e+01
17926.00,7.714584e+01
17938.00,7.755526e+01
17950.00,8.516335e+01
17962.00,8.121675e+01
17974.00,8.040477e+01
17986.00,8.011528e+01
17998.00,8.020632e+01
18010.00,8.376495e+01
18022.00,7.769632e+01
18034.00,7.982166e+01
18046.00,8.780391e+01
18058.00,7.655494e+01
18070.00,8.345114e+01
18082.00,8.287132e+01
18094.00,8.488469e+01
18106.00,7.894755e+01
18118.00,8.499715e+01
18130.00,8.149851e+01
18142.00,6.981322e+01
18154.00,8.172645e+01
18166.00,7.219619e+01
18178.00,8.960218e+01
18190.00,8.644563e+01
18202.00,7.778683e+01
18214.00,8.061955e+01
18226.00,7.669384e+01
18238.00,8.449855e+01
18250.00,8.367482e+01
18262.00,8.327698e+01
18274.00,7.987353e+01
18286.00,8.443533e+01
18298.00,8.030610e+01
18310.00,7.999407e+01
18322.00,8.726858e+01
18334.00,8.091797e+01
18346.00,7.277935e+01
18358.00,8.399346e+01
18370.00,8.220776e+01
18382.00,7.848755e+01
18394.00,8.619122e+01
18406.00,7.805077e+01
18418.00,7.899041e+01
18430.00,7.189603e+01
18442.00,8.945258e+01
18454.00,8.088659e+01
18466.00,7.754661e+01
18478.00,7.202146e+01
18490.00,7.091724e+01
18502.00,7.199441e+01
18514.00,7.650316e+01
18526.00,7.704305e+01
18538.00,7.983364e+01
18550.00,7.468585e+01
18562.00,7.896678e+01
18574.00,7.744931e+01
18586.00,7.174991e+01
18598.00,7.507885e+01
18610.00,8.274316e+01
18622.00,7.455149e+01
18634.00,7.135022e+01
18646.00,7.611919e+01
18658.00,7.030688e+01
18670.00,7.624942e+01
18682.00,7.778283e+01
18694.00,7.536669e+01
18706.00,7.119740e+01
18718.00,7.020672e+01
18730.00,7.245167e+01
18742.00,7.180046e+01
18754.00,7.547580e+01
18766.00,7.237073e+01
18778.00,7.619029e+01
18790.00,6.717764e+01
18802.00,7.102395e+01
18814.00,6.986493e+01
18826.00,6.826193e+01
18838.00,6.226883e+01
18850.00,6.772538e+01
18862.00,6.341977e+01
18874.00,6.625924e+01
18886.00,7.120659e+01
18898.00,5.811007e+01
18910.00,6.770085e+01
18922.00,7.478186e+01
18934.00,6.142617e+01
18946.00,6.067482e+01
18958.00,6.188387e+01
18970.00,6.567261e+01
18982.00,5.439034e+01
18994.00,5.574422e+01
19006.00,6.381214e+01
19018.00,5.769160e+01
19030.00,5.902516e+01
19042.00,5.412790e+01
19054.00,5.895064e+01
19066.00,5.924004e+01
19078.00,5.978719e+01
19090.00,5.564652e+01
19102.00,6.001773e+01
19114.00,5.825925e+01
19126.00,5.538854e+01
19138.00,5.781750e+01
19150.00,5.649049e+01
19162.00,5.426227e+01
19174.00,5.580101e+01
19186.00,5.190045e+01
19198.00,5.340588e+01
19210.00,4.725046e+01
19222.00,4.977087e+01
19234.00,5.325954e+01
19246.00,5.552200e+01
19258.00,5.005228e+01
19270.00,5.232915e+01
19282.00,4.985980e+01
19294.00,5.329896e+01
19306.00,4.189760e+01
19318.00,4.276395e+01
19330.00,4.825997e+01
19342.00,4.426516e+01
19354.00,4.299771e+01
19366.00,4.682258e+01
19378.00,4.565121e+01
19390.00,4.688361e+01
19402.00,4.429334e+01
19414.00,4.215175e+01
19426.00,3.850163e+01
19438.00,3.963812e+01
19450.00,4.063300e+01
19462.00,4.920838e+01
19474.00,4.411147e+01
19486.00,4.407261e+01
19498.00,3.640609e+01
19510.00,3.947399e+01
19522.00,3.463677e+01
19534.00,4.162007e+01
19546.00,3.847057e+01
19558.00,3.606349e+01
19570.00,2.935894e+01
19582.00,3.564028e+01
19594.00,4.008859e+01
19606.00,3.524647e+01
19618.00,3.286258e+01
19630.00,3.137973e+01
19642.00,3.397118e+01
19654.00,3.281475e+01
19666.00,3.566142e+01
19678.00,3.210285e+01
19690.00,3.355464e+01
19702.00,3.469716e+01
19714.00,2.750598e+01
19726.00,3.302375e+01
19738.00,3.220514e+01
19750.00,2.859269e+01
19762.00,2.617838e+01
19774.00,3.406077e+01
19786.00,3.080990e+01
19798.00,3.126261e+01
19810.00,2.818935e+01
19822.00,2.568733e+01
19834.00,2.771673e+01
19846.00,2.591312e+01
19858.00,2.577130e+01
19870.00,3.318266e+01
19882.00,2.758694e+01
19894.00,2.789843e+01
19906.00,2.885422e+01
19918.00,2.389448e+01
19930.00,2.469791e+01
19942.00,1.780242e+01
19954.00,2.441827e+01
19966.00,2.527518e+01
19978.00,2.424798e+01
19990.00,2.541067e+01
20002.00,2.732933e+01
20014.00,2.417131e+01
20026.00,2.134448e+01
20038.00,1.824640e+01
20050.00,2.218158e+01
20062.00,2.297186e+01
20074.00,2.513060e+01
20086.00,1.885402e+01
20098.00,2.123660e+01
20110.00,2.135505e+01
20122.00,2.493627e+01
20134.00,2.021925e+01
20146.00,1.738161e+01
20158.00,2.649853e+01
20170.00,2.140400e+01
20182.00,2.122311e+01
20194.00,2.273490e+01
20206.00,2.252551e+01
20218.00,1.971509e+01
20230.00,1.998076e+01
20242.00,1.900621e+01
20254.00,1.639510e+01
20266.00,2.033812e+01
20278.00,1.680296e+01
20290.00,1.642557e+01
20302.00,2.052917e+01
20314.00,1.783336e+01
20326.00,1.804270e+01
20338.00,1.408059e+01
20350.00,1.862002e+01
20362.00,1.805858e+01
20374.00,1.961922e+01
20386.00,1.624227e+01
20398.00,1.495420e+01
20410.00,1.436517e+01
20422.00,1.580497e+01
20434.00,1.432888e+01
20446.00,1.719052e+01
20458.00,1.454657e+01
20470.00,1.350270e+01
20482.00,1.459182e+01
20494.00,1.332535e+01
20506.00,1.750578e+01
20518.00,1.309033e+01
20530.00,1.348134e+01
20542.00,1.658849e+01
20554.00,1.392208e+01
20566.00,1.364207e+01
20578.00,1.691075e+01
20590.00,1.375196e+01
20602.00,1.409807e+01
20614.00,1.104108e+01
20626.00,1.418100e+01
20638.00,1.063621e+01
20650.00,1.632071e+01
20662.00,1.223168e+01
20674.00,1.436389e+01
20686.00,1.369592e+01
20698.00,1.233857e+01
20710.00,1.415041e+01
20722.00,1.365690e+01
20734.00,1.327404e+01
20746.00,1.323975e+01
20758.00,1.156420e+01
20770.00,8.819419e+00
20782.00,1.046512e+01
20794.00,1.245387e+01
20806.00,1.626903e+01
20818.00,9.053528e+00
20830.00,1.188081e+01
20842.00,1.388221e+01
20854.00,1.272312e+01
20866.00,1.170854e+01
20878.00,1.348735e+01
20890.00,1.334234e+01
20902.00,8.655049e+00
20914.00,1.292318e+01
20926.00,9.104145e+00
20938.00,1.044159e+01
20950.00,8.204234e+00
20962.00,1.169774e+01
20974.00,1.215890e+01
20986.00,1.054299e+01
20998.00,1.205073e+01
21010.00,1.100707e+01
21022.00,9.716374e+00
21034.00,9.154241e+00
21046.00,1.004607e+01
21058.00,1.023559e+01
21070.00,9.010536e+00
21082.00,1.235740e+01
21094.00,1.085154e+01
21106.00,1.405830e+01
21118.00,1.108426e+01
21130.00,1.182255e+01
21142.00,1.299014e+01
21154.00,1.451302e+01
21166.00,1.048516e+01
21178.00,1.050406e+01
21190.00,1.092436e+01
21202.00,1.220632e+01
21214.00,1.184652e+01
21226.00,9.524891e+00
21238.00,1.183402e+01
21250.00,1.016428e+01
21262.00,1.158530e+01
21274.00,1.108777e+01
21286.00,1.115677e+01
21298.00,1.097260e+01
21310.00,1.223503e+01
21322.00,1.098804e+01
21334.00,9.968876e+00
21346.00,1.041274e+01
21358.00,1.239852e+01
21370.00,1.197088e+01
21382.00,1.312364e+01
21394.00,1.156038e+01
21406.00,1.154077e+01
21418.00,8.411498e+00
21430.00,1.042434e+01
21442.00,1.036163e+01
21454.00,1.079559e+01
21466.00,1.015201e+01
21478.00,8.388728e+00
21490.00,1.238476e+01
21502.00,6.658605e+00
21514.00,1.180422e+01
21526.00,8.454553e+00
21538.00,8.844551e+00
21550.00,1.150373e+01
21562.00,1.275686e+01
21574.00,8.806790e+00
21586.00,9.915912e+00
21598.00,9.518095e+00
21610.00,1.018301e+01
21622.00,9.225732e+00
21634.00,8.876176e+00
21646.00,6.915750e+00
21658.00,8.374148e+00
21670.00,8.578738e+00
21682.00,7.172381e+00
21694.00,6.997982e+00
21706.00,8.637494e+00
21718.00,8.653741e+00
21730.00,7.611621e+00
21742.00,6.927051e+00
21754.00,7.482930e+00
21766.00,6.969208e+00
21778.00,5.828125e+00
21790.00,5.758860e+00
21802.00,6.272140e+00
21814.00,7.303326e+00
21826.00,7.030864e+00
21838.00,1.044748e+01
21850.00,8.917471e+00
21862.00,6.113151e+00
21874.00,9.824983e+00
21886.00,7.864798e+00
21898.00,8.038153e+00
21910.00,5.751257e+00
21922.00,5.431852e+00
21934.00,5.314669e+00
21946.00,7.150436e+00
21958.00,7.371752e+00
21970.00,6.104874e+00
21982.00,7.195034e+00
21994.00,5.199924e+00
22006.00,3.539053e+00
22018.00,6.367137e+00
22030.00,6.585391e+00
22042.00,5.342652e+00
22054.00,6.181369e+00
22066.00,5.892491e+00
22078.00,5.012830e+00
22090.00,5.740778e+00
22102.00,6.336326e+00
22114.00,2.745140e+00
22126.00,3.717601e+00
22138.00,4.645335e+00
22150.00,4.989240e+00
22162.00,5.489410e+00
22174.00,4.141038e+00
22186.00,3.762855e+00
22198.00,4.115485e+00
22210.00,3.051674e+00
22222.00,5.527378e+00
22234.00,4.245021e+00
22246.00,4.883109e+00
22258.00,4.581637e+00
22270.00,4.066228e+00
22282.00,3.723489e+00
22294.00,3.567451e+00
22306.00,3.164347e+00
22318.00,2.626910e+00
22330.00,4.445979e+00
22342.00,3.348323e+00
22354.00,3.787356e+00
22366.00,2.508796e+00
22378.00,2.782435e+00
22390.00,4.606828e+00
22402.00,1.729878e+00
22414.00,5.224027e+00
22426.00,2.344139e+00
22438.00,2.118411e+00
22450.00,3.303840e+00
22462.00,3.398637e+00
22474.00,5.719068e+00
22486.00,2.266912e+00
22498.00,2.780016e+00
22510.00,2.045254e+00
22522.00,3.796012e+00
22534.00,2.796271e+00
22546.00,1.286600e+00
22558.00,2.983675e+00
22570.00,1.757048e+00
22582.00,1.271588e+00
22594.00,1.707362e+00
22606.00,2.559570e+00
22618.00,2.018247e+00
22630.00,1.107842e+00
22642.00,1.965526e+00
22654.00,3.031280e+00
22666.00,2.354932e+00
22678.00,1.911171e+00
22690.00,1.797415e+00
22702.00,2.748880e+00
22714.00,1.036028e+00
22726.00,1.756106e+00
22738.00,2.379440e+00
22750.00,2.197955e+00
22762.00,1.259125e+00
22774.00,1.174826e+00
22786.00,8.953015e-01
22798.00,5.476863e-01
22810.00,1.467447e+00
22822.00,3.032303e+00
22834.00,1.365012e+00
22846.00,7.793497e-01
22858.00,7.324829e-01
22870.00,1.829424e+00
22882.00,4.511966e-01
22894.00,1.287406e+00
22906.00,2.432489e+00
22918.00,1.231867e+00
22930.00,4.160073e-01
22942.00,3.272994e+00
22954.00,1.614167e+00
22966.00,1.172100e+00
22978.00,4.364319e-01
22990.00,7.090854e-01
23002.00,8.195874e-01
23014.00,4.410556e-01
23026.00,1.001466e+00
23038.00,8.552471e-01
23050.00,8.141620e-01
23062.00,7.053509e-01
23074.00,4.710247e-01
23086.00,1.832167e-01
23098.00,5.683170e-01
23110.00,4.825326e-01
23122.00,4.266499e-01
23134.00,5.958368e-01
23146.00,2.162563e+00
23158.00,1.012806e+00
23170.00,8.023435e-01
23182.00,1.539848e+00
23194.00,7.602071e-01
23206.00,1.644823e+00
23218.00,2.819338e-01
23230.00,4.440926e-01
23242.00,2.419087e+00
23254.00,1.246931e+00
23266.00,5.301469e-01
23278.00,1.139826e+00
23290.00,6.987013e-01
23302.00,6.100340e-01
23314.00,5.573501e-01
23326.00,2.899408e-01
23338.00,1.375078e+00
23350.00,1.252648e+00
23362.00,7.008550e-01
23374.00,3.898938e-01
23386.00,8.525158e-01
23398.00,3.226994e-01
23410.00,2.858921e-02
23422.00,1.228408e+00
23434.00,5.479635e-01
23446.00,1.036582e+00
23458.00,3.864371e-01
23470.00,1.960463e-01
23482.00,9.940676e-01
23494.00,6.198508e-01
23506.00,1.635364e+00
23518.00,1.335286e-01
23530.00,3.405724e-01
23542.00,2.382600e+00
23554.00,3.880382e-01
23566.00,2.275708e-01
23578.00,9.764459e-02
23590.00,4.040838e-01
23602.00,1.690139e-01
23614.00,1.164950e+00
23626.00,8.946219e-01
23638.00,9.626909e-01
23650.00,6.575728e-01
23662.00,1.115774e+00
23674.00,6.207672e-01
23686.00,9.196982e-01
23698.00,5.003338e-01
23710.00,2.222497e-01
23722.00,8.665380e-01
23734.00,7.151382e-02
23746.00,3.168528e-01
23758.00,1.151970e+00
23770.00,2.403668e-01
23782.00,1.302285e+00
23794.00,1.433895e+00
23806.00,8.063815e-01
23818.00,1.501690e+00
23830.00,1.305826e-01
23842.00,4.414662e-01
23854.00,8.587080e-01
23866.00,7.149829e-01
23878.00,8.491607e-01
23890.00,7.904473e-01
23902.00,5.759292e-01
23914.00,9.830197e-01
23926.00,4.718375e-01
23938.00,1.636371e+00
23950.00,6.671658e-01
23962.00,4.383194e-01
23974.00,1.029948e+00
23986.00,1.161268e+00
23998.00,1.228809e+00
24010.00,7.850314e-01
24022.00,5.090398e-01
24034.00,1.301528e+00
24046.00,8.897823e-02
24058.00,9.607283e-01
24070.00,1.604078e+00
24082.00,1.017601e+00
24094.00,1.173524e+00
24106.00,2.582963e-01
24118.00,5.876195e-01
24130.00,9.794600e-01
24142.00,6.513635e-01
24154.00,2.713828e-01
24166.00,6.539673e-01
24178.00,9.665476e-01
24190.00,7.247669e-01
24202.00,1.320383e+00
24214.00,1.830005e+00
24226.00,8.625325e-01
24238.00,1.263460e+00
24250.00,1.011516e+00
24262.00,9.118258e-01
24274.00,6.028450e-01
24286.00,1.581813e+00
24298.00,1.358987e+00
24310.00,3.804472e-01
24322.00,4.690089e-01
24334.00,4.977075e-01
24346.00,1.236499e+00
24358.00,6.680542e-01
24370.00,1.089731e+00
24382.00,8.212452e-01
24394.00,1.451672e+00
24406.00,3.828163e-01
24418.00,6.733590e-01
24430.00,1.081116e+00
24442.00,7.946433e-01
24454.00,5.960255e-01
24466.00,2.475413e-01
24478.00,1.086426e+00
24490.00,7.275173e-01
24502.00,4.561767e-01
24514.00,6.291654e-01
24526.00,9.739334e-01
24538.00,9.728456e-01
24550.00,8.538451e-01
24562.00,9.139010e-01
24574.00,7.945018e-01
24586.00,1.060337e+00
24598.00,1.044061e+00
24610.00,1.022552e+00
24622.00,8.479353e-01
24634.00,1.678690e+00
24646.00,1.369223e+00
24658.00,1.234043e+00
24670.00,3.870650e-01
24682.00,1.445493e+00
24694.00,1.632471e+00
24706.00,6.397572e-01
24718.00,9.812699e-01
24730.00,8.269235e-01
24742.00,9.115258e-01
24754.00,3.584685e-01
24766.00,2.666709e+00
24778.00,1.025806e+00
24790.00,7.816170e-01
24802.00,3.936451e-01
24814.00,1.926754e+00
24826.00,5.068575e-01
24838.00,1.646619e+00
24850.00,9.853962e-01
24862.00,1.696573e+00
24874.00,9.101532e-01
24886.00,5.362696e-01
24898.00,8.730117e-01
24910.00,2.225206e+00
24922.00,9.160412e-01
24934.00,1.792590e+00
24946.00,1.385934e+00
24958.00,1.000730e+00
24970.00,5.758990e-01
24982.00,1.304583e+00
24994.00,5.756687e-01
