wavelength_angstrom,flux_erg_s_cm2_angstrom,error
1.663262e+03,1.842841e-14,2.217511e-14
1.664632e+03,2.501568e-14,1.995125e-14
1.666002e+03,-1.277764e-14,1.867241e-14
1.667373e+03,1.275871e-14,1.819085e-14
1.668743e+03,4.855732e-15,1.793211e-14
1.670114e+03,-1.974478e-15,1.691558e-14
1.671484e+03,1.613933e-14,1.680526e-14
1.672855e+03,2.307623e-14,1.645281e-14
1.674225e+03,3.970420e-14,2.668020e-14
1.675596e+03,1.625054e-15,1.515769e-14
1.676966e+03,2.309405e-14,1.497965e-14
1.678337e+03,2.532134e-14,1.434030e-14
1.679707e+03,3.530632e-14,1.519752e-14
1.681078e+03,-1.489418e-14,1.257152e-14
1.682448e+03,-1.337442e-14,1.422490e-14
1.683819e+03,5.718689e-15,1.320736e-14
1.685189e+03,3.848729e-14,1.680387e-14
1.686560e+03,1.116947e-12,6.332179e-14
1.687931e+03,7.495644e-14,3.583772e-14
1.689301e+03,1.759066e-14,1.095669e-14
1.690672e+03,4.981915e-15,1.063711e-14
1.692043e+03,3.410397e-14,1.151029e-14
1.693413e+03,1.153645e-14,1.180825e-14
1.694784e+03,1.026049e-14,9.857720e-15
1.696155e+03,3.088763e-15,1.024582e-14
1.697525e+03,2.929923e-14,1.001659e-14
1.698896e+03,2.256291e-14,1.414141e-14
1.700267e+03,9.503018e-15,8.993809e-15
1.701638e+03,2.989234e-14,9.364522e-15
1.703009e+03,2.706425e-14,9.241546e-15
1.704379e+03,2.293139e-14,8.769463e-15
1.705750e+03,1.843110e-15,8.229423e-15
1.707121e+03,7.996603e-15,8.095707e-15
1.708492e+03,3.988978e-15,7.963346e-15
1.709863e+03,2.189292e-14,8.431748e-15
1.711234e+03,3.352188e-14,9.037510e-15
1.712604e+03,-1.522142e-14,9.844069e-15
1.713975e+03,-1.789574e-15,7.976818e-15
1.715346e+03,2.659619e-14,8.574442e-15
1.716717e+03,-4.081101e-15,8.678971e-15
1.718088e+03,2.280054e-14,8.270987e-15
1.719459e+03,1.050039e-14,7.279132e-15
1.720830e+03,1.095037e-14,7.662668e-15
1.722201e+03,8.238486e-14,1.890252e-14
1.723572e+03,5.900064e-15,6.755015e-15
1.724943e+03,2.096054e-14,7.251655e-15
1.726314e+03,2.265762e-14,7.128875e-15
1.727685e+03,-9.478429e-15,1.670609e-14
1.729056e+03,1.329610e-14,6.554660e-15
1.730427e+03,6.243322e-15,6.243111e-15
1.731798e+03,-5.495473e-15,6.776046e-15
1.733169e+03,5.727699e-15,6.067641e-15
1.734540e+03,5.338670e-15,6.064059e-15
1.735912e+03,-2.816795e-15,5.865060e-15
1.737283e+03,1.830616e-14,6.402847e-15
1.738654e+03,-7.109884e-15,6.396031e-15
1.740025e+03,9.827397e-15,6.142914e-15
1.741396e+03,1.596265e-14,6.026797e-15
1.742767e+03,2.541587e-16,5.457027e-15
1.744138e+03,6.975782e-15,5.754175e-15
1.745510e+03,4.446788e-15,5.609026e-15
1.746881e+03,1.111102e-14,5.593356e-15
1.748252e+03,-2.197106e-15,5.285576e-15
1.749623e+03,1.306572e-14,5.594518e-15
1.750995e+03,1.719576e-14,5.580292e-15
1.752366e+03,-1.131300e-15,5.288318e-15
1.753737e+03,8.593556e-15,5.622606e-15
1.755108e+03,9.266314e-15,5.206443e-15
1.756480e+03,1.525270e-14,5.657607e-15
1.757851e+03,1.469429e-14,5.346575e-15
1.759222e+03,-1.456806e-15,5.242527e-15
1.760594e+03,6.537386e-15,4.868664e-15
1.761965e+03,1.788412e-14,5.205311e-15
1.763337e+03,4.923256e-15,5.931767e-15
1.764708e+03,2.022428e-15,4.747490e-15
1.766079e+03,2.978015e-15,6.295110e-15
1.767451e+03,1.010212e-14,5.337803e-15
1.768822e+03,3.069100e-15,4.478098e-15
1.770194e+03,7.811030e-15,4.636612e-15
1.771565e+03,8.470152e-15,4.618196e-15
1.772937e+03,1.078793e-15,4.568545e-15
1.774308e+03,8.554642e-15,4.628448e-15
1.775679e+03,2.970579e-15,4.708383e-15
1.777051e+03,1.072432e-14,7.075105e-15
1.778423e+03,1.790138e-14,4.712483e-15
1.779794e+03,7.074064e-15,4.294704e-15
1.781166e+03,7.297677e-15,4.296839e-15
1.782537e+03,5.331358e-15,4.177379e-15
1.783909e+03,4.078389e-15,4.562246e-15
1.785280e+03,1.657239e-14,4.386614e-15
1.786652e+03,8.821525e-15,4.406187e-15
1.788023e+03,2.936124e-15,4.315098e-15
1.789395e+03,1.075679e-14,1.123940e-14
1.790767e+03,1.044346e-14,5.245853e-15
1.792138e+03,7.912164e-15,4.323858e-15
1.793510e+03,1.589501e-15,4.108115e-15
1.794882e+03,8.237940e-15,3.914455e-15
1.796253e+03,-1.425870e-15,4.092222e-15
1.797625e+03,6.873922e-15,3.905298e-15
1.798997e+03,6.628423e-15,4.320089e-15
1.800368e+03,1.778423e-15,4.138673e-15
1.801740e+03,3.276840e-15,3.673855e-15
1.803112e+03,8.380214e-15,3.905690e-15
1.804484e+03,1.184333e-14,3.794978e-15
1.805855e+03,5.710377e-15,3.888644e-15
1.807227e+03,9.701289e-15,4.106077e-15
1.808599e+03,1.414689e-14,4.149092e-15
1.809971e+03,7.165677e-15,3.537116e-15
1.811342e+03,8.243895e-15,3.541402e-15
1.812714e+03,1.631613e-14,4.855443e-15
1.814086e+03,1.152144e-14,3.605179e-15
1.815458e+03,5.478970e-15,3.393075e-15
1.816830e+03,9.478512e-15,3.552952e-15
1.818202e+03,1.396423e-14,3.580147e-15
1.819573e+03,6.901043e-15,3.393773e-15
1.820945e+03,4.433583e-15,3.331834e-15
1.822317e+03,3.985793e-14,1.025658e-14
1.823689e+03,1.257503e-14,3.673711e-15
1.825061e+03,1.031829e-14,3.339533e-15
1.826433e+03,6.256360e-15,3.439155e-15
1.827805e+03,6.288103e-15,4.553024e-15
1.829177e+03,6.561634e-15,3.215743e-15
1.830549e+03,1.073271e-14,3.323833e-15
1.831921e+03,9.036677e-15,3.212283e-15
1.833293e+03,1.022658e-14,3.208617e-15
1.834665e+03,2.295370e-15,3.004511e-15
1.836037e+03,7.566952e-15,4.278190e-15
1.837409e+03,1.291192e-14,3.230288e-15
1.838781e+03,1.025405e-14,4.402992e-15
1.840153e+03,1.300688e-14,3.394350e-15
1.841525e+03,8.872723e-15,3.002946e-15
1.842897e+03,1.058437e-14,3.057829e-15
1.844269e+03,7.478163e-15,3.088240e-15
1.845641e+03,1.032984e-14,3.037314e-15
1.847013e+03,1.665491e-14,3.554845e-15
1.848385e+03,8.465822e-15,2.916137e-15
1.849757e+03,9.563647e-15,2.910795e-15
1.851130e+03,1.228142e-14,3.122732e-15
1.852502e+03,8.238768e-15,2.938957e-15
1.853874e+03,9.777389e-15,2.844308e-15
1.855246e+03,1.265529e-14,3.144752e-15
1.856618e+03,1.208532e-14,2.913794e-15
1.857990e+03,6.680256e-15,2.769525e-15
1.859363e+03,8.552308e-15,2.813879e-15
1.860735e+03,1.072610e-14,3.000132e-15
1.862107e+03,1.447190e-14,2.913959e-15
1.863479e+03,7.137075e-15,2.819909e-15
1.864851e+03,3.762202e-15,2.724776e-15
1.866224e+03,1.149350e-14,2.989297e-15
1.867596e+03,8.930240e-15,2.669295e-15
1.868968e+03,9.657897e-15,2.678163e-15
1.870340e+03,8.837997e-15,2.659420e-15
1.871713e+03,9.693282e-15,2.640144e-15
1.873085e+03,1.141382e-14,2.668383e-15
1.874457e+03,1.330866e-14,2.745696e-15
1.875830e+03,1.519110e-14,2.756660e-15
1.877202e+03,6.137430e-15,2.472434e-15
