wavelength_angstrom,flux_erg_s_cm2_angstrom,error
1.663206e+03,3.227475e-14,2.058416e-14
1.664577e+03,1.308413e-14,2.001057e-14
1.665947e+03,1.527853e-14,1.904667e-14
1.667317e+03,6.960432e-14,1.956221e-14
1.668688e+03,3.339308e-14,1.769224e-14
1.670058e+03,3.431990e-14,1.926602e-14
1.671429e+03,5.526652e-14,1.743196e-14
1.672799e+03,5.721975e-14,1.685720e-14
1.674169e+03,2.127198e-14,1.635266e-14
1.675540e+03,1.983250e-14,1.717405e-14
1.676910e+03,1.495652e-14,1.557410e-14
1.678281e+03,1.013932e-14,1.480016e-14
1.679651e+03,2.941879e-14,1.465387e-14
1.681022e+03,3.213284e-14,1.335399e-14
1.682393e+03,-2.829850e-15,1.239290e-14
1.683763e+03,-3.136887e-14,1.930403e-14
1.685134e+03,2.024935e-14,1.401733e-14
1.686504e+03,1.831138e-12,8.654354e-14
1.687875e+03,-1.084381e-14,1.049345e-14
1.689246e+03,1.390589e-14,1.105107e-14
1.690616e+03,2.137486e-14,1.096091e-14
1.691987e+03,-2.587906e-14,1.567199e-14
1.693357e+03,2.359139e-14,1.035428e-14
1.694728e+03,1.959911e-14,1.006951e-14
1.696099e+03,1.572588e-14,9.950140e-15
1.697470e+03,-7.181701e-17,1.205564e-14
1.698840e+03,2.990517e-14,9.808271e-15
1.700211e+03,1.105269e-14,8.964487e-15
1.701582e+03,1.532031e-14,9.244271e-15
1.702953e+03,2.822304e-14,9.149563e-15
1.704323e+03,4.958267e-15,9.117350e-15
1.705694e+03,1.268623e-14,8.415093e-15
1.707065e+03,4.112681e-15,7.985085e-15
1.708436e+03,3.576487e-15,7.893193e-15
1.709807e+03,4.030351e-14,9.065682e-15
1.711177e+03,-1.701999e-16,2.341660e-14
1.712548e+03,4.280538e-15,7.697071e-15
1.713919e+03,1.091771e-14,7.948406e-15
1.715290e+03,3.425656e-15,7.721379e-15
1.716661e+03,-4.939689e-15,7.087948e-15
1.718032e+03,-1.452501e-14,7.861056e-15
1.719403e+03,1.123772e-14,7.212807e-15
1.720774e+03,1.846030e-14,7.614275e-15
1.722145e+03,-2.858372e-15,2.321961e-14
1.723516e+03,1.503965e-14,6.954886e-15
1.724887e+03,2.124784e-14,7.158286e-15
1.726258e+03,1.018010e-14,6.687484e-15
1.727629e+03,1.443160e-14,6.734460e-15
1.729000e+03,8.118141e-15,6.450980e-15
1.730371e+03,9.710725e-15,6.483780e-15
1.731742e+03,-3.298075e-15,6.072085e-15
1.733113e+03,1.704964e-14,6.719170e-15
1.734484e+03,1.540639e-14,6.285611e-15
1.735855e+03,2.065871e-14,6.402319e-15
1.737226e+03,1.664750e-15,5.882390e-15
1.738597e+03,9.629785e-15,5.945083e-15
1.739969e+03,-1.906227e-15,6.105312e-15
1.741340e+03,2.015706e-14,6.280394e-15
1.742711e+03,5.614357e-15,5.622841e-15
1.744082e+03,2.289199e-14,6.287687e-15
1.745453e+03,1.178622e-14,5.749938e-15
1.746824e+03,8.919729e-15,5.801144e-15
1.748196e+03,-2.190356e-15,7.816569e-15
1.749567e+03,1.227467e-14,5.529642e-15
1.750938e+03,9.370488e-15,5.747301e-15
1.752309e+03,8.446454e-15,7.274753e-15
1.753681e+03,1.227754e-14,5.722484e-15
1.755052e+03,1.264155e-14,5.343290e-15
1.756423e+03,-6.466783e-15,1.181977e-14
1.757794e+03,-2.703757e-16,4.886690e-15
1.759166e+03,2.329521e-15,4.971302e-15
1.760537e+03,2.135229e-15,5.287698e-15
1.761908e+03,2.310241e-15,1.197566e-14
1.763280e+03,1.793746e-14,8.991064e-15
1.764651e+03,1.662376e-14,5.313541e-15
1.766023e+03,7.626187e-15,4.848374e-15
1.767394e+03,8.269337e-15,4.709700e-15
1.768765e+03,-5.420310e-15,5.456847e-15
1.770137e+03,7.524689e-15,4.696507e-15
1.771508e+03,4.578747e-15,4.446354e-15
1.772880e+03,8.202813e-15,4.588462e-15
1.774251e+03,1.132616e-15,4.346378e-15
1.775623e+03,3.541846e-15,4.427714e-15
1.776994e+03,1.931367e-15,1.093239e-14
1.778366e+03,-9.836871e-15,5.664188e-15
1.779737e+03,-4.103772e-17,4.095866e-15
1.781109e+03,3.453406e-15,4.395739e-15
1.782480e+03,1.512558e-14,4.975432e-15
1.783852e+03,8.200964e-15,4.203359e-15
1.785223e+03,1.289357e-15,4.388113e-15
1.786595e+03,-4.614604e-15,5.357392e-15
1.787966e+03,5.551143e-15,4.010903e-15
1.789338e+03,1.299781e-14,4.408833e-15
1.790710e+03,6.944345e-15,4.143861e-15
1.792081e+03,8.084790e-15,4.006944e-15
1.793453e+03,1.460983e-14,4.213759e-15
1.794825e+03,1.936979e-15,3.827767e-15
1.796196e+03,9.718376e-15,3.987868e-15
1.797568e+03,1.075055e-14,3.948861e-15
1.798940e+03,6.789925e-15,3.822284e-15
1.800311e+03,4.148161e-15,3.619533e-15
1.801683e+03,1.102290e-14,3.817941e-15
1.803055e+03,6.365526e-15,3.615039e-15
1.804426e+03,4.672374e-15,4.030341e-15
1.805798e+03,1.147210e-14,4.067662e-15
1.807170e+03,8.241187e-15,3.964504e-15
1.808542e+03,8.574533e-15,3.849821e-15
1.809913e+03,5.192689e-15,4.243999e-15
1.811285e+03,1.559898e-14,3.844590e-15
1.812657e+03,6.277863e-15,6.260360e-15
1.814029e+03,4.924979e-15,3.508831e-15
1.815401e+03,1.210517e-14,3.536453e-15
1.816772e+03,8.180142e-15,3.650941e-15
1.818144e+03,9.642571e-15,3.537307e-15
1.819516e+03,1.178309e-14,4.663815e-15
1.820888e+03,2.444950e-15,3.234276e-15
1.822260e+03,1.446346e-14,3.489936e-15
1.823632e+03,-5.642073e-15,5.583828e-15
1.825004e+03,1.102779e-14,3.334180e-15
1.826376e+03,1.602097e-14,3.526404e-15
1.827748e+03,5.257102e-15,3.548897e-15
1.829119e+03,1.753194e-15,3.298046e-15
1.830491e+03,1.671860e-14,3.450826e-15
1.831863e+03,8.632445e-15,5.135346e-15
1.833235e+03,1.248379e-14,3.333031e-15
1.834607e+03,9.699210e-15,3.217645e-15
1.835979e+03,1.071149e-14,3.510942e-15
1.837351e+03,7.525967e-15,3.102286e-15
1.838723e+03,8.209729e-15,3.171434e-15
1.840095e+03,-4.733502e-15,8.083402e-15
1.841467e+03,4.366394e-15,2.855523e-15
1.842839e+03,1.396543e-15,3.089617e-15
1.844211e+03,1.330375e-14,3.202757e-15
1.845584e+03,8.615289e-15,2.989378e-15
1.846956e+03,1.558947e-14,5.279736e-15
1.848328e+03,1.301045e-14,3.081854e-15
1.849700e+03,1.262057e-14,2.975102e-15
1.851072e+03,7.131420e-15,3.195857e-15
1.852444e+03,6.726104e-15,3.632400e-15
1.853816e+03,1.117118e-14,2.958741e-15
1.855188e+03,3.749787e-15,4.590305e-15
1.856560e+03,1.708439e-14,3.345187e-15
1.857933e+03,6.755194e-15,2.722548e-15
1.859305e+03,1.354407e-14,2.852974e-15
1.860677e+03,8.255266e-15,2.800585e-15
1.862049e+03,7.492490e-15,2.817928e-15
1.863421e+03,1.237350e-14,2.989037e-15
1.864794e+03,4.565513e-15,2.613412e-15
1.866166e+03,8.423532e-15,2.706943e-15
1.867538e+03,1.448886e-14,2.776119e-15
1.868910e+03,9.015266e-15,2.632779e-15
1.870283e+03,1.128401e-14,2.865808e-15
1.871655e+03,1.750094e-14,2.906573e-15
1.873027e+03,7.898967e-15,2.566015e-15
1.874399e+03,1.160609e-14,2.697984e-15
1.875772e+03,8.879999e-15,3.608819e-15
1.877144e+03,1.351932e-14,2.729474e-15
1.878516e+03,5.899946e-15,3.393386e-15
1.879889e+03,9.914080e-15,2.561901e-15
1.881261e+03,1.399366e-14,2.866202e-15
1.882633e+03,-4.748962e-15,6.386469e-15
1.884006e+03,1.279133e-14,2.852680e-15
1.885378e+03,1.191049e-14,2.579888e-15
1.886750e+03,1.395485e-14,2.598514e-15
1.888123e+03,1.279745e-14,2.837315e-15
1.889495e+03,1.815233e-14,2.630785e-15
1.890868e+03,1.197183e-14,2.477118e-15
1.892240e+03,1.879330e-14,2.674611e-15
1.893612e+03,1.075377e-14,2.600535e-15
