wavelength_angstrom,flux_erg_s_cm2_angstrom,error
2.889466e+03,2.028119e-13,4.332191e-14
2.892211e+03,1.807379e-13,3.418265e-14
2.894956e+03,2.691069e-13,3.115570e-14
2.897700e+03,2.874953e-13,2.800159e-14
2.900445e+03,3.022568e-13,2.566884e-14
2.903190e+03,3.979096e-13,2.532465e-14
2.905935e+03,3.830954e-13,2.309253e-14
2.908680e+03,3.707271e-13,2.118142e-14
2.911425e+03,4.038759e-13,2.128321e-14
2.914170e+03,4.218761e-13,1.911380e-14
2.916915e+03,4.126925e-13,1.767337e-14
2.919660e+03,3.869052e-13,1.602774e-14
2.922405e+03,4.060578e-13,1.526632e-14
2.925150e+03,3.888691e-13,1.386984e-14
2.927895e+03,4.160033e-13,1.334491e-14
2.930640e+03,4.330574e-13,1.248961e-14
2.933385e+03,4.436738e-13,1.182293e-14
2.936131e+03,4.533968e-13,1.106993e-14
2.938876e+03,4.504952e-13,1.176717e-14
2.941621e+03,4.384593e-13,9.362453e-15
2.944366e+03,4.604602e-13,8.994258e-15
2.947111e+03,4.674464e-13,8.539392e-15
2.949857e+03,4.733995e-13,8.127430e-15
2.952602e+03,4.946904e-13,7.871909e-15
2.955347e+03,5.063663e-13,7.573920e-15
2.958092e+03,5.163823e-13,7.314257e-15
2.960838e+03,5.295254e-13,7.189068e-15
2.963583e+03,5.255229e-13,6.846171e-15
2.966329e+03,5.495034e-13,6.772308e-15
2.969074e+03,5.686322e-13,6.719058e-15
2.971819e+03,5.745845e-13,6.567612e-15
2.974565e+03,5.661522e-13,6.410470e-15
2.977310e+03,5.834976e-13,6.400042e-15
2.980056e+03,5.815346e-13,6.310485e-15
2.982801e+03,5.583389e-13,6.118132e-15
2.985547e+03,5.452083e-13,5.992984e-15
2.988292e+03,5.378733e-13,5.915967e-15
2.991038e+03,5.222287e-13,5.775022e-15
2.993783e+03,5.010306e-13,5.626447e-15
2.996529e+03,4.900691e-13,5.526427e-15
2.999275e+03,4.700376e-13,5.365434e-15
3.002020e+03,4.704940e-13,5.335930e-15
3.004766e+03,4.556239e-13,5.232752e-15
3.007512e+03,4.527635e-13,5.195324e-15
3.010257e+03,4.329443e-13,5.009072e-15
3.013003e+03,4.360119e-13,5.001394e-15
3.015749e+03,4.390054e-13,4.968302e-15
3.018495e+03,4.353430e-13,5.023692e-15
3.021240e+03,4.317388e-13,4.849542e-15
3.023986e+03,4.314758e-13,4.786185e-15
