wavelength_angstrom,flux_erg_s_cm2_angstrom,error
1.663406e+03,4.548707e-14,2.154927e-14
1.664777e+03,4.606710e-14,1.933987e-14
1.666147e+03,3.027090e-14,1.855046e-14
1.667518e+03,3.928809e-14,1.767618e-14
1.668888e+03,5.234499e-14,1.760858e-14
1.670258e+03,5.489453e-14,1.741690e-14
1.671629e+03,2.663265e-14,1.596257e-14
1.672999e+03,5.145110e-15,1.495719e-14
1.674370e+03,4.115357e-14,2.418912e-14
1.675740e+03,3.942550e-14,1.509209e-14
1.677111e+03,2.818917e-14,1.425988e-14
1.678481e+03,4.189186e-14,1.384412e-14
1.679852e+03,2.229140e-14,1.478498e-14
1.681222e+03,3.705598e-14,1.320104e-14
1.682593e+03,2.822906e-14,1.400260e-14
1.683963e+03,4.972317e-14,1.265835e-14
1.685334e+03,4.715516e-14,1.517344e-14
1.686705e+03,8.191347e-14,1.648437e-14
1.688075e+03,1.626895e-13,4.532421e-14
1.689446e+03,4.327701e-14,1.090309e-14
1.690817e+03,1.207680e-14,1.007540e-14
1.692187e+03,2.772766e-14,1.052399e-14
1.693558e+03,3.112509e-14,1.059342e-14
1.694929e+03,3.532630e-14,9.851004e-15
1.696299e+03,1.133537e-14,9.213072e-15
1.697670e+03,3.578359e-14,9.580585e-15
1.699041e+03,2.505402e-14,1.338049e-14
1.700411e+03,1.129931e-14,8.502202e-15
1.701782e+03,8.183723e-15,8.205115e-15
1.703153e+03,3.193744e-14,8.856557e-15
1.704524e+03,3.199111e-14,8.497622e-15
1.705895e+03,1.620853e-14,7.968835e-15
1.707265e+03,3.162244e-14,8.314699e-15
1.708636e+03,2.878688e-14,8.147453e-15
1.710007e+03,1.646823e-14,7.782328e-15
1.711378e+03,2.054842e-14,8.146311e-15
1.712749e+03,2.749194e-14,1.162194e-14
1.714120e+03,1.931732e-14,7.622364e-15
1.715491e+03,1.859333e-14,7.451350e-15
1.716862e+03,1.783746e-14,7.633735e-15
1.718232e+03,1.015636e-14,7.304810e-15
1.719603e+03,1.171953e-14,6.867235e-15
1.720974e+03,1.081421e-14,6.855549e-15
1.722345e+03,8.325050e-14,1.814669e-14
1.723716e+03,7.386695e-15,6.399239e-15
1.725087e+03,1.172472e-14,6.603671e-15
1.726458e+03,4.263493e-14,7.363353e-15
1.727829e+03,7.266082e-14,1.819956e-14
1.729200e+03,1.326876e-14,6.227919e-15
1.730571e+03,1.621921e-14,6.169629e-15
1.731942e+03,1.970595e-14,6.305657e-15
1.733314e+03,1.346125e-14,5.936675e-15
1.734685e+03,1.142190e-14,5.832722e-15
1.736056e+03,2.260466e-14,6.181654e-15
1.737427e+03,4.043632e-15,6.035440e-15
1.738798e+03,9.671034e-15,7.442155e-15
1.740169e+03,2.393298e-14,6.123245e-15
1.741540e+03,2.107656e-14,5.862427e-15
1.742911e+03,1.071079e-14,5.438230e-15
1.744283e+03,2.029111e-14,5.851094e-15
1.745654e+03,1.881127e-14,5.533776e-15
1.747025e+03,1.666745e-14,5.399877e-15
1.748396e+03,9.782975e-15,5.357134e-15
1.749767e+03,1.517108e-14,5.315157e-15
1.751139e+03,1.730545e-14,5.328860e-15
1.752510e+03,1.209957e-14,5.235694e-15
1.753881e+03,1.299107e-14,5.058258e-15
1.755253e+03,1.457663e-14,5.101373e-15
1.756624e+03,1.613248e-14,5.139809e-15
1.757995e+03,4.774659e-15,4.842779e-15
1.759367e+03,2.085762e-14,5.478929e-15
1.760738e+03,2.236306e-14,5.824660e-15
1.762109e+03,1.718673e-14,4.877498e-15
1.763481e+03,2.030466e-14,5.637980e-15
1.764852e+03,2.538570e-14,5.103439e-15
1.766223e+03,1.244242e-14,5.598935e-15
1.767595e+03,5.953608e-15,4.934577e-15
1.768966e+03,2.201934e-14,4.747185e-15
1.770338e+03,1.453554e-14,4.576244e-15
1.771709e+03,1.199441e-14,4.829340e-15
1.773080e+03,2.229764e-14,4.773065e-15
1.774452e+03,2.209157e-14,4.779317e-15
1.775823e+03,2.170716e-14,4.698615e-15
1.777195e+03,2.001688e-14,7.203282e-15
1.778566e+03,2.071389e-14,4.579842e-15
1.779938e+03,1.174223e-14,4.185876e-15
