wavelength_angstrom,flux_erg_s_cm2_angstrom,error
2.888971e+03,-1.976411e-14,3.915995e-14
2.891715e+03,1.001688e-14,3.209654e-14
2.894460e+03,7.053886e-14,2.766353e-14
2.897205e+03,9.209896e-14,2.423854e-14
2.899950e+03,9.237745e-14,2.162430e-14
2.902695e+03,7.586546e-14,1.914756e-14
2.905440e+03,1.010927e-13,1.802824e-14
2.908185e+03,9.860921e-14,1.614237e-14
2.910930e+03,7.401842e-14,1.571994e-14
2.913675e+03,9.895387e-14,1.356137e-14
2.916420e+03,8.350134e-14,1.210513e-14
2.919165e+03,8.447655e-14,1.098991e-14
2.921910e+03,9.463337e-14,1.032007e-14
2.924655e+03,7.960380e-14,9.077033e-15
2.927400e+03,8.443434e-14,8.346329e-15
2.930145e+03,9.192402e-14,8.025609e-15
2.932890e+03,1.074367e-13,7.411828e-15
2.935636e+03,1.173450e-13,7.052960e-15
2.938381e+03,9.987580e-14,8.354181e-15
2.941126e+03,1.092966e-13,5.480720e-15
2.943871e+03,1.013633e-13,4.978551e-15
2.946616e+03,1.115962e-13,4.776429e-15
2.949362e+03,1.029462e-13,4.348115e-15
2.952107e+03,1.056287e-13,4.686580e-15
2.954852e+03,1.088408e-13,3.918049e-15
2.957598e+03,1.066167e-13,3.859623e-15
2.960343e+03,1.007783e-13,3.743339e-15
2.963088e+03,1.113429e-13,3.427329e-15
2.965834e+03,1.109981e-13,3.302974e-15
2.968579e+03,1.108296e-13,3.204425e-15
2.971325e+03,1.098213e-13,3.094469e-15
2.974070e+03,1.107799e-13,3.038573e-15
2.976816e+03,1.093001e-13,2.971255e-15
2.979561e+03,1.132396e-13,2.963042e-15
2.982307e+03,1.098226e-13,2.893559e-15
2.985052e+03,1.111659e-13,2.878229e-15
2.987798e+03,1.055795e-13,2.851057e-15
2.990543e+03,1.097750e-13,2.818648e-15
2.993289e+03,1.076010e-13,2.773364e-15
2.996035e+03,9.987860e-14,2.665687e-15
2.998780e+03,9.860132e-14,2.621612e-15
3.001526e+03,9.362000e-14,2.546289e-15
3.004272e+03,9.539609e-14,2.556671e-15
3.007017e+03,9.704495e-14,2.691462e-15
3.009763e+03,9.447623e-14,2.493180e-15
3.012509e+03,9.455175e-14,2.483233e-15
3.015255e+03,9.359417e-14,2.444193e-15
3.018000e+03,9.187840e-14,2.633436e-15
3.020746e+03,8.750449e-14,2.334503e-15
3.023492e+03,9.208340e-14,2.350345e-15
3.026238e+03,8.868055e-14,2.289633e-15
3.028984e+03,9.335225e-14,2.315031e-15
3.031730e+03,9.345517e-14,2.291260e-15
3.034475e+03,9.258004e-14,2.275436e-15
3.037221e+03,9.768093e-14,2.284683e-15
3.039967e+03,8.836729e-14,2.178228e-15
3.042713e+03,9.277940e-14,2.192245e-15
3.045459e+03,9.410751e-14,2.186507e-15
3.048205e+03,9.141701e-14,2.207796e-15
3.050951e+03,9.248562e-14,2.121995e-15
3.053697e+03,9.392959e-14,2.114258e-15
3.056443e+03,8.960164e-14,2.057966e-15
3.059190e+03,9.031351e-14,2.058050e-15
3.061936e+03,9.172901e-14,2.043966e-15
3.064682e+03,9.228291e-14,2.032817e-15
3.067428e+03,8.658117e-14,1.966049e-15
3.070174e+03,9.232947e-14,2.002633e-15
3.072920e+03,9.173185e-14,1.978065e-15
3.075666e+03,9.153456e-14,1.968013e-15
3.078413e+03,9.216708e-14,1.963629e-15
3.081159e+03,9.424981e-14,1.972182e-15
3.083905e+03,8.709406e-14,1.922656e-15
3.086651e+03,9.078845e-14,1.915914e-15
3.089398e+03,9.200288e-14,1.934362e-15
3.092144e+03,9.125514e-14,1.904152e-15
3.094890e+03,8.842527e-14,1.891663e-15
3.097637e+03,9.013530e-14,1.891606e-15
3.100383e+03,8.999718e-14,1.871564e-15
3.103129e+03,9.169462e-14,1.883343e-15
3.105876e+03,9.858991e-14,1.938456e-15
3.108622e+03,9.049049e-14,1.873433e-15
3.111368e+03,9.753414e-14,1.923338e-15
3.114115e+03,1.013099e-13,1.951257e-15
3.116861e+03,9.991607e-14,1.966455e-15
3.119608e+03,9.542937e-14,1.889673e-15
3.122354e+03,9.095921e-14,2.140886e-15
3.125101e+03,1.016963e-13,1.934846e-15
3.127847e+03,9.860114e-14,1.899118e-15
3.130594e+03,1.041503e-13,1.943044e-15
3.133340e+03,1.036962e-13,1.928429e-15
3.136087e+03,1.080155e-13,1.956539e-15
3.138834e+03,1.065091e-13,1.939031e-15
3.141580e+03,1.025001e-13,2.030736e-15
3.144327e+03,1.092094e-13,1.959423e-15
3.147074e+03,1.078370e-13,1.930772e-15
3.149820e+03,1.122526e-13,1.957956e-15
3.152567e+03,1.159268e-13,1.981072e-15
3.155314e+03,1.145007e-13,1.961985e-15
3.158060e+03,1.207240e-13,1.999053e-15
3.160807e+03,1.176901e-13,1.972403e-15
3.163554e+03,1.234309e-13,2.042886e-15
3.166301e+03,1.221103e-13,1.985230e-15
3.169047e+03,1.275957e-13,2.017715e-15
3.171794e+03,1.304862e-13,2.027326e-15
3.174541e+03,1.294454e-13,2.020728e-15
3.177288e+03,1.340151e-13,2.045131e-15
3.180035e+03,1.332059e-13,2.030210e-15
3.182781e+03,1.343309e-13,2.021917e-15
3.185528e+03,1.382825e-13,2.040282e-15
3.188275e+03,1.425967e-13,2.074001e-15
3.191022e+03,1.368809e-13,2.013055e-15
3.193769e+03,1.335177e-13,2.345822e-15
3.196516e+03,1.347705e-13,1.981977e-15
