wavelength_angstrom,flux_erg_s_cm2_angstrom,error
1.669601e+03,1.729699e-13,2.544440e-14
1.670970e+03,-4.803757e-14,2.144996e-14
1.672339e+03,4.251466e-14,2.586280e-14
1.673708e+03,1.474024e-13,2.384114e-14
1.675077e+03,9.518436e-14,1.891503e-14
1.676446e+03,-4.512326e-14,1.811962e-14
1.677815e+03,5.130899e-14,1.689142e-14
1.679184e+03,-6.153963e-14,2.197282e-14
1.680553e+03,-5.257405e-14,1.578437e-14
1.681923e+03,-1.740505e-14,1.565592e-14
1.683292e+03,2.300738e-14,1.617019e-14
1.684661e+03,6.705551e-14,1.410948e-14
1.686030e+03,5.935866e-14,1.411573e-14
1.687399e+03,-3.353210e-14,1.939244e-14
1.688769e+03,-7.496487e-14,2.285087e-14
1.690138e+03,-1.062402e-14,1.282280e-14
1.691507e+03,-2.106932e-14,1.485066e-14
1.692876e+03,8.587116e-14,1.255672e-14
1.694246e+03,2.131887e-15,1.143968e-14
1.695615e+03,-1.075776e-14,1.089729e-14
1.696984e+03,-5.305612e-15,1.124510e-14
1.698354e+03,8.125504e-14,1.158124e-14
1.699723e+03,-7.749058e-16,1.081449e-14
1.701092e+03,1.313206e-14,1.039600e-14
1.702462e+03,1.105062e-13,1.281536e-14
1.703831e+03,5.709012e-14,1.049455e-14
1.705201e+03,-3.558689e-14,1.029526e-14
1.706570e+03,1.511791e-13,1.241159e-14
1.707939e+03,1.651986e-14,9.729888e-15
1.709309e+03,-4.211520e-15,9.349993e-15
1.710678e+03,5.919587e-14,9.655012e-15
1.712048e+03,2.711004e-14,9.216028e-15
1.713417e+03,2.312884e-14,9.072223e-15
1.714787e+03,-7.148111e-15,8.576246e-15
1.716157e+03,5.558170e-14,9.401370e-15
1.717526e+03,4.708350e-15,8.344095e-15
1.718896e+03,-5.633135e-15,8.444575e-15
1.720265e+03,5.239671e-14,8.716086e-15
1.721635e+03,5.359387e-14,8.654374e-15
1.723005e+03,-4.907292e-15,7.878699e-15
1.724374e+03,4.854113e-14,9.092196e-15
1.725744e+03,5.721621e-14,1.854060e-14
1.727114e+03,2.397124e-14,7.896034e-15
1.728483e+03,4.986097e-14,8.152968e-15
1.729853e+03,8.972941e-14,8.533339e-15
1.731223e+03,4.203205e-14,7.891909e-15
1.732592e+03,3.664549e-14,8.132636e-15
1.733962e+03,7.550191e-14,8.251205e-15
1.735332e+03,-4.153057e-14,1.399668e-14
1.736702e+03,4.047373e-14,7.313685e-15
1.738072e+03,-6.148671e-15,6.689837e-15
1.739441e+03,6.103831e-14,7.440619e-15
1.740811e+03,-2.570874e-14,8.613158e-15
1.742181e+03,4.853141e-14,7.219232e-15
1.743551e+03,8.413645e-15,7.056873e-15
1.744921e+03,3.825235e-14,8.063912e-15
1.746291e+03,-2.833858e-14,1.383401e-14
1.747661e+03,5.021222e-14,9.522082e-15
1.749031e+03,-5.208275e-14,1.176016e-14
1.750400e+03,5.428478e-14,8.087055e-15
1.751770e+03,5.049631e-14,7.709814e-15
1.753140e+03,-1.550344e-14,1.349216e-14
1.754510e+03,-3.423756e-15,6.717082e-15
1.755880e+03,-1.114162e-14,5.703626e-15
1.757250e+03,8.731303e-15,5.860580e-15
1.758620e+03,4.975323e-14,6.773431e-15
1.759990e+03,-1.252009e-14,6.705416e-15
1.761361e+03,-1.256327e-14,6.196986e-15
1.762731e+03,6.165104e-14,6.351630e-15
1.764101e+03,2.418805e-14,5.719148e-15
1.765471e+03,1.590330e-14,5.518173e-15
1.766841e+03,2.205383e-14,5.860978e-15
1.768211e+03,5.589856e-14,6.343474e-15
1.769581e+03,-2.417009e-15,5.254615e-15
1.770951e+03,9.545795e-15,5.742327e-15
1.772322e+03,7.160439e-15,6.250582e-15
1.773692e+03,-1.084845e-14,6.885090e-15
1.775062e+03,-3.309522e-15,4.981457e-15
1.776432e+03,5.381071e-14,5.703484e-15
1.777802e+03,4.202044e-14,5.345738e-15
1.779173e+03,-9.396962e-15,4.801368e-15
1.780543e+03,3.139138e-14,5.106547e-15
1.781913e+03,4.813445e-14,5.564526e-15
1.783283e+03,-5.100728e-15,4.918138e-15
1.784654e+03,4.463046e-14,5.392116e-15
1.786024e+03,3.443201e-14,5.030490e-15
1.787394e+03,2.366728e-14,4.855561e-15
1.788765e+03,-2.547498e-15,4.695561e-15
1.790135e+03,2.489798e-14,4.794455e-15
1.791506e+03,5.109017e-14,5.368944e-15
1.792876e+03,3.997173e-14,5.258904e-15
1.794246e+03,-5.285314e-15,6.243008e-15
1.795617e+03,3.034130e-14,6.611700e-15
1.796987e+03,4.894765e-14,5.026454e-15
1.798358e+03,5.147063e-15,4.583001e-15
1.799728e+03,3.066209e-14,4.918755e-15
1.801099e+03,2.912714e-14,4.505035e-15
1.802469e+03,-7.013932e-16,4.382404e-15
1.803840e+03,9.190034e-15,4.217898e-15
1.805210e+03,3.145141e-14,4.576522e-15
1.806581e+03,3.170723e-14,4.490731e-15
1.807951e+03,2.317848e-14,4.228460e-15
1.809322e+03,7.306134e-14,5.222992e-15
1.810692e+03,1.899029e-14,4.109781e-15
1.812063e+03,-2.781404e-15,3.914747e-15
1.813434e+03,2.496099e-15,4.872499e-15
1.814804e+03,5.160365e-14,4.720982e-15
1.816175e+03,-1.590442e-15,3.822565e-15
1.817545e+03,1.607089e-16,3.739501e-15
1.818916e+03,4.452773e-14,4.325303e-15
1.820287e+03,2.507145e-14,4.974572e-15
1.821657e+03,-9.304399e-16,3.848988e-15
1.823028e+03,2.863471e-14,3.914274e-15
1.824399e+03,2.266133e-14,3.803699e-15
1.825770e+03,2.640984e-14,3.861466e-15
