wavelength_angstrom,flux_erg_s_cm2_angstrom,error
1.590713e+03,-1.592620e-14,1.179941e-14
1.592256e+03,1.320898e-15,1.299919e-14
1.593799e+03,5.183698e-15,6.912837e-15
1.595343e+03,-5.321457e-15,7.062340e-15
1.596886e+03,-6.889401e-15,6.351427e-15
1.598430e+03,9.391644e-15,6.797880e-15
1.599974e+03,3.093240e-16,5.795352e-15
1.601517e+03,6.514398e-16,5.016586e-15
1.603061e+03,-1.323920e-16,4.744283e-15
1.604604e+03,4.249521e-15,4.490092e-15
1.606148e+03,-1.561544e-15,3.552355e-15
1.607691e+03,-2.076973e-16,3.344740e-15
1.609235e+03,4.941863e-15,3.365909e-15
1.610778e+03,2.932467e-15,3.031776e-15
1.612322e+03,7.642335e-16,2.668797e-15
1.613866e+03,-1.105100e-15,2.305666e-15
1.615409e+03,3.720265e-16,2.215272e-15
1.616953e+03,-1.022849e-15,1.983655e-15
1.618496e+03,-1.874805e-15,1.796136e-15
1.620040e+03,4.918129e-16,1.807445e-15
1.621584e+03,9.705928e-16,1.768563e-15
1.623127e+03,-1.975343e-16,1.592180e-15
1.624671e+03,2.242359e-15,1.639420e-15
1.626215e+03,9.455435e-16,1.470373e-15
1.627758e+03,8.126181e-16,1.403394e-15
1.629302e+03,1.354599e-16,1.260887e-15
1.630846e+03,1.958814e-15,1.351456e-15
1.632390e+03,-2.951417e-16,1.132694e-15
1.633933e+03,2.016958e-16,1.108291e-15
1.635477e+03,3.730481e-15,1.300939e-15
1.637021e+03,5.839042e-16,1.051283e-15
1.638564e+03,1.033476e-15,1.041307e-15
1.640108e+03,1.023190e-15,1.015363e-15
1.641652e+03,7.310656e-16,9.303942e-16
1.643196e+03,6.049919e-16,9.299527e-16
1.644739e+03,5.365235e-16,8.762420e-16
1.646283e+03,-6.286143e-17,8.015894e-16
1.647827e+03,9.410723e-16,8.397636e-16
1.649371e+03,9.157914e-16,8.526862e-16
1.650915e+03,-1.852200e-16,7.254860e-16
1.652459e+03,7.784926e-16,7.760938e-16
1.654002e+03,1.013604e-15,7.722798e-16
1.655546e+03,1.549662e-15,7.869358e-16
1.657090e+03,8.573966e-16,7.209998e-16
1.658634e+03,3.588270e-16,6.782695e-16
1.660178e+03,5.174240e-17,6.412063e-16
1.661722e+03,-9.325223e-16,5.354936e-16
1.663266e+03,9.520590e-16,6.799123e-16
1.664809e+03,-2.409849e-16,5.705585e-16
1.666353e+03,1.928192e-16,5.939992e-16
1.667897e+03,2.850673e-16,5.864508e-16
1.669441e+03,1.297796e-16,5.752221e-16
1.670985e+03,1.145743e-15,6.211905e-16
1.672529e+03,1.153613e-15,6.262083e-16
1.674073e+03,3.156044e-16,5.483107e-16
1.675617e+03,-1.745886e-16,5.091444e-16
1.677161e+03,1.049945e-15,5.864075e-16
1.678705e+03,8.541584e-16,5.606143e-16
1.680249e+03,5.207462e-16,5.236857e-16
1.681793e+03,8.070404e-16,5.484880e-16
1.683337e+03,2.542339e-16,4.907865e-16
1.684881e+03,-1.307967e-16,4.548247e-16
1.686425e+03,4.531778e-16,4.825586e-16
1.687969e+03,1.817959e-16,4.693961e-16
1.689513e+03,-2.733344e-17,4.412375e-16
1.691057e+03,1.606781e-16,4.477214e-16
1.692601e+03,-4.142978e-16,3.987328e-16
1.694145e+03,3.187315e-16,4.434194e-16
1.695689e+03,7.498832e-17,4.297344e-16
1.697233e+03,7.366521e-16,4.687121e-16
1.698777e+03,-2.174598e-16,3.962656e-16
1.700321e+03,1.034016e-15,4.724324e-16
1.701865e+03,6.807208e-16,4.508481e-16
1.703410e+03,7.931155e-16,4.420640e-16
1.704954e+03,3.795195e-16,4.211552e-16
1.706498e+03,4.588282e-16,4.167001e-16
1.708042e+03,2.837962e-16,4.020659e-16
1.709586e+03,-3.706746e-16,3.447644e-16
1.711130e+03,1.619970e-16,3.864288e-16
1.712674e+03,3.833766e-18,3.666582e-16
1.714219e+03,-4.484431e-16,3.227047e-16
1.715763e+03,-2.552439e-19,3.562983e-16
1.717307e+03,-5.256383e-16,3.062706e-16
1.718851e+03,1.071915e-16,3.566607e-16
1.720395e+03,-2.275849e-16,3.273481e-16
1.721940e+03,-1.720925e-16,3.275001e-16
1.723484e+03,3.080681e-16,3.637194e-16
1.725028e+03,-2.052114e-16,3.109756e-16
1.726572e+03,4.356847e-16,3.660562e-16
1.728117e+03,-5.503399e-17,3.259687e-16
1.729661e+03,-2.774614e-16,3.015373e-16
1.731205e+03,4.035660e-16,3.499710e-16
