wavelength_angstrom,flux_erg_s_cm2_angstrom,error
1.663350e+03,8.199345e-14,1.994661e-14
1.664721e+03,8.215834e-14,2.006358e-14
1.666091e+03,8.619773e-14,1.905984e-14
1.667461e+03,5.793427e-14,1.761183e-14
1.668832e+03,7.956403e-14,1.766131e-14
1.670202e+03,6.049118e-14,1.758151e-14
1.671573e+03,6.366553e-14,1.630989e-14
1.672943e+03,5.126981e-14,1.557982e-14
1.674314e+03,4.840553e-14,1.689722e-14
1.675684e+03,6.455393e-14,1.523623e-14
1.677054e+03,4.606942e-14,1.468063e-14
1.678425e+03,3.718278e-14,1.480605e-14
1.679795e+03,2.214497e-15,1.352317e-14
1.681166e+03,2.973055e-14,1.249550e-14
1.682537e+03,7.672099e-15,1.185955e-14
1.683907e+03,4.108829e-14,1.934549e-14
1.685278e+03,4.714348e-14,1.411200e-14
1.686648e+03,2.685556e-12,9.940731e-14
1.688019e+03,4.003572e-14,1.109439e-14
1.689389e+03,1.645220e-14,1.040387e-14
1.690760e+03,3.007352e-14,1.057351e-14
1.692131e+03,2.797878e-16,1.515166e-14
1.693501e+03,5.057019e-15,1.043488e-14
1.694872e+03,1.618916e-14,9.250731e-15
1.696243e+03,3.139375e-14,9.642237e-15
1.697613e+03,8.280484e-15,1.133011e-14
1.698984e+03,3.352728e-14,9.420979e-15
1.700355e+03,2.155854e-14,8.671550e-15
1.701726e+03,3.329919e-14,9.201730e-15
1.703096e+03,2.235410e-14,8.462130e-15
1.704467e+03,1.391073e-14,8.567978e-15
1.705838e+03,1.514582e-14,7.991867e-15
1.707209e+03,2.927663e-14,8.165315e-15
1.708580e+03,2.816016e-14,8.131244e-15
1.709950e+03,4.702850e-14,9.127983e-15
1.711321e+03,3.651351e-14,2.412940e-14
1.712692e+03,1.846636e-14,7.568089e-15
1.714063e+03,1.960505e-14,7.664954e-15
1.715434e+03,3.605129e-14,8.012636e-15
1.716805e+03,1.908455e-14,7.252284e-15
1.718176e+03,2.762194e-14,7.646061e-15
1.719547e+03,1.381028e-14,8.676316e-15
1.720918e+03,2.415921e-14,8.867172e-15
1.722289e+03,-6.537517e-14,3.071980e-14
1.723659e+03,1.816409e-14,6.681628e-15
1.725030e+03,2.227418e-14,6.737787e-15
1.726401e+03,3.009141e-15,6.461511e-15
1.727772e+03,1.136776e-14,6.191080e-15
1.729143e+03,2.150638e-14,6.501165e-15
1.730515e+03,1.192906e-14,6.626872e-15
1.731886e+03,1.852669e-14,6.214672e-15
1.733257e+03,1.753423e-14,6.388697e-15
