wavelength_angstrom,flux_erg_s_cm2_angstrom,error
5.257165e+03,9.446729e-14,4.702969e-15
5.262034e+03,7.344556e-14,4.252598e-16
5.266902e+03,7.896164e-14,4.104112e-16
5.271771e+03,8.434589e-14,3.934920e-16
5.276640e+03,9.113879e-14,4.170103e-16
5.281509e+03,9.647263e-14,4.368367e-16
5.286378e+03,1.011123e-13,4.050150e-16
5.291247e+03,1.048800e-13,3.947935e-16
5.296116e+03,1.069225e-13,3.529773e-16
5.300985e+03,1.072765e-13,3.710982e-16
5.305854e+03,1.119109e-13,3.323904e-16
5.310723e+03,1.115099e-13,3.650194e-16
5.315593e+03,1.144754e-13,3.557672e-16
5.320462e+03,1.156720e-13,3.563037e-16
5.325331e+03,1.162216e-13,3.583009e-16
5.330201e+03,1.167215e-13,3.662962e-16
5.335070e+03,1.158780e-13,3.783581e-16
5.339940e+03,1.139213e-13,3.762590e-16
5.344810e+03,1.134500e-13,3.980090e-16
5.349679e+03,1.117736e-13,4.074448e-16
5.354549e+03,1.121585e-13,4.229271e-16
5.359419e+03,1.124793e-13,3.940225e-16
5.364289e+03,1.119579e-13,3.921226e-16
5.369159e+03,1.125181e-13,3.981360e-16
5.374029e+03,1.098294e-13,3.774623e-16
5.378899e+03,1.100341e-13,3.923945e-16
5.383769e+03,1.069435e-13,4.141086e-16
5.388639e+03,1.054387e-13,3.787802e-16
5.393509e+03,1.047576e-13,3.533424e-16
5.398380e+03,1.024091e-13,3.716954e-16
5.403250e+03,1.017164e-13,3.675292e-16
5.408120e+03,9.916596e-14,3.502374e-16
5.412991e+03,9.810954e-14,3.182332e-16
5.417861e+03,9.527120e-14,3.386796e-16
5.422732e+03,9.405912e-14,3.170821e-16
5.427602e+03,9.261640e-14,2.995903e-16
5.432473e+03,9.060446e-14,3.177837e-16
5.437344e+03,9.000706e-14,3.212448e-16
5.442215e+03,8.999531e-14,2.927004e-16
5.447086e+03,9.065303e-14,3.324322e-16
5.451956e+03,9.018415e-14,3.373520e-16
5.456827e+03,9.420173e-14,3.070457e-16
5.461698e+03,9.616961e-14,3.073161e-16
5.466569e+03,9.608079e-14,3.130198e-16
5.471441e+03,9.975868e-14,3.159354e-16
5.476312e+03,1.003321e-13,3.304695e-16
5.481183e+03,1.006080e-13,3.362786e-16
5.486054e+03,1.023043e-13,3.863821e-16
5.490926e+03,1.045531e-13,3.382184e-16
5.495797e+03,1.053940e-13,3.496022e-16
5.500668e+03,1.072339e-13,3.523537e-16
5.505540e+03,1.067269e-13,3.900852e-16
5.510412e+03,1.070716e-13,3.410039e-16
5.515283e+03,1.077497e-13,3.185741e-16
5.520155e+03,1.075399e-13,3.205158e-16
5.525027e+03,1.071856e-13,3.205352e-16
5.529898e+03,1.066474e-13,3.269068e-16
5.534770e+03,1.069983e-13,3.178338e-16
5.539642e+03,1.059240e-13,3.142391e-16
5.544514e+03,1.088379e-13,3.183943e-16
5.549386e+03,1.095933e-13,3.412563e-16
5.554258e+03,1.103030e-13,3.872227e-16
5.559130e+03,1.116379e-13,3.226272e-16
5.564002e+03,1.123143e-13,3.483113e-16
5.568875e+03,1.140690e-13,3.468417e-16
5.573747e+03,1.140562e-13,3.475810e-16
5.578619e+03,1.147263e-13,3.270077e-16
5.583491e+03,1.144794e-13,3.345418e-16
5.588364e+03,1.136254e-13,3.743235e-16
5.593236e+03,1.128284e-13,3.518307e-16
5.598109e+03,1.136552e-13,3.430328e-16
5.602981e+03,1.133220e-13,3.348307e-16
5.607854e+03,1.146966e-13,3.222710e-16
5.612727e+03,1.148956e-13,3.202775e-16
5.617599e+03,1.138712e-13,3.094309e-16
5.622472e+03,1.144901e-13,3.178476e-16
5.627345e+03,1.134723e-13,3.380481e-16
5.632218e+03,1.126804e-13,3.361806e-16
5.637091e+03,1.120416e-13,3.038174e-16
5.641964e+03,1.107465e-13,3.092316e-16
5.646837e+03,1.118352e-13,3.201876e-16
