intentType,obs_collection,provenance_name,instrument_name,project,filters,wave_region,target_name,target_classification,obs_id,s_ra,s_dec,dataproduct_type,proposal_pi,calib_level,t_min,t_max,t_exptime,wavelength_region,em_min,em_max,obs_title,t_obs_release,proposal_id,proposal_type,sequence_number,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,obsid,objID,wave_min,wave_max,objID1,distance
science,HST,CALSTIS,STIS/CCD,HST,G230LB,UV,PTF11KLY,EXT-STAR;SUPERNOVA TYPE IA,obnd47020,210.7742043085,54.2736143689,spectrum,"Ellis, Richard S.",3,55814.418167905096,55814.42481134259,530.0,UV,168.0,306.0,Towards a Physical Understanding of the Diversity of Type Ia Supernovae,56180.62813649,12298,GO,,POLYGON 210.77207318271712 54.26091653346676 210.77197702714136 54.26092213351921 210.77444288738127 54.275358247051656 210.77453904295703 54.27535264699921 210.77207318271712 54.26091653346676,mast:HST/product/obnd47020_sx1.png,mast:HST/product/obnd47020_sx1.fits,PUBLIC,False,nan,24963074,1004779636,168.0,306.0,1004779636,0.0
science,HST,CALSTIS,STIS/CCD,HST,G430L,OPTICAL,PTF11KLY,EXT-STAR;SUPERNOVA TYPE IA,obnd47030,210.7742208333,54.27371111111,spectrum,"Ellis, Richard S.",3,55814.4276934838,55814.429128668984,80.0,OPTICAL,290.0,570.0,Towards a Physical Understanding of the Diversity of Type Ia Supernovae,56180.62819436,12298,GO,,POLYGON 210.77208966179404 54.26101327800697 210.77199350601055 54.26101887816455 210.77445941833372 54.27545498900079 210.77455557411724 54.275449388843214 210.77208966179404 54.26101327800697,mast:HST/product/obnd47030_sx1.png,mast:HST/product/obnd47030_sx1.fits,PUBLIC,False,nan,24963075,1004785189,290.0,570.0,1004785189,0.0
science,HST,CALSTIS,STIS/FUV-MAMA,HST,G140L,UV,PTF11KLY,EXT-STAR;SUPERNOVA TYPE IA,obnd50080,210.7742208333,54.27371111111,spectrum,"Ellis, Richard S.",3,55817.72431385417,55817.75533237268,2680.0,UV,115.0,173.0,Towards a Physical Understanding of the Diversity of Type Ia Supernovae,56184.05637731,12298,GO,,POLYGON 210.77379180833202 54.27124422198499 210.7736958018174 54.27125055996436 210.77504205789845 54.27820360391081 210.77513806441303 54.27819726593145 210.77379180833202 54.27124422198499,,,PUBLIC,False,nan,24963089,1004789526,115.0,173.0,1004789526,0.0
science,HST,CALSTIS,STIS/CCD,HST,MIRVIS,OPTICAL,PTF11KLY,EXT-STAR;SUPERNOVA TYPE IA,obnd46odq,210.7742208333,54.27371111111,image,"Ellis, Richard S.",1,55811.40341160879,55811.40590204861,20.1,OPTICAL,nan,nan,Towards a Physical Understanding of the Diversity of Type Ia Supernovae,56177.5641087,12298,GO,,POLYGON 210.77524389971555 54.27288716125308 210.77286178640352 54.273118679871445 210.7732583893021 54.27451000872493 210.77564050261412 54.274278490106575 210.77524389971555 54.27288716125308,,mast:HST/product/obnd46odq_raw.fits,PUBLIC,False,nan,24524782,899359058,nan,nan,899359058,0.0
science,HST,CALSTIS,STIS/CCD,HST,MIRVIS,OPTICAL,PTF11KLY,EXT-STAR;SUPERNOVA TYPE IA,obnd45sjq,210.7742208333,54.27371111111,image,"Ellis, Richard S.",1,55807.411733483794,55807.41422353009,20.1,OPTICAL,nan,nan,Towards a Physical Understanding of the Diversity of Type Ia Supernovae,56173.47393517,12298,GO,,POLYGON 210.77515686452847 54.27285260557365 210.77280302680117 54.2731676552995 210.77334272435263 54.27454247350598 210.77569656207996 54.274227423780125 210.77515686452847 54.27285260557365,,mast:HST/product/obnd45sjq_raw.fits,PUBLIC,False,nan,24524781,899359066,nan,nan,899359066,0.0
science,HST,CALSTIS,STIS/CCD,HST,MIRVIS,OPTICAL,PTF11KLY,EXT-STAR;SUPERNOVA TYPE IA,obnd50lmq,210.7742208333,54.27371111111,image,"Ellis, Richard S.",1,55817.658052743056,55817.660543136575,20.1,OPTICAL,nan,nan,Towards a Physical Understanding of the Diversity of Type Ia Supernovae,56184.05158565,12298,GO,,POLYGON 210.77530670743013 54.27291503712841 210.77290909457201 54.273083371362745 210.77319746098388 54.274483760387064 210.775595073842 54.274315426152725 210.77530670743013 54.27291503712841,,mast:HST/product/obnd50lmq_raw.fits,PUBLIC,False,nan,24524786,899362236,nan,nan,899362236,0.0
science,HST,CALSTIS,STIS/CCD,HST,MIRVIS,OPTICAL,PTF11KLY,EXT-STAR;SUPERNOVA TYPE IA,obnd43mfq,210.7742208333,54.27371111111,image,"Ellis, Richard S.",1,55801.088214965275,55801.09028834491,2.1,OPTICAL,nan,nan,Towards a Physical Understanding of the Diversity of Type Ia Supernovae,56167.22285877,12298,GO,,POLYGON 210.77494785191897 54.272786152721615 210.77268945873786 54.273285496236646 210.77354486456622 54.27460457205394 210.77580325774733 54.274105228538915 210.77494785191897 54.272786152721615,,mast:HST/product/obnd43mfq_raw.fits,PUBLIC,False,nan,24524779,899365020,nan,nan,899365020,0.0
science,HST,CALSTIS,STIS/CCD,HST,G750L,OPTICAL,PTF11KLY,EXT-STAR;SUPERNOVA TYPE IA,obnd45030,210.7742208333,54.27371111111,spectrum,"Ellis, Richard S.",3,55807.44253125,55807.44580690972,195.0,OPTICAL,524.0,1027.0,Towards a Physical Understanding of the Diversity of Type Ia Supernovae,56173.57142347,12298,GO,,POLYGON 210.77154196388074 54.26652763914232 210.77144763759063 54.26653985421932 210.77682718907116 54.280703662072035 210.77692151536127 54.280691446995036 210.77154196388074 54.26652763914232,mast:HST/product/obnd45030_sx1.png,mast:HST/product/obnd45030_sx1.fits,PUBLIC,False,nan,24963064,1004077036,524.0,1027.0,1004077036,0.0
science,HST,CALSTIS,STIS/CCD,HST,G230LB,UV,PTF11KLY,EXT-STAR;SUPERNOVA TYPE IA,obnd46020,210.7741946602,54.27361509759,spectrum,"Ellis, Richard S.",3,55811.41581828704,55811.42246207176,530.0,UV,168.0,306.0,Towards a Physical Understanding of the Diversity of Type Ia Supernovae,56177.56432861,12298,GO,,POLYGON 210.77079708706106 54.26101161747987 210.77070165576447 54.261020487242156 210.77460726107097 54.27534786240798 210.77470269236758 54.27533899264569 210.77079708706106 54.26101161747987,mast:HST/product/obnd46020_sx1.png,mast:HST/product/obnd46020_sx1.fits,PUBLIC,False,nan,24963067,1004247031,168.0,306.0,1004247031,0.0
science,HST,CALSTIS,STIS/CCD,HST,G750L,OPTICAL,PTF11KLY,EXT-STAR;SUPERNOVA TYPE IA,obnd50060,210.775378033,54.27968692476,spectrum,"Ellis, Richard S.",3,55817.68911716435,55817.69043634259,70.0,OPTICAL,524.0,1027.0,Towards a Physical Understanding of the Diversity of Type Ia Supernovae,56184.05461808,12298,GO,,POLYGON 210.77401119208918 54.27237855458612 210.77391517182608 54.27238489347161 210.7767072382597 54.28680097342718 210.7768032585228 54.28679463454168 210.77401119208918 54.27237855458612,mast:HST/product/obnd50060_sx1.png,mast:HST/product/obnd50060_sx1.fits,PUBLIC,False,nan,24963087,1004274769,524.0,1027.0,1004274769,0.0
science,HST,CALSTIS,STIS/CCD,HST,G430L,OPTICAL,PTF11KLY,EXT-STAR;SUPERNOVA TYPE IA,obnd46040,210.7741946602,54.27361509759,spectrum,"Ellis, Richard S.",3,55811.42758938657,55811.42902457176,80.0,OPTICAL,290.0,570.0,Towards a Physical Understanding of the Diversity of Type Ia Supernovae,56177.56468736,12298,GO,,POLYGON 210.77079708706106 54.26101161747987 210.77070165576447 54.261020487242156 210.77460726107097 54.27534786240798 210.77470269236758 54.27533899264569 210.77079708706106 54.26101161747987,mast:HST/product/obnd46040_sx1.png,mast:HST/product/obnd46040_sx1.fits,PUBLIC,False,nan,24963069,1004283470,290.0,570.0,1004283470,0.0
