wavelength_angstrom,flux_erg_s_cm2_angstrom,error
1.669578e+03,-3.227538e-13,5.701975e-14
1.670947e+03,8.367924e-14,2.104412e-14
1.672316e+03,1.303964e-13,2.292743e-14
1.673685e+03,1.114869e-13,2.315896e-14
1.675054e+03,7.346155e-14,1.834268e-14
1.676423e+03,5.455089e-14,1.741868e-14
1.677792e+03,1.296875e-14,1.643651e-14
1.679162e+03,1.053776e-13,1.699634e-14
1.680531e+03,5.236586e-14,1.572419e-14
1.681900e+03,-6.894475e-15,1.489823e-14
1.683269e+03,4.080551e-14,1.517298e-14
1.684639e+03,2.253164e-14,1.384857e-14
1.686008e+03,2.005790e-14,1.613507e-14
1.687377e+03,3.873946e-14,1.337877e-14
1.688746e+03,9.081791e-14,1.389362e-14
1.690116e+03,6.207907e-14,1.383292e-14
1.691485e+03,3.750692e-14,1.215096e-14
1.692854e+03,4.597936e-14,1.202810e-14
1.694224e+03,2.714399e-14,1.157292e-14
1.695593e+03,7.546417e-14,1.179601e-14
1.696962e+03,2.807997e-14,1.119108e-14
1.698332e+03,5.848088e-14,1.149746e-14
1.699701e+03,-9.154159e-15,1.252672e-14
1.701071e+03,6.795930e-14,1.114535e-14
1.702440e+03,-2.116639e-14,1.242181e-14
1.703810e+03,2.243942e-14,1.093329e-14
1.705179e+03,6.646395e-14,1.061289e-14
1.706549e+03,-6.695110e-14,2.232719e-14
1.707918e+03,7.358550e-15,9.578164e-15
1.709288e+03,6.461514e-14,9.887471e-15
1.710657e+03,2.954953e-14,9.371467e-15
1.712027e+03,1.702107e-14,8.983045e-15
1.713396e+03,-1.542225e-14,1.089121e-14
1.714766e+03,6.402868e-15,1.044321e-14
1.716136e+03,2.409594e-14,8.700946e-15
1.717505e+03,5.312363e-14,9.076791e-15
1.718875e+03,5.243650e-14,9.009505e-15
1.720245e+03,-4.315150e-15,8.098865e-15
1.721614e+03,6.748087e-15,9.283352e-15
1.722984e+03,1.938247e-14,8.077875e-15
1.724354e+03,4.933134e-14,9.323056e-15
1.725723e+03,-1.086262e-13,1.592131e-14
1.727093e+03,5.717351e-14,8.423060e-15
1.728463e+03,6.794961e-14,8.366391e-15
1.729833e+03,7.116423e-14,8.403932e-15
1.731202e+03,3.259335e-14,7.543044e-15
1.732572e+03,3.233669e-14,7.603703e-15
1.733942e+03,2.227074e-14,7.890964e-15
1.735312e+03,-2.642789e-15,7.047309e-15
1.736682e+03,1.775195e-14,7.217938e-15
1.738052e+03,2.186844e-14,6.986392e-15
1.739421e+03,1.028725e-14,6.876957e-15
1.740791e+03,1.878831e-14,7.083508e-15
1.742161e+03,-1.891521e-14,9.217488e-15
1.743531e+03,4.411318e-14,7.172921e-15
1.744901e+03,4.932632e-14,7.036798e-15
1.746271e+03,5.766193e-14,7.032322e-15
1.747641e+03,5.897854e-15,7.199019e-15
1.749011e+03,4.810597e-14,6.619385e-15
1.750381e+03,5.301090e-14,6.927015e-15
1.751751e+03,2.311722e-14,7.011417e-15
1.753121e+03,5.152650e-15,6.364773e-15
1.754491e+03,-1.183052e-14,5.878976e-15
1.755861e+03,6.204006e-16,5.822994e-15
1.757231e+03,-1.575957e-15,6.132565e-15
1.758601e+03,-3.827791e-15,6.019446e-15
1.759971e+03,1.149536e-14,7.486727e-15
1.761342e+03,3.610694e-14,7.444950e-15
1.762712e+03,3.418232e-14,6.640092e-15
1.764082e+03,4.162467e-14,6.247606e-15
1.765452e+03,-4.965153e-15,5.810118e-15
1.766822e+03,2.660129e-14,5.805988e-15
1.768192e+03,2.329986e-14,6.343810e-15
1.769563e+03,4.803957e-14,5.948907e-15
1.770933e+03,5.515383e-14,5.844918e-15
1.772303e+03,3.080041e-14,5.505197e-15
1.773673e+03,-2.688299e-14,5.955261e-15
1.775044e+03,3.704815e-14,5.423658e-15
1.776414e+03,4.992440e-14,5.675295e-15
1.777784e+03,2.009693e-14,5.090935e-15
1.779155e+03,1.602000e-14,5.018263e-15
1.780525e+03,3.796408e-14,5.223908e-15
1.781895e+03,-1.275132e-14,5.329400e-15
1.783266e+03,1.111886e-14,4.866853e-15
1.784636e+03,5.795677e-14,5.725822e-15
1.786006e+03,-4.848058e-15,4.994718e-15
1.787377e+03,1.851077e-14,5.044367e-15
1.788747e+03,3.557427e-14,4.945318e-15
1.790118e+03,1.010660e-14,4.829449e-15
1.791488e+03,2.913098e-14,5.407997e-15
1.792858e+03,5.024742e-14,5.120232e-15
1.794229e+03,3.943156e-15,4.456098e-15
1.795599e+03,1.679961e-14,4.548121e-15
1.796970e+03,-1.869178e-14,6.134921e-15
1.798340e+03,2.661012e-14,4.572600e-15
1.799711e+03,4.446950e-14,4.892918e-15
1.801081e+03,2.450318e-14,4.445076e-15
1.802452e+03,2.134358e-14,4.403988e-15
1.803823e+03,-1.118642e-17,4.246774e-15
1.805193e+03,-1.891380e-16,4.491766e-15
1.806564e+03,4.472030e-14,4.650133e-15
1.807934e+03,1.109695e-14,4.228902e-15
1.809305e+03,-2.539704e-14,5.566094e-15
1.810676e+03,2.380185e-14,4.096149e-15
1.812046e+03,2.358636e-14,4.135782e-15
1.813417e+03,2.890107e-14,4.299425e-15
1.814788e+03,2.880651e-14,4.453623e-15
1.816158e+03,2.360494e-14,4.038009e-15
1.817529e+03,2.014793e-14,3.933292e-15
1.818900e+03,4.195929e-14,4.303635e-15
1.820270e+03,2.501894e-14,3.953941e-15
1.821641e+03,2.232289e-14,3.909255e-15
1.823012e+03,1.188041e-14,3.891047e-15
1.824383e+03,2.277777e-14,3.787286e-15
1.825753e+03,4.557030e-14,4.258786e-15
1.827124e+03,3.123356e-14,3.882223e-15
1.828495e+03,3.546576e-14,3.951711e-15
1.829866e+03,3.713297e-14,3.991365e-15
1.831237e+03,8.601751e-15,3.894296e-15
1.832608e+03,2.377850e-14,3.794742e-15
1.833978e+03,2.888014e-14,3.774856e-15
1.835349e+03,2.721111e-14,3.673664e-15
1.836720e+03,3.314712e-14,3.802909e-15
1.838091e+03,2.617759e-14,3.734932e-15
1.839462e+03,4.081748e-14,3.862001e-15
1.840833e+03,2.058057e-14,3.578131e-15
1.842204e+03,3.965606e-14,3.969758e-15
1.843575e+03,2.672116e-14,3.893043e-15
1.844946e+03,4.253668e-14,3.885157e-15
1.846317e+03,2.867072e-14,3.914998e-15
1.847688e+03,1.255297e-14,3.526862e-15
1.849059e+03,3.031419e-14,3.554368e-15
1.850430e+03,4.425399e-14,3.831852e-15
1.851801e+03,8.227303e-15,3.190732e-15
1.853172e+03,3.675180e-14,3.568425e-15
1.854543e+03,3.745899e-14,3.568374e-15
