wavelength_angstrom,flux_erg_s_cm2_angstrom,error
1.663479e+03,4.062230e-14,2.181686e-14
1.664849e+03,2.309573e-14,1.864118e-14
1.666220e+03,3.010185e-14,1.869835e-14
1.667590e+03,2.543179e-14,1.743808e-14
1.668960e+03,4.959327e-14,1.787182e-14
1.670331e+03,6.521711e-15,1.616801e-14
1.671701e+03,2.630034e-14,1.617840e-14
1.673072e+03,4.562740e-14,1.613579e-14
1.674442e+03,7.505009e-14,2.626579e-14
1.675813e+03,2.414591e-14,1.482569e-14
1.677183e+03,3.911448e-14,1.461831e-14
1.678554e+03,5.123824e-14,1.419776e-14
1.679924e+03,2.010791e-14,1.374456e-14
1.681295e+03,3.802151e-14,1.342791e-14
1.682665e+03,2.564870e-14,1.437861e-14
1.684036e+03,2.231701e-14,1.355114e-14
1.685407e+03,4.994113e-14,2.026657e-14
1.686777e+03,6.532228e-14,2.012463e-14
1.688148e+03,-5.572629e-15,5.434399e-14
1.689518e+03,8.642720e-15,1.007037e-14
1.690889e+03,2.069421e-14,1.043041e-14
1.692260e+03,3.713204e-14,1.094554e-14
1.693630e+03,2.405730e-14,1.117379e-14
1.695001e+03,1.287102e-14,9.332150e-15
1.696372e+03,3.711028e-14,1.000312e-14
1.697743e+03,3.775829e-14,9.703836e-15
1.699113e+03,1.877804e-14,1.414998e-14
1.700484e+03,2.876128e-14,8.972954e-15
1.701855e+03,2.397010e-14,8.689426e-15
1.703226e+03,2.042612e-14,8.483951e-15
1.704596e+03,8.032696e-15,7.955072e-15
1.705967e+03,3.406023e-14,8.606502e-15
1.707338e+03,2.131766e-14,7.962310e-15
1.708709e+03,1.435416e-14,7.748000e-15
1.710080e+03,1.057602e-14,7.660969e-15
1.711450e+03,2.944031e-14,8.509738e-15
1.712821e+03,2.832401e-14,1.026998e-14
1.714192e+03,3.096453e-15,7.331839e-15
1.715563e+03,1.748679e-14,8.083725e-15
1.716934e+03,4.394020e-14,8.777675e-15
1.718305e+03,5.716576e-15,7.357515e-15
1.719676e+03,1.844696e-14,7.168037e-15
1.721047e+03,2.404274e-14,7.209353e-15
1.722418e+03,1.208021e-13,1.938337e-14
1.723789e+03,1.031597e-14,6.542704e-15
1.725160e+03,1.261456e-14,6.679484e-15
1.726531e+03,3.553135e-14,7.532736e-15
1.727902e+03,3.984641e-14,1.765745e-14
1.729273e+03,2.192372e-14,6.434099e-15
1.730644e+03,2.302198e-14,6.341948e-15
1.732015e+03,2.066269e-14,6.312306e-15
1.733386e+03,1.098911e-14,5.925518e-15
1.734757e+03,1.624413e-14,6.046518e-15
1.736128e+03,3.047597e-14,6.422055e-15
1.737499e+03,1.562067e-14,5.989835e-15
1.738871e+03,4.981423e-15,6.834960e-15
1.740242e+03,9.531605e-15,5.752052e-15
1.741613e+03,2.328071e-14,5.882406e-15
1.742984e+03,-2.781907e-16,5.219505e-15
1.744355e+03,1.980555e-14,5.837729e-15
1.745726e+03,1.752469e-14,5.903413e-15
1.747098e+03,1.120557e-14,5.338919e-15
1.748469e+03,1.753733e-15,5.539580e-15
1.749840e+03,2.096352e-14,5.440809e-15
1.751211e+03,2.091281e-14,5.426188e-15
1.752583e+03,1.804901e-14,5.478382e-15
1.753954e+03,1.386060e-14,5.135772e-15
1.755325e+03,1.829735e-14,5.141850e-15
1.756697e+03,1.038445e-14,5.286594e-15
1.758068e+03,1.535282e-14,5.178529e-15
1.759439e+03,2.001613e-14,5.512341e-15
1.760811e+03,1.215693e-14,4.687365e-15
1.762182e+03,1.502000e-14,4.879961e-15
1.763553e+03,2.109632e-14,6.098615e-15
1.764925e+03,1.610196e-14,4.879025e-15
1.766296e+03,1.117598e-14,6.318920e-15
1.767667e+03,1.559695e-14,5.832313e-15
1.769039e+03,1.979610e-14,5.280718e-15
1.770410e+03,1.580574e-14,5.409901e-15
1.771782e+03,1.382074e-14,4.992810e-15
1.773153e+03,7.515789e-15,4.676206e-15
1.774525e+03,2.198858e-14,4.737238e-15
1.775896e+03,1.369523e-14,4.891244e-15
1.777268e+03,2.482055e-14,9.080872e-15
1.778639e+03,2.613682e-14,5.429782e-15
1.780011e+03,1.953407e-14,4.850504e-15
1.781382e+03,1.498685e-14,4.270276e-15
1.782754e+03,2.175577e-14,4.446674e-15
