wavelength_angstrom,flux_erg_s_cm2_angstrom,error
2.889133e+03,1.813170e-13,4.387659e-14
2.891877e+03,1.101092e-13,3.318438e-14
2.894622e+03,2.017282e-13,3.057385e-14
2.897367e+03,1.984316e-13,2.651406e-14
2.900112e+03,2.468385e-13,2.480480e-14
2.902857e+03,2.943606e-13,2.356835e-14
2.905602e+03,3.268671e-13,2.234181e-14
2.908347e+03,3.589026e-13,2.117185e-14
2.911092e+03,3.432064e-13,2.050338e-14
2.913837e+03,3.680229e-13,1.839826e-14
2.916582e+03,3.808527e-13,1.742864e-14
2.919327e+03,3.469066e-13,1.557440e-14
2.922072e+03,3.697381e-13,1.489949e-14
2.924817e+03,3.609171e-13,1.369920e-14
2.927562e+03,3.638208e-13,1.286337e-14
2.930307e+03,3.834412e-13,1.337117e-14
2.933052e+03,3.995905e-13,1.148712e-14
2.935797e+03,4.393963e-13,1.115582e-14
2.938542e+03,4.090640e-13,1.159465e-14
2.941288e+03,4.097098e-13,9.169054e-15
2.944033e+03,4.109269e-13,8.621781e-15
2.946778e+03,4.268921e-13,8.260483e-15
2.949523e+03,4.365994e-13,7.889106e-15
2.952268e+03,4.526137e-13,7.606199e-15
2.955014e+03,4.415852e-13,7.147827e-15
2.957759e+03,4.673778e-13,7.011084e-15
2.960504e+03,4.657717e-13,6.810554e-15
2.963250e+03,4.849102e-13,6.610779e-15
2.965995e+03,4.805868e-13,6.375163e-15
2.968741e+03,5.017571e-13,6.345007e-15
2.971486e+03,4.982011e-13,6.147165e-15
2.974231e+03,4.914827e-13,5.995045e-15
2.976977e+03,5.031970e-13,5.968634e-15
2.979722e+03,5.072466e-13,5.908440e-15
2.982468e+03,5.054257e-13,5.834514e-15
2.985213e+03,4.963929e-13,5.724815e-15
2.987959e+03,4.724531e-13,5.681994e-15
2.990705e+03,4.643086e-13,5.463102e-15
2.993450e+03,4.433762e-13,5.310873e-15
2.996196e+03,4.413518e-13,5.257146e-15
2.998941e+03,4.281700e-13,5.133178e-15
3.001687e+03,4.223704e-13,5.065309e-15
3.004433e+03,4.058531e-13,4.952094e-15
3.007178e+03,3.994272e-13,4.926985e-15
3.009924e+03,3.852357e-13,4.737962e-15
3.012670e+03,3.936030e-13,4.764545e-15
3.015416e+03,3.827600e-13,4.653254e-15
3.018161e+03,3.805308e-13,4.733069e-15
3.020907e+03,3.786569e-13,4.559029e-15
3.023653e+03,3.696534e-13,4.444212e-15
3.026399e+03,3.744247e-13,4.430646e-15
3.029145e+03,3.755088e-13,4.393962e-15
3.031891e+03,3.773624e-13,4.359011e-15
3.034636e+03,3.815559e-13,4.358290e-15
3.037382e+03,3.964735e-13,4.377738e-15
3.040128e+03,3.883365e-13,4.298297e-15
3.042874e+03,3.902131e-13,4.266536e-15
3.045620e+03,3.937755e-13,4.260708e-15
3.048366e+03,3.792444e-13,4.221614e-15
3.051112e+03,3.964206e-13,4.181469e-15
3.053858e+03,3.818764e-13,4.068395e-15
