wavelength_A,flux_erg_s_A
3976.9884942471235,3.313217788392815e+39
3980.490245122561,3.326179246960605e+39
3983.991995997999,3.338305683879298e+39
3987.4937468734365,3.3496078496659145e+39
3990.995497748874,3.3600987677517306e+39
3994.4972486243123,3.3697935262387284e+39
3997.99899949975,3.3787090709610725e+39
4001.5007503751876,3.386864001237012e+39
4005.0025012506253,3.394278369582615e+39
4008.504252126063,3.400973486540359e+39
4012.0060030015006,3.4069717316543184e+39
4015.5077538769383,3.412296371500999e+39
4019.0095047523764,3.416971385562299e+39
4022.5112556278136,3.4210213006056204e+39
4026.0130065032517,3.424471034117502e+39
4029.514757378689,3.427345747221695e+39
4033.016508254127,3.429670707402179e+39
4036.5182591295647,3.43147116124605e+39
4040.0200100050024,3.4327722173221934e+39
4043.52176088044,3.433598739218935e+39
4047.0235117558777,3.433975248678512e+39
4050.525262631316,3.433925838688149e+39
4054.027013506753,3.433474096317242e+39
4057.528764382191,3.432643035027566e+39
4061.030515257629,3.431455036128696e+39
4064.5322661330665,3.4299317990038877e+39
4068.034017008504,3.4280942996920357e+39
4071.535767883942,3.425962757379338e+39
4075.03751875938,3.423556608329085e+39
4078.539269634817,3.420894486759511e+39
4082.0410205102553,3.4179942121674433e+39
4085.5427713856925,3.414872782589083e+39
4089.0445222611306,3.4115463732881404e+39
4092.5462731365683,3.4080303403653686e+39
4096.048024012006,3.40433922879168e+39
4099.549774887444,3.400486784379049e+39
4103.051525762881,3.396485969218708e+39
4106.553276638319,3.3923489801344656e+39
4110.055027513757,3.3880872697195525e+39
4113.556778389195,3.3837115695479446e+39
4117.058529264632,3.3792319151752994e+39
4120.56028014007,3.374657672569666e+39
4124.062031015508,3.3699975656382074e+39
4127.563781890945,3.3652597045423246e+39
4131.065532766383,3.3604516145200116e+39
4134.567283641821,3.355580264960374e+39
4138.069034517259,3.350652098500937e+39
4141.570785392696,3.3456730599433485e+39
4145.072536268134,3.3406486248071895e+39
4148.574287143572,3.33558382736481e+39
4152.0760380190095,3.330483288021889e+39
4155.577788894447,3.325351239929304e+39
4159.079539769885,3.320191554731205e+39
4162.581290645323,3.3150077673722066e+39
4166.08304152076,3.309803099903261e+39
4169.584792396198,3.304580484241023e+39
4173.0865432716355,3.2993425838493114e+39
4176.588294147074,3.2940918143237206e+39
4180.090045022511,3.288830362871651e+39
4183.591795897949,3.2835602066896955e+39
4187.093546773387,3.278283130249122e+39
4190.595297648824,3.273000741507455e+39
4194.097048524262,3.267714487070602e+39
4197.5987993997,3.2624256663352644e+39
4201.100550275138,3.257135444645675e+39
4204.602301150575,3.2518448655022947e+39
4208.104052026013,3.246554861862703e+39
4211.605802901451,3.241266266576945e+39
4215.107553776888,3.235979822000891e+39
4218.609304652326,3.230696188831938e+39
4222.111055527764,3.2254159542116283e+39
4225.612806403202,3.22013963913955e+39
4229.114557278639,3.214867705242333e+39
4232.616308154077,3.2096005609406535e+39
4236.118059029514,3.2043385670559915e+39
4239.6198099049525,3.1990820418975374e+39
4243.12156078039,3.1938312658680646e+39
4246.623311655828,3.188586485625892e+39
4250.125062531266,3.183347917838328e+39
4253.626813406703,3.1781157525600667e+39
4257.128564282141,3.1728901562682116e+39
4260.6303151575785,3.1676712745835986e+39
4264.132066033017,3.1624592347063117e+39
4267.633816908454,3.157254147591339e+39
4271.135567783892,3.152056109888533e+39
4274.63731865933,3.146865205669284e+39
4278.139069534767,3.1416815079605906e+39
4281.6408204102045,3.136505080105571e+39
4285.142571285643,3.1313359769679606e+39
4288.644322161081,3.1261742459966006e+39
4292.146073036518,3.121019928164577e+39
4295.647823911956,3.1158730587963484e+39
4299.149574787394,3.110733668295011e+39
4302.651325662831,3.1056017827806387e+39
4306.153076538269,3.100477424649677e+39
4309.654827413707,3.095360613064343e+39
4313.156578289145,3.090251364380068e+39
4316.658329164582,3.085149692518253e+39
4320.16008004002,3.080055609290775e+39
4323.661830915457,3.0749691246820875e+39
4327.1635817908955,3.0698902470940497e+39
4330.665332666333,3.064818983558073e+39
4334.167083541771,3.059755339918675e+39
4337.668834417209,3.054699320992075e+39
4341.170585292646,3.0496509307029915e+39
4344.672336168084,3.044610172202488e+39
4348.1740870435215,3.039577047969342e+39
4351.67583791896,3.034551559897121e+39
4355.177588794397,3.029533709368887e+39
4358.679339669835,3.02452349732118e+39
4362.181090545273,3.019520924298801e+39
4365.68284142071,3.014525990501595e+39
4369.1845922961475,3.009538695824433e+39
4372.686343171586,3.004559039891264e+39
4376.188094047024,2.999587022084177e+39
4379.689844922461,2.994622641568116e+39
4383.191595797899,2.9896658973119084e+39
4386.693346673337,2.984716788106166e+39
4390.195097548774,2.9797753125784744e+39
4393.696848424212,2.9748414692063404e+39
4397.19859929965,2.96991525632816e+39
4400.700350175088,2.964996672152584e+39
4404.202101050525,2.96008571476646e+39
4407.703851925963,2.9551823821416155e+39
4411.2056028014,2.9502866721406447e+39
4414.7073536768385,2.9453985825218587e+39
4418.209104552276,2.9405181109435295e+39
4421.710855427714,2.935645254967538e+39
4425.212606303152,2.930780012062532e+39
4428.714357178589,2.925922379606665e+39
4432.216108054027,2.9210723548899773e+39
4435.7178589294645,2.916229935116491e+39
4439.219609804903,2.911395117406069e+39
4442.72136068034,2.9065678987960486e+39
4446.223111555778,2.9017482762427215e+39
4449.724862431216,2.8969362466226736e+39
4453.226613306653,2.892131806733996e+39
4456.72836418209,2.8873349532973844e+39
4460.230115057529,2.8825456829572016e+39
4463.731865932967,2.87776399228242e+39
4467.233616808404,2.872989877767541e+39
4470.735367683842,2.868223335833447e+39
4474.237118559279,2.863464362828224e+39
4477.738869434717,2.858712955027949e+39
4481.240620310155,2.853969108637443e+39
4484.742371185593,2.8492328197910094e+39
4488.244122061031,2.8445040845531423e+39
4491.745872936468,2.8397828989192284e+39
4495.247623811906,2.8350692588162194e+39
4498.749374687343,2.8303631601033044e+39
4502.251125562781,2.825664598572573e+39
4505.752876438219,2.820973569949649e+39
4509.254627313657,2.816290069894336e+39
4512.756378189095,2.8116140940012495e+39
4516.258129064532,2.806945637800434e+39
4519.75987993997,2.802284696757989e+39
4523.261630815407,2.797631266276658e+39
4526.763381690846,2.792985341696466e+39
4530.265132566283,2.7883469182952894e+39
4533.766883441721,2.7837159912894604e+39
4537.268634317159,2.779092555834363e+39
4540.770385192596,2.7744766070250135e+39
4544.272136068033,2.7698681398966363e+39
4547.773886943472,2.76526714942524e+39
4551.27563781891,2.7606736305282e+39
4554.777388694347,2.756087578064816e+39
4558.279139569785,2.7515089868368746e+39
4561.780890445222,2.746937851589218e+39
4565.28264132066,2.742374167010285e+39
4568.7843921960975,2.7378179277326817e+39
4572.286143071536,2.7332691283337115e+39
4575.787893946974,2.7287277633359304e+39
4579.289644822411,2.72419382720768e+39
4582.791395697849,2.7196673143636244e+39
4586.293146573286,2.7151482191652926e+39
4589.794897448724,2.710636535921587e+39
4593.296648324162,2.7061322588893373e+39
4596.7983991996,2.7016353822737964e+39
4600.300150075038,2.697145900229163e+39
4603.801900950475,2.6926638068591142e+39
4607.303651825912,2.6881890962172924e+39
4610.80540270135,2.6837217623078242e+39
4614.307153576789,2.6792617990858278e+39
4617.808904452226,2.674809200457899e+39
4621.310655327664,2.670363960282623e+39
4624.812406203102,2.665926072371062e+39
4628.314157078539,2.6614955304872412e+39
4631.815907953976,2.6570723283486382e+39
4635.3176588294145,2.6526564596266635e+39
4638.819409704853,2.6482479179471485e+39
4642.32116058029,2.6438466968908084e+39
4645.822911455728,2.6394527899937255e+39
4649.324662331165,2.6350661907478148e+39
4652.826413206603,2.630686892601286e+39
4656.3281640820405,2.6263148889591182e+39
4659.829914957479,2.6219501731835033e+39
4663.331665832917,2.6175927385943168e+39
4666.833416708354,2.6132425784695644e+39
4670.335167583792,2.6088996860458315e+39
4673.836918459229,2.6045640545187292e+39
4677.338669334667,2.6002356770433402e+39
4680.840420210105,2.5959145467346633e+39
4684.342171085543,2.5916006566680435e+39
4687.843921960981,2.5872939998796022e+39
4691.345672836418,2.5829945693666848e+39
4694.847423711855,2.5787023580882726e+39
4698.349174587293,2.5744173589654102e+39
4701.8509254627315,2.5701395648816397e+39
4705.352676338169,2.5658689686834034e+39
4708.854427213607,2.561605563180465e+39
4712.356178089045,2.5573493411463306e+39
4715.857928964482,2.5531002953186442e+39
4719.359679839919,2.5488584183995977e+39
4722.8614307153575,2.5446237030563425e+39
4726.363181590796,2.540396141921379e+39
4729.864932466233,2.536175727592961e+39
4733.366683341671,2.5319624526354822e+39
4736.868434217108,2.5277563095798697e+39
4740.370185092546,2.523557290923969e+39
4743.8719359679835,2.5193653891329282e+39
4747.373686843422,2.515180596639572e+39
4750.87543771886,2.511002905844785e+39
4754.377188594297,2.5068323091178663e+39
4757.878939469735,2.5026687987969143e+39
4761.380690345172,2.4985123671891644e+39
4764.88244122061,2.494363006571359e+39
4768.384192096048,2.490220709190087e+39
4771.885942971486,2.4860854672621216e+39
4775.387693846924,2.4819572729747584e+39
4778.889444722361,2.4778361184861195e+39
4782.391195597798,2.4737219959254772e+39
4785.892946473236,2.4696148973935385e+39
4789.3946973486745,2.4655148149627274e+39
4792.896448224112,2.4614217406774398e+39
4796.39819909955,2.4573356665542825e+39
4799.899949974987,2.4532565845822765e+39
4803.401700850425,2.4491844867230383e+39
4806.903451725862,2.445119364910913e+39
4810.4052026013005,2.441061211053064e+39
4813.906953476739,2.4370100170295142e+39
4817.408704352176,2.4329657746931076e+39
4820.910455227614,2.428928475869406e+39
4824.412206103051,2.4248981123564825e+39
4827.913956978489,2.4208746759246045e+39
4831.4157078539265,2.416858158315789e+39
4834.917458729365,2.4128485512431812e+39
4838.419209604803,2.4088458463902667e+39
4841.92096048024,2.4048500354098394e+39
4845.422711355678,2.4008611099226986e+39
4848.924462231115,2.3968790615160475e+39
4852.426213106553,2.39290388174149e+39
4855.927963981991,2.3889355621125994e+39
4859.429714857429,2.3849740941019445e+39
4862.931465732867,2.3810194691375033e+39
4866.433216608304,2.377071678598339e+39
4869.934967483741,2.373130713809407e+39
4873.436718359179,2.36919656603536e+39
4876.9384692346175,2.3652692264731652e+39
4880.440220110055,2.361348686243304e+39
4883.941970985493,2.3574349363793826e+39
4887.44372186093,2.3535279678158195e+39
4890.945472736368,2.349627771373324e+39
4894.447223611805,2.3457343377418177e+39
4897.9489744872435,2.3418476574603394e+39
4901.450725362682,2.3379677208935207e+39
4904.952476238119,2.3340945182040185e+39
4908.454227113557,2.330228039320332e+39
4911.955977988994,2.326368273899279e+39
4915.457728864432,2.3225152112822926e+39
4918.9594797398695,2.31866884044467e+39
4922.461230615308,2.3148291499366748e+39
4925.962981490746,2.310996127815348e+39
4929.464732366183,2.3071697615656752e+39
4932.96648324162,2.303350038009602e+39
4936.468234117058,2.2995369432012152e+39
4939.969984992496,2.2957304623061702e+39
4943.471735867934,2.2919305794632527e+39
4946.973486743372,2.288137277625671e+39
4950.47523761881,2.2843505383794476e+39
4953.976988494247,2.280570341735936e+39
4957.478739369684,2.2767966658951878e+39
4960.980490245122,2.2730294869765335e+39
4964.4822411205605,2.2692687787123827e+39
4967.983991995998,2.2655145121007866e+39
4971.485742871436,2.2617666550119322e+39
4974.987493746873,2.2580251717432336e+39
4978.489244622311,2.2542900225171652e+39
4981.990995497748,2.250561162915536e+39
4985.4927463731865,2.2468385432432438e+39
4988.994497248625,2.243122107814059e+39
4992.496248124062,2.2394117941503328e+39
4995.9979989995,2.2357075320879034e+39
4999.499749874937,2.2320092427768697e+39
5003.001500750375,2.2283168375681926e+39
5006.5032516258125,2.224630216775449e+39
5010.005002501251,2.220949268300416e+39
5013.506753376689,2.2172738661104882e+39
5017.008504252126,2.2136038685552754e+39
5020.510255127563,2.2099391165091594e+39
5024.012006003001,2.2062794313259822e+39
5027.513756878439,2.2026246125915136e+39
5031.015507753877,2.1989744356589236e+39
5034.517258629315,2.1953286489520245e+39
5038.019009504753,2.1916869710209183e+39
5041.52076038019,2.188049087334335e+39
5045.022511255627,2.184414646793083e+39
5048.524262131065,2.180783257949091e+39
5052.0260130065035,2.1771544849148487e+39
5055.527763881941,2.173527842948573e+39
5059.029514757378,2.169902793701205e+39
5062.531265632817,2.1662787401123186e+39
5066.033016508254,2.162655020943311e+39
5069.534767383691,2.1590309049378764e+39
5073.0365182591295,2.1554055846016378e+39
5076.538269134568,2.1517781695951333e+39
5080.040020010005,2.1481476797370235e+39
5083.541770885442,2.1445130376173852e+39
5087.04352176088,2.1408730608245572e+39
5090.545272636318,2.1372264537928382e+39
5094.0470235117555,2.133571799282734e+39
5097.548774387194,2.1299075495103634e+39
5101.050525262632,2.1262320169478366e+39
5104.552276138069,2.1225433648223117e+39
5108.054027013506,2.1188395973475628e+39
5111.555777888944,2.1151185497286866e+39
5115.057528764382,2.1113778779876055e+39
5118.55927963982,2.107615048664574e+39
5122.061030515258,2.103827328458769e+39
5125.562781390696,2.1000117738791862e+39
5129.064532266133,2.0961652209855547e+39
5132.56628314157,2.0922842753075596e+39
5136.068034017008,2.0883653020394172e+39
5139.5697848924465,2.0844044166156235e+39
5143.071535767884,2.0803974757823167e+39
5146.573286643321,2.0763400692872867e+39
5150.07503751876,2.072227512319776e+39
5153.576788394197,2.0680548388390463e+39
5157.078539269634,2.063816795937859e+39
5160.5802901450725,2.0595078393935425e+39
5164.082041020511,2.0551221305649574e+39
5167.583791895948,2.0506535347982973e+39
5171.085542771385,2.0460956215081565e+39
5174.587293646823,2.0414416661024464e+39
5178.089044522261,2.0366846539204192e+39
5181.5907953976985,2.0318172863520785e+39
5185.092546273137,2.0268319893045608e+39
5188.594297148575,2.02172092417641e+39
5192.096048024012,2.016476001493958e+39
5195.597798899449,2.0110888973551848e+39
5199.099549774887,2.0055510728153264e+39
5202.601300650325,1.9998537963350476e+39
5206.103051525763,1.993988169396128e+39
5209.604802401201,1.9879451553713632e+39
5213.106553276639,1.9817156117146994e+39
5216.608304152076,1.9752903255143896e+39
5220.110055027513,1.968660052426562e+39
5223.611805902951,1.9618155589787427e+39
5227.1135567783895,1.9547476682029147e+39
5230.615307653827,1.9474473085256796e+39
5234.117058529264,1.9399055658092365e+39
5237.618809404703,1.9321137384013854e+39
5241.12056028014,1.9240633950158233e+39
5244.622311155577,1.915746435225936e+39
5248.1240620310155,1.9071551523164834e+39
5251.625812906454,1.8982822981980776e+39
5255.127563781891,1.8891211500498808e+39
5258.629314657328,1.8796655783166442e+39
5262.131065532766,1.8699101156475008e+39
5265.632816408204,1.859850026326319e+39
5269.134567283641,1.8494813757072193e+39
5272.63631815908,1.838801099134679e+39
5276.138069034518,1.8278070697957318e+39
5279.639819909955,1.816498164922767e+39
5283.141570785392,1.804874329739647e+39
5286.64332166083,1.7929366385219785e+39
5290.145072536268,1.7806873521245474e+39
5293.646823411706,1.7681299713158847e+39
5297.148574287144,1.7552692852520605e+39
5300.650325162582,1.7421114144195082e+39
5304.152076038019,1.728663847380304e+39
5307.653826913456,1.7149354706635958e+39
5311.155577788894,1.7009365911638956e+39
5314.657328664332,1.686678950431167e+39
5318.15907953977,1.672175730269509e+39
5321.660830415207,1.657441549101011e+39
5325.162581290645,1.6424924485992625e+39
5328.664332166083,1.6273458701533003e+39
5332.16608304152,1.6120206207876164e+39
5335.667833916958,1.596536828237308e+39
5339.169584792397,1.5809158849595843e+39
5342.671335667834,1.5651803809532623e+39
5346.173086543271,1.549354025356737e+39
5349.674837418709,1.5334615569016103e+39
5353.176588294147,1.5175286434130233e+39
5356.678339169584,1.5015817706684402e+39
5360.180090045023,1.4856481210529363e+39
5363.681840920461,1.4697554425802213e+39
5367.183591795898,1.4539319089828594e+39
5370.685342671335,1.4382059717117028e+39
5374.187093546773,1.4226062048210284e+39
5377.688844422211,1.407161143850739e+39
5381.1905952976485,1.3918991199480553e+39
5384.692346173086,1.3768480905961628e+39
5388.194097048525,1.362035468433813e+39
5391.695847923962,1.3474879497553126e+39
5395.197598799399,1.333231344372164e+39
5398.699349674837,1.3192904085933767e+39
5402.201100550275,1.3056886831379982e+39
5405.702851425713,1.292448337828847e+39
5409.20460230115,1.2795900249280996e+39
5412.706353176588,1.2671327429612617e+39
5416.208104052026,1.2550937128342843e+39
5419.709854927463,1.243488267977993e+39
5423.211605802901,1.2323297601533588e+39
5426.71335667834,1.2216294824204224e+39
5430.215107553777,1.2113966106125095e+39
5433.716858429214,1.2016381644672439e+39
5437.218609304652,1.1923589893476559e+39
5440.72036018009,1.183561759242887e+39
5444.222111055527,1.1752470014713262e+39
5447.7238619309655,1.1674131432231057e+39
5451.225612806404,1.1600565797777762e+39
5454.727363681841,1.1531717639214112e+39
5458.229114557278,1.1467513157708238e+39
