shell,Z,ion,subband,lam_lo,lam_hi,tau_sum_vol_weighted,tau_sum_raw,n_lines
7,24,0,Ca IR,8000,9500,5.477703264124221e+43,0.009665594870499334,802
7,24,1,Ca IR,8000,9500,8.578874403063944e+51,1513771.747513055,7715
7,24,2,Ca IR,8000,9500,1.2434004028527574e+51,219402.25631612222,1453
7,25,0,Ca IR,8000,9500,1.2921371410362232e+43,0.0022800202055812137,326
7,25,1,Ca IR,8000,9500,7.365128403604435e+50,129960.21121605902,5131
7,25,2,Ca IR,8000,9500,5.363052034734469e+50,94632.8885258414,17584
7,26,0,Ca IR,8000,9500,2.3746356089277872e+44,0.04190125798029533,101
7,26,1,Ca IR,8000,9500,1.0534305843915986e+52,1858814.317235649,1094
7,26,2,Ca IR,8000,9500,8.940010872167714e+49,15774.955133873595,715
7,27,0,Ca IR,8000,9500,6.092563486086887e+39,1.075053677423471e-06,14
7,27,1,Ca IR,8000,9500,1.917361574590043e+47,33.83250115358891,142
7,28,0,Ca IR,8000,9500,5.447075840120504e+40,9.611551732696346e-06,5
8,6,0,5500-5800,5500,5800,3.315352333692759e+50,54003.263373869435,8
8,6,1,5500-5800,5500,5800,3.68513468809468e+52,6002659.1173100285,80
8,6,2,5500-5800,5500,5800,2.6189928537552606e+39,4.266037109186908e-07,4
8,8,0,5500-5800,5500,5800,8.253198124736874e+52,13443507.27002383,19
8,8,1,5500-5800,5500,5800,1.6039651139765298e+49,2612.67406218914,7
8,8,2,5500-5800,5500,5800,1.1836367450782184e+31,1.9280076580051423e-15,2
8,12,0,5500-5800,5500,5800,5.27966287875055e+43,0.008599961520494921,65
8,12,1,5500-5800,5500,5800,4.655210179066981e+51,758280.013879724,32
8,12,2,5500-5800,5500,5800,2.2042081023931513e+49,3590.4006181982318,37
8,14,0,5500-5800,5500,5800,2.1559626750678852e+47,35.118143849356805,55
8,14,1,5500-5800,5500,5800,2.633895369054139e+52,4290311.586757201,82
8,14,2,5500-5800,5500,5800,1.298513062595352e+48,211.51279217325305,61
8,20,0,5500-5800,5500,5800,1.6904276930063627e+41,2.753511625059306e-05,175
8,20,1,5500-5800,5500,5800,4.768107930668103e+48,776.6697546987403,380
8,20,2,5500-5800,5500,5800,7.535070537851435e+49,12273.76030779313,31
8,20,3,5500-5800,5500,5800,4.58643849487112e+41,7.47077900196208e-05,1
8,22,0,5500-5800,5500,5800,3.9508765762243667e+40,6.435521984652766e-06,115
8,22,1,5500-5800,5500,5800,8.929473542113904e+48,1454.5081878150222,348
8,22,2,5500-5800,5500,5800,2.696660778047552e+49,4392.549194452566,628
8,22,3,5500-5800,5500,5800,2.4885913031480316e+33,4.0536280324732e-13,1
8,24,0,5500-5800,5500,5800,1.1658092493386806e+43,0.0018989687248596428,307
8,24,1,5500-5800,5500,5800,1.0580754428460996e+51,172348.27872969204,2267
8,24,2,5500-5800,5500,5800,4.6954484188377745e+50,76483.43587617436,1291
8,25,0,5500-5800,5500,5800,1.0879920778612287e+42,0.00017722135331534983,85
8,25,1,5500-5800,5500,5800,4.766817790221828e+49,7764.596057091401,1494
8,25,2,5500-5800,5500,5800,7.120051320047444e+49,11597.74189802965,5514
8,26,0,5500-5800,5500,5800,6.978034139461071e+43,0.011366412300602584,50
8,26,1,5500-5800,5500,5800,1.2436537227100944e+51,202576.8388200227,521
8,26,2,5500-5800,5500,5800,2.9854379260297282e+50,48629.33841669417,1094
8,27,0,5500-5800,5500,5800,7.623442336005504e+37,1.241770776827981e-08,6
8,27,1,5500-5800,5500,5800,1.53664498401655e+46,2.503017339685002,52
8,28,0,5500-5800,5500,5800,1.2269792591193544e+40,1.9986076113573704e-06,3
8,28,2,5500-5800,5500,5800,3.5147468722504255e+44,0.057251170292120596,49
8,6,0,Si red,5800,6800,7.188556511620093e+51,1170932.894913666,20
8,6,1,Si red,5800,6800,6.2088318569492156e+53,101134705.53563556,230
8,6,2,Si red,5800,6800,3.3800924046130434e+39,5.505780441471771e-07,2
8,8,0,Si red,5800,6800,1.8836887624044113e+54,306831160.3467443,89
8,8,1,Si red,5800,6800,8.25921764790444e+52,13453312.378569897,291
8,8,2,Si red,5800,6800,3.3242123282937744e+31,5.414758246088387e-15,3
8,12,0,Si red,5800,6800,2.0477208240529158e+44,0.033355009014777795,286
8,12,1,Si red,5800,6800,6.384289867691642e+52,10399271.404015686,119
8,12,2,Si red,5800,6800,3.990148186914183e+49,6499.490906255616,58
8,12,3,Si red,5800,6800,7.721413181162568e+37,1.2577290968539086e-08,3
8,14,0,Si red,5800,6800,9.927844097330937e+47,161.71312293849326,209
8,14,1,Si red,5800,6800,5.808339261018635e+52,9461114.334360939,277
8,14,2,Si red,5800,6800,1.1447404697562705e+49,1864.6501144002955,160
8,20,0,Si red,5800,6800,2.4128115439794782e+41,3.93019155028702e-05,503
8,20,1,Si red,5800,6800,1.288586596147894e+50,20989.58853471334,1986
8,20,2,Si red,5800,6800,3.285581202496567e+51,535183.2600459284,656
8,20,3,Si red,5800,6800,1.7014982954506424e+42,0.00027715443588182526,8
8,22,0,Si red,5800,6800,2.2845697514886223e+40,3.721300470294114e-06,287
8,22,1,Si red,5800,6800,1.683433280380082e+49,2742.118534093863,966
8,22,2,Si red,5800,6800,2.1430437153810317e+50,34907.70890541573,2033
8,22,3,Si red,5800,6800,4.5729709944314684e+33,7.448841997986996e-13,2
8,24,0,Si red,5800,6800,1.7747557617389239e+43,0.0028908723169922164,609
8,24,1,Si red,5800,6800,3.635056838128767e+51,592108.8079039895,7042
8,24,2,Si red,5800,6800,1.4389661328373423e+51,234390.97639175638,2831
8,24,3,Si red,5800,6800,1.2951186623756558e+29,2.1095988355115075e-17,1
8,25,0,Si red,5800,6800,4.9219863184331486e+42,0.0008017347682044581,221
8,25,1,Si red,5800,6800,5.595424652660478e+50,91143.01009138794,5753
8,25,2,Si red,5800,6800,1.6085566155881529e+50,26201.530884239728,14062
8,26,0,Si red,5800,6800,1.0474704582175546e+44,0.01706208491224344,159
8,26,1,Si red,5800,6800,1.2454695623051998e+52,2028726.1813404195,2123
8,26,2,Si red,5800,6800,1.998179923300049e+50,32548.04491508107,1658
8,27,0,Si red,5800,6800,2.781542959530096e+38,4.5308124721068194e-08,5
8,27,1,Si red,5800,6800,4.7317088320806496e+47,77.07407616091876,116
8,28,0,Si red,5800,6800,5.221877153044276e+41,8.505835242185001e-05,2
8,28,2,Si red,5800,6800,2.835404763228315e+44,0.04618547134312895,68
8,6,0,OI/cont,6800,8000,3.2382637396192785e+52,5274757.914189083,15
8,6,1,OI/cont,6800,8000,5.3756246013778484e+53,87562720.92019609,312
8,6,2,OI/cont,6800,8000,4.710333258538408e+40,7.672589273678073e-06,28
8,6,3,OI/cont,6800,8000,3206382318421.2993,5.222826758390325e-34,8
8,8,0,OI/cont,6800,8000,1.0111634459894038e+54,164706855.8380729,30
8,8,1,OI/cont,6800,8000,7.049395755990196e+51,1148265.2138312834,57
8,8,2,OI/cont,6800,8000,1.471232047329771e+32,2.3964672149198397e-14,8
8,8,3,OI/cont,6800,8000,2.9310427704000605e-09,4.7743304107194506e-55,3
8,12,0,OI/cont,6800,8000,4.8986258926056896e+44,0.07979296244323605,299
8,12,1,OI/cont,6800,8000,4.993174652862782e+52,8133305.263212689,61
8,12,2,OI/cont,6800,8000,7.760127963640777e+49,12640.35288124699,69
8,12,3,OI/cont,6800,8000,2.292634799898234e+38,3.734437503391955e-08,25
8,14,0,OI/cont,6800,8000,1.5421219852360243e+48,251.19387425883502,201
8,14,1,OI/cont,6800,8000,9.411079429589758e+52,15329562.288254801,328
8,14,2,OI/cont,6800,8000,8.637270734136563e+48,1406.91172261457,93
8,20,0,OI/cont,6800,8000,2.924440929363452e+41,4.7635767735681534e-05,605
8,20,1,OI/cont,6800,8000,1.5281453923119557e+50,24891.72485708885,1880
8,20,2,OI/cont,6800,8000,1.4743025886013675e+52,2401468.7722899327,654
8,20,3,OI/cont,6800,8000,1.245238060488399e+43,0.0020283490915977346,17
8,22,0,OI/cont,6800,8000,5.856397868376377e+40,9.539396259456688e-06,209
8,22,1,OI/cont,6800,8000,2.5779162637300157e+49,4199.12808455353,1133
8,22,2,OI/cont,6800,8000,7.120722364020573e+49,11598.83495121884,978
8,24,0,OI/cont,6800,8000,2.693758469846616e+43,0.004387821669339338,760
8,24,1,OI/cont,6800,8000,4.215027581554355e+51,686579.3487513484,7337
8,24,2,OI/cont,6800,8000,5.272966660236862e+50,85890.54153325263,1610
8,24,3,OI/cont,6800,8000,2.1044204416531388e+29,3.427858035027202e-17,1
8,25,0,OI/cont,6800,8000,4.5757936589219916e+42,0.0007453439792687387,204
8,25,1,OI/cont,6800,8000,3.273738082790117e+50,53325.41525234007,5635
8,25,2,OI/cont,6800,8000,2.623311156684374e+50,42730.71126296918,12830
8,25,3,OI/cont,6800,8000,3.475300562999601e+30,5.660863543814728e-16,1
8,26,0,OI/cont,6800,8000,3.655775540573918e+44,0.05954836454243928,217
8,26,1,OI/cont,6800,8000,5.618345639319813e+51,915163.6651169164,1310
8,26,2,OI/cont,6800,8000,6.432278199129107e+49,10477.438857747622,809
8,27,0,OI/cont,6800,8000,2.1149503619993884e+39,3.4450100600468477e-07,2
8,27,1,OI/cont,6800,8000,4.166567306194699e+47,67.86857291597836,144
8,28,0,OI/cont,6800,8000,1.4340129955198193e+41,2.335841674853039e-05,4
8,28,2,OI/cont,6800,8000,5.368539603902548e+42,0.000874473144878922,13
8,6,0,Ca IR,8000,9500,1.4558673706641552e+53,23714399.298196945,116
8,6,1,Ca IR,8000,9500,1.8719099452033183e+54,304912526.96024454,354
8,6,2,Ca IR,8000,9500,7.853777154298534e+40,1.2792896605075206e-05,26
8,6,3,Ca IR,8000,9500,536850535525.20465,8.74467566169008e-35,3
8,8,0,Ca IR,8000,9500,4.429735758328098e+54,721552832.869463,104
8,8,1,Ca IR,8000,9500,2.4171641926433926e+53,39372815.12635289,353
8,12,0,Ca IR,8000,9500,7.388379331772285e+44,0.12034817262252648,211
8,12,1,Ca IR,8000,9500,1.2231727197758586e+53,19924071.980673347,184
8,12,2,Ca IR,8000,9500,3.4268707755772217e+50,55819.77009230388,64
8,12,3,Ca IR,8000,9500,5.736098066680908e+37,9.343441765909736e-09,5
8,14,0,Ca IR,8000,9500,5.992671068712497e+48,976.1369575950462,174
8,14,1,Ca IR,8000,9500,2.3071195560426598e+53,37580314.995118916,290
8,14,2,Ca IR,8000,9500,1.234731194089402e+49,2011.2346187975816,137
8,20,0,Ca IR,8000,9500,1.347944558324354e+41,2.1956461235444103e-05,419
8,20,1,Ca IR,8000,9500,8.40222541538902e+49,13686.25552773368,1675
8,20,2,Ca IR,8000,9500,3.2803652879998565e+52,5343336.477696137,1066
8,22,0,Ca IR,8000,9500,5.353443460763791e+40,8.720141573813732e-06,202
8,22,1,Ca IR,8000,9500,3.4417250962014357e+49,5606.172983237646,1366
8,22,2,Ca IR,8000,9500,4.720338234234327e+49,7688.88622444451,914
8,24,0,Ca IR,8000,9500,3.328603962563196e+43,0.005421911711488823,802
8,24,1,Ca IR,8000,9500,6.16653298381907e+51,1004457.0570812076,7715
8,24,2,Ca IR,8000,9500,9.825169415534176e+50,160040.6708655871,1453
8,25,0,Ca IR,8000,9500,8.013556276852103e+42,0.0013053158356117977,326
8,25,1,Ca IR,8000,9500,5.38055662706577e+50,87643.05792675939,5131
8,25,2,Ca IR,8000,9500,4.285565281219345e+50,69806.91259737665,17584
8,26,0,Ca IR,8000,9500,1.4797235569714448e+44,0.024102989041481844,101
8,26,1,Ca IR,8000,9500,7.733978634432167e+51,1259775.8641776529,1094
8,26,2,Ca IR,8000,9500,7.122802169392338e+49,11602.222714145766,715
8,27,0,Ca IR,8000,9500,3.79275760392366e+39,6.177964426779282e-07,14
8,27,1,Ca IR,8000,9500,1.4093140044169043e+47,22.956098687778784,142
8,28,0,Ca IR,8000,9500,3.387582658358017e+40,5.5179812003961284e-06,5
9,6,0,5500-5800,5500,5800,2.651198476942387e+50,39987.91788586292,8
9,6,1,5500-5800,5500,5800,3.206554971678314e+52,4836433.711739957,80
9,6,2,5500-5800,5500,5800,2.1174027376476314e+39,3.193669864430704e-07,4
9,8,0,5500-5800,5500,5800,6.126090221413575e+52,9239956.754116572,19
9,8,1,5500-5800,5500,5800,1.2568366521415053e+49,1895.6815673694855,7
9,8,2,5500-5800,5500,5800,8.145968734211413e+30,1.2286531230212807e-15,2
9,12,0,5500-5800,5500,5800,3.2951565321172414e+43,0.004970071081940821,65
9,12,1,5500-5800,5500,5800,3.457769157910132e+51,521533.9038450437,32
9,12,2,5500-5800,5500,5800,1.703071562191434e+49,2568.7358519155964,37
9,14,0,5500-5800,5500,5800,1.4121275067872589e+47,21.29906126488935,55
9,14,1,5500-5800,5500,5800,1.9585237662640834e+52,2954033.3635527,82
9,14,2,5500-5800,5500,5800,9.945276882636407e+47,150.00420330419402,61
9,20,0,5500-5800,5500,5800,9.598230137274138e+40,1.4476971147840381e-05,175
9,20,1,5500-5800,5500,5800,3.202629282297587e+48,483.0512610548659,380
9,20,2,5500-5800,5500,5800,5.608101763604413e+49,8458.67688779038,31
9,20,3,5500-5800,5500,5800,3.3368818130085595e+41,5.033005151968308e-05,1
9,22,0,5500-5800,5500,5800,2.3586086070761114e+40,3.5574796879569354e-06,115
9,22,1,5500-5800,5500,5800,6.293808451408338e+48,949.2925472502668,348
9,22,2,5500-5800,5500,5800,2.0660086041047256e+49,3116.1523036067038,628
9,22,3,5500-5800,5500,5800,1.7769043377127076e+33,2.6800975244009793e-13,1
9,24,0,5500-5800,5500,5800,7.275800039927883e+42,0.00109740593577188,307
9,24,1,5500-5800,5500,5800,7.74040865510427e+50,116748.2662634535,2267
9,24,2,5500-5800,5500,5800,3.6945621429679352e+50,55724.92926580313,1291
9,25,0,5500-5800,5500,5800,6.916817125254709e+41,0.00010432606899925668,85
9,25,1,5500-5800,5500,5800,3.534847716432748e+49,5331.596312123804,1494
9,25,2,5500-5800,5500,5800,5.645705656834816e+49,8515.39468571324,5514
9,26,0,5500-5800,5500,5800,4.45479370563114e+43,0.006719147074370778,50
9,26,1,5500-5800,5500,5800,9.26303405669157e+50,139713.9627434176,521
9,26,2,5500-5800,5500,5800,2.3557282927053463e+50,35531.353216054405,1094
9,27,0,5500-5800,5500,5800,4.85929778595968e+37,7.3292589196117646e-09,6
9,27,1,5500-5800,5500,5800,1.1456524909560928e+46,1.7279829530877513,52
9,28,0,5500-5800,5500,5800,7.811001573263395e+39,1.178130163526004e-06,3
9,28,2,5500-5800,5500,5800,2.6784689501092744e+44,0.04039923731411024,49
9,6,0,Si red,5800,6800,5.74849613458539e+51,867043.3141697835,20
9,6,1,Si red,5800,6800,5.402505564731125e+53,81485769.84305514,230
9,6,2,Si red,5800,6800,2.7327363267782444e+39,4.1217749930571405e-07,2
9,8,0,Si red,5800,6800,1.398203112677633e+54,210890401.996584,89
9,8,1,Si red,5800,6800,6.471766354172804e+52,9761338.64732815,291
9,8,2,Si red,5800,6800,2.2877736606911233e+31,3.4506396288618816e-15,3
9,12,0,Si red,5800,6800,1.2780286931743069e+44,0.01927645435937743,286
9,12,1,Si red,5800,6800,4.7420846214266485e+52,7152466.784309446,119
9,12,2,Si red,5800,6800,3.082970205347327e+49,4650.0313155796175,58
9,12,3,Si red,5800,6800,5.610640117108442e+37,8.462505475969168e-09,3
9,14,0,Si red,5800,6800,6.502608739502001e+47,98.07858090616698,209
9,14,1,Si red,5800,6800,4.3189910346799105e+52,6514316.462784822,277
9,14,2,Si red,5800,6800,8.767536699038309e+48,1322.403964213096,160
9,20,0,Si red,5800,6800,1.3699917821270345e+41,2.0663529858082874e-05,503
9,20,1,Si red,5800,6800,8.655142093272978e+49,13054.515319254107,1986
9,20,2,Si red,5800,6800,2.445348539688719e+51,368830.91725430347,656
9,20,3,Si red,5800,6800,1.23793194290156e+42,0.0001867167671962647,8
9,22,0,Si red,5800,6800,1.3638507241034085e+40,2.057090453179486e-06,287
9,22,1,Si red,5800,6800,1.1865432555982446e+49,1789.6583256794825,966
9,22,2,Si red,5800,6800,1.6418627033079855e+50,24764.147811166447,2033
9,22,3,Si red,5800,6800,3.2651934393408586e+33,4.924877872003166e-13,2
9,24,0,Si red,5800,6800,1.1076227135311564e+43,0.0016706227957810887,609
9,24,1,Si red,5800,6800,2.6592456711747404e+51,401092.9338640487,7042
9,24,2,Si red,5800,6800,1.132234735678286e+51,170774.50078366534,2831
9,24,3,Si red,5800,6800,9.073326310431355e+28,1.3685260858764933e-17,1
9,25,0,Si red,5800,6800,3.1291109512977626e+42,0.0004719625213445249,221
9,25,1,Si red,5800,6800,4.149303566102524e+50,62583.77549921606,5753
9,25,2,Si red,5800,6800,1.2754735571069718e+50,19237.915346875565,14062
9,26,0,Si red,5800,6800,6.687076490087958e+43,0.010086090042210467,159
9,26,1,Si red,5800,6800,9.276558869671098e+51,1399179.5694285256,2123
9,26,2,Si red,5800,6800,1.5767097142407144e+50,23781.447949387228,1658
9,27,0,Si red,5800,6800,1.772997675991941e+38,2.6742051225511552e-08,5
9,27,1,Si red,5800,6800,3.5277465298346086e+47,53.208856215041386,116
9,28,0,Si red,5800,6800,3.3242689601038613e+41,5.013981237665173e-05,2
9,28,2,Si red,5800,6800,2.1607654534838056e+44,0.03259073670869396,68
9,6,0,OI/cont,6800,8000,2.58955279267522e+52,3905811.855852765,15
9,6,1,OI/cont,6800,8000,4.677504962603292e+53,70550615.49786842,312
9,6,2,OI/cont,6800,8000,3.80820914519148e+40,5.743906233898246e-06,28
9,6,3,OI/cont,6800,8000,1997736212123.636,3.0131773348084477e-34,8
9,8,0,OI/cont,6800,8000,7.505549249036148e+53,113205891.4747482,30
9,8,1,OI/cont,6800,8000,5.5237728578857976e+51,833148.3945179394,57
9,8,2,OI/cont,6800,8000,1.0125243499031607e+32,1.5271863239775156e-14,8
9,8,3,OI/cont,6800,8000,1.3247104536238307e-09,1.9980553437533185e-55,3
9,12,0,OI/cont,6800,8000,3.0573427658393e+44,0.04611377553683458,299
9,12,1,OI/cont,6800,8000,3.70880038722289e+52,5593968.411990317,61
9,12,2,OI/cont,6800,8000,5.995828270250078e+49,9043.483187460575,69
9,12,3,OI/cont,6800,8000,1.6659060304620545e+38,2.512679232846742e-08,25
9,14,0,OI/cont,6800,8000,1.0100698399635312e+48,152.34841967030184,201
9,14,1,OI/cont,6800,8000,6.997932775009831e+52,10554953.301746445,328
9,14,2,OI/cont,6800,8000,6.615262598097472e+48,997.7773443473894,93
9,20,0,OI/cont,6800,8000,1.6604943931658977e+41,2.504516882509382e-05,605
9,20,1,OI/cont,6800,8000,1.0264203856519348e+50,15481.45657701253,1880
9,20,2,OI/cont,6800,8000,1.0972742598345262e+52,1655014.2655157968,654
9,20,3,OI/cont,6800,8000,9.059779699556515e+42,0.0013664828561145345,17
9,22,0,OI/cont,6800,8000,3.496173609152576e+40,5.27326431473928e-06,209
9,22,1,OI/cont,6800,8000,1.8170064664132487e+49,2740.5834006366567,1133
9,22,2,OI/cont,6800,8000,5.455440962863303e+49,8228.419228187846,978
9,24,0,OI/cont,6800,8000,1.6811710829695325e+43,0.002535703448932458,760
9,24,1,OI/cont,6800,8000,3.083526434183777e+51,465087.02732521994,7337
9,24,2,OI/cont,6800,8000,4.148976043669375e+50,62578.83549179057,1610
9,24,3,OI/cont,6800,8000,1.474312270849098e+29,2.2236991510656694e-17,1
9,25,0,OI/cont,6800,8000,2.909021911619141e+42,0.00043876658176177,204
9,25,1,OI/cont,6800,8000,2.4276500792389306e+50,36616.14657238826,5635
9,25,2,OI/cont,6800,8000,2.0801033547651687e+50,31374.113582166596,12830
9,25,3,OI/cont,6800,8000,2.5324017916393807e+30,3.8196112354016068e-16,1
9,26,0,OI/cont,6800,8000,2.333855859955244e+44,0.03520145221000681,217
9,26,1,OI/cont,6800,8000,4.184679871007439e+51,631173.5485509834,1310
9,26,2,OI/cont,6800,8000,5.075536693670764e+49,7655.411177184424,809
9,27,0,OI/cont,6800,8000,1.3481014426959305e+39,2.033335876630019e-07,2
9,27,1,OI/cont,6800,8000,3.1064027558279288e+47,46.85374535358292,144
9,28,0,OI/cont,6800,8000,9.128987047527492e+40,1.3769213720228323e-05,4
9,28,2,OI/cont,6800,8000,4.091181288192746e+42,0.0006170711956545286,13
9,6,0,Ca IR,8000,9500,1.1642181485536863e+53,17559854.58293089,116
9,6,1,Ca IR,8000,9500,1.6288094328593412e+54,245672658.68383974,354
9,6,2,Ca IR,8000,9500,6.349619940177256e+40,9.57710571209579e-06,26
9,6,3,Ca IR,8000,9500,334484677374.568,5.045018669578933e-35,3
9,8,0,Ca IR,8000,9500,3.2880539764583654e+54,495935832.6372462,104
9,8,1,Ca IR,8000,9500,1.8940440319344127e+53,28567788.447340712,353
9,12,0,Ca IR,8000,9500,4.611253971316251e+44,0.06955135451364419,211
9,12,1,Ca IR,8000,9500,9.085409127726436e+52,13703485.322532084,184
9,12,2,Ca IR,8000,9500,2.6477564250190306e+50,39936.001557882526,64
9,12,3,Ca IR,8000,9500,4.168042970048968e+37,6.286642116032274e-09,5
9,14,0,Ca IR,8000,9500,3.92512159561884e+48,592.0244803348393,174
9,14,1,Ca IR,8000,9500,1.715538337327671e+53,25875394.377197154,290
9,14,2,Ca IR,8000,9500,9.456773254405098e+48,1426.3612311610173,137
9,20,0,Ca IR,8000,9500,7.653614606889193e+40,1.1543915519418005e-05,419
9,20,1,Ca IR,8000,9500,5.643583061262498e+49,8512.193183517576,1675
9,20,2,Ca IR,8000,9500,2.4414665084401895e+52,3682453.920733461,1066
9,22,0,Ca IR,8000,9500,3.195918065382699e+40,4.820390109602738e-06,202
9,22,1,Ca IR,8000,9500,2.4258494519004706e+49,3658.8987784097008,1366
9,22,2,Ca IR,8000,9500,3.6164205322382065e+49,5454.632255623185,914
9,24,0,Ca IR,8000,9500,2.0773773117222657e+43,0.0031332996786762185,802
9,24,1,Ca IR,8000,9500,4.51116086311832e+51,680416.5426812514,7715
9,24,2,Ca IR,8000,9500,7.730826905742886e+50,116603.74513084185,1453
9,25,0,Ca IR,8000,9500,5.094550265373603e+42,0.0007684089269397532,326
9,25,1,Ca IR,8000,9500,3.989967551378848e+50,60180.51692448302,5131
9,25,2,Ca IR,8000,9500,3.398155303008929e+50,51254.2370561582,17584
9,26,0,Ca IR,8000,9500,9.446590624131883e+43,0.014248253892134273,101
9,26,1,Ca IR,8000,9500,5.76045455228135e+51,868846.9974059869,1094
9,26,2,Ca IR,8000,9500,5.620410475623289e+49,8477.242067642897,715
9,27,0,Ca IR,8000,9500,2.417561229575053e+39,3.64639768667134e-07,14
9,27,1,Ca IR,8000,9500,1.0507203137313226e+47,15.847971395545311,142
9,28,0,Ca IR,8000,9500,2.1565493693011423e+40,3.252714568389424e-06,5
10,6,0,5500-5800,5500,5800,2.0511967293278983e+50,28729.43937858013,8
10,6,1,5500-5800,5500,5800,2.770537569578871e+52,3880465.9744838607,80
10,6,2,5500-5800,5500,5800,1.7955240268690637e+39,2.5148440393438593e-07,4
10,8,0,5500-5800,5500,5800,4.593427143733666e+52,6433638.703639189,19
10,8,1,5500-5800,5500,5800,1.0266854188824445e+49,1437.9945170992996,7
10,8,2,5500-5800,5500,5800,6.236942683310183e+30,8.735576854519983e-16,2
10,12,0,5500-5800,5500,5800,2.0586724282648827e+43,0.0028834145395488114,65
10,12,1,5500-5800,5500,5800,2.5959404298917126e+51,363592.20032208366,32
10,12,2,5500-5800,5500,5800,1.376267720960238e+49,1927.6259313741884,37
10,14,0,5500-5800,5500,5800,9.17807772132292e+46,12.854984787004915,55
10,14,1,5500-5800,5500,5800,1.4717579262477742e+52,2061371.2725612014,82
10,14,2,5500-5800,5500,5800,7.97980741406366e+47,111.76665313336609,61
10,20,0,5500-5800,5500,5800,5.328123594361844e+40,7.462668091127358e-06,175
10,20,1,5500-5800,5500,5800,2.125855818211034e+48,297.7512833540237,380
10,20,2,5500-5800,5500,5800,4.219496869269948e+49,5909.905070564353,31
10,20,3,5500-5800,5500,5800,2.5685304006769073e+41,3.5975310111998086e-05,1
10,22,0,5500-5800,5500,5800,1.3794629252057281e+40,1.932101193320568e-06,115
10,22,1,5500-5800,5500,5800,4.394647197267122e+48,615.5223847568352,348
10,22,2,5500-5800,5500,5800,1.6096485571626267e+49,2254.503431222573,628
10,22,3,5500-5800,5500,5800,1.3620895755376298e+33,1.907767759625203e-13,1
10,24,0,5500-5800,5500,5800,4.493594552377602e+42,0.0006293811336504571,307
10,24,1,5500-5800,5500,5800,5.673778195254286e+50,79467.98294743692,2267
10,24,2,5500-5800,5500,5800,2.9958108100980156e+50,41959.87826414255,1291
10,25,0,5500-5800,5500,5800,4.373793327673151e+41,6.126015533526962e-05,85
10,25,1,5500-5800,5500,5800,2.642250259838401e+49,3700.784404426092,1494
10,25,2,5500-5800,5500,5800,4.646033414738552e+49,6507.320016219248,5514
10,26,0,5500-5800,5500,5800,2.8331323729770386e+43,0.003968137409599255,50
10,26,1,5500-5800,5500,5800,6.965041348629502e+50,97553.65262322803,521
10,26,2,5500-5800,5500,5800,1.9353555139878987e+50,27106.945969699722,1094
10,27,0,5500-5800,5500,5800,3.0882708294558e+37,4.325489033348813e-09,6
10,27,1,5500-5800,5500,5800,8.626283364165847e+45,1.2082131442090451,52
10,28,0,5500-5800,5500,5800,4.959737649555991e+39,6.946699948340365e-07,3
10,28,2,5500-5800,5500,5800,2.1402604004864924e+44,0.02997688156918027,49
10,6,0,Si red,5800,6800,4.447534415987766e+51,622929.8660696311,20
10,6,1,Si red,5800,6800,4.667889610235596e+53,65379322.06391005,230
10,6,2,Si red,5800,6800,2.3173171766460596e+39,3.2456771403496575e-07,2
10,8,0,Si red,5800,6800,1.0483920246189846e+54,146839718.90959054,89
10,8,1,Si red,5800,6800,5.286660075453566e+52,7404593.522468685,291
10,8,2,Si red,5800,6800,1.7516287699695625e+31,2.453363533643432e-15,3
10,12,0,Si red,5800,6800,7.984574958807246e+43,0.01118334282435918,286
10,12,1,Si red,5800,6800,3.560147779838898e+52,4986408.585644635,119
10,12,2,Si red,5800,6800,2.4913764474124593e+49,3489.4677624906,58
10,12,3,Si red,5800,6800,4.494071194626749e+37,6.294478930422129e-09,3
10,14,0,Si red,5800,6800,4.226349824335955e+47,59.19503445713747,209
10,14,1,Si red,5800,6800,3.2455614775655145e+52,4545793.213590281,277
10,14,2,Si red,5800,6800,7.034822175359534e+48,985.310157413842,160
10,20,0,Si red,5800,6800,7.6050328383831675e+40,1.065174913641906e-05,503
10,20,1,Si red,5800,6800,5.745149548881788e+49,8046.7623278415995,1986
10,20,2,Si red,5800,6800,1.839863280380056e+51,257694.64148801615,656
10,20,3,Si red,5800,6800,9.528853604931469e+41,0.00013346287953566697,8
10,22,0,Si red,5800,6800,7.976658372954571e+39,1.117225470832975e-06,287
10,22,1,Si red,5800,6800,8.285029696898736e+48,1160.4165267208678,966
10,22,2,Si red,5800,6800,1.2791921225246094e+50,17916.600593288676,2033
10,22,3,Si red,5800,6800,2.502940564355311e+33,3.505664677780404e-13,2
10,24,0,Si red,5800,6800,6.840769900628874e+42,0.0009581308382220803,609
10,24,1,Si red,5800,6800,1.9492472267579967e+51,273015.1585867568,7042
10,24,2,Si red,5800,6800,9.180955494738629e+50,128590.15449481593,2831
10,24,3,Si red,5800,6800,6.973310694464526e+28,9.766947460484052e-18,1
10,25,0,Si red,5800,6800,1.978667984493106e+42,0.0002771358841307161,221
10,25,1,Si red,5800,6800,3.1015475927621575e+50,43440.84712695413,5753
10,25,2,Si red,5800,6800,1.0496283593460838e+50,14701.2882229744,14062
10,26,0,Si red,5800,6800,4.2528058842980135e+43,0.005956558290819954,159
10,26,1,Si red,5800,6800,6.975210897943299e+51,976960.8920492731,2123
